codigo,codigo_ibge,municipio,regiao_imediata,regiao_intermediaria,mesorregiao,populacao,ano,leitos_existentes,leitos_sus,leitos_sus_10k_hab,tem_rede_hospitalar
352280,3522802,Itaporanga,Itapeva,Sorocaba,Itapetininga,14245,2025,38,32,22.46,True
352290,3522901,Itapuí,Jaú,Bauru,Bauru,14035,2025,35,35,24.94,True
352300,3523008,Itapura,Andradina,Araçatuba,Araçatuba,4002,2025,0,0,0.0,False
352310,3523107,Itaquaquecetuba,São Paulo,São Paulo,Metropolitana de São Paulo,382983,2025,267,267,6.97,True
352320,3523206,Itararé,Itapeva,Sorocaba,Itapetininga,45213,2025,78,51,11.28,True
352330,3523305,Itariri,Santos,São Paulo,Litoral Sul Paulista,15916,2025,0,0,0.0,False
352340,3523404,Itatiba,Jundiaí,Campinas,Macro Metropolitana Paulista,127112,2025,156,96,7.55,True
352350,3523503,Itatinga,Botucatu,Bauru,Bauru,19462,2025,14,7,3.6,True
352360,3523602,Itirapina,São Carlos,Araraquara,Piracicaba,16454,2025,10,10,6.08,True
352370,3523701,Itirapuã,Franca,Ribeirão Preto,Ribeirão Preto,5857,2025,0,0,0.0,False
352380,3523800,Itobi,São José do Rio Pardo - Mococa,Campinas,Campinas,8227,2025,0,0,0.0,False
352390,3523909,Itu,Sorocaba,Sorocaba,Macro Metropolitana Paulista,175047,2025,416,304,17.37,True
352400,3524006,Itupeva,Jundiaí,Campinas,Macro Metropolitana Paulista,74994,2025,86,48,6.4,True
352410,3524105,Ituverava,Ituverava,Ribeirão Preto,Ribeirão Preto,38413,2025,123,55,14.32,True
352420,3524204,Jaborandi,Barretos,Ribeirão Preto,Ribeirão Preto,6280,2025,17,17,27.07,True
352430,3524303,Jaboticabal,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,73473,2025,262,38,5.17,True
352440,3524402,Jacareí,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,250952,2025,325,204,8.13,True
352450,3524501,Jaci,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,7944,2025,249,173,217.77,True
352460,3524600,Jacupiranga,Registro,Sorocaba,Litoral Sul Paulista,16216,2025,0,0,0.0,False
352470,3524709,Jaguariúna,Campinas,Campinas,Campinas,62309,2025,120,84,13.48,True
352480,3524808,Jales,Jales,São José do Rio Preto,São José do Rio Preto,50078,2025,153,103,20.57,True
352490,3524907,Jambeiro,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,6611,2025,0,0,0.0,False
352500,3525003,Jandira,São Paulo,São Paulo,Metropolitana de São Paulo,121550,2025,15,0,0.0,True
352510,3525102,Jardinópolis,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,47125,2025,0,0,0.0,False
352520,3525201,Jarinu,Jundiaí,Campinas,Macro Metropolitana Paulista,40007,2025,29,17,4.25,True
352530,3525300,Jaú,Jaú,Bauru,Bauru,137409,2025,783,569,41.41,True
352540,3525409,Jeriquara,Franca,Ribeirão Preto,Ribeirão Preto,4000,2025,0,0,0.0,False
352550,3525508,Joanópolis,Bragança Paulista,Campinas,Macro Metropolitana Paulista,13131,2025,12,12,9.14,True
352560,3525607,João Ramalho,Presidente Prudente,Presidente Prudente,Presidente Prudente,4464,2025,0,0,0.0,False
352570,3525706,José Bonifácio,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,37992,2025,67,43,11.32,True
352580,3525805,Júlio Mesquita,Marília,Marília,Bauru,4302,2025,0,0,0.0,False
352585,3525854,Jumirim,Sorocaba,Sorocaba,Piracicaba,3132,2025,0,0,0.0,False
352590,3525904,Jundiaí,Jundiaí,Campinas,Macro Metropolitana Paulista,463039,2025,958,443,9.57,True
352600,3526001,Junqueirópolis,Dracena,Presidente Prudente,Presidente Prudente,20939,2025,52,25,11.94,True
352610,3526100,Juquiá,Registro,Sorocaba,Litoral Sul Paulista,17184,2025,0,0,0.0,False
352620,3526209,Juquitiba,São Paulo,São Paulo,Metropolitana de São Paulo,27969,2025,0,0,0.0,False
352630,3526308,Lagoinha,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,5183,2025,0,0,0.0,False
352640,3526407,Laranjal Paulista,Piracicaba,Campinas,Itapetininga,27044,2025,46,28,10.35,True
352650,3526506,Lavínia,Andradina,Araçatuba,Araçatuba,9940,2025,0,0,0.0,False
352660,3526605,Lavrinhas,Cruzeiro,São José dos Campos,Vale do Paraíba Paulista,7348,2025,0,0,0.0,False
352670,3526704,Leme,Araras,Campinas,Piracicaba,101537,2025,150,86,8.47,True
352680,3526803,Lençóis Paulista,Bauru,Bauru,Bauru,68568,2025,171,43,6.27,True
352690,3526902,Limeira,Limeira,Campinas,Piracicaba,301292,2025,354,179,5.94,True
352700,3527009,Lindóia,Amparo,Campinas,Campinas,7158,2025,0,0,0.0,False
352710,3527108,Lins,Lins,Bauru,Bauru,76844,2025,333,260,33.83,True
352720,3527207,Lorena,Guaratinguetá,São José dos Campos,Vale do Paraíba Paulista,87468,2025,177,106,12.12,True
352725,3527256,Lourdes,Birigui - Penápolis,Araçatuba,Araçatuba,1962,2025,0,0,0.0,False
352730,3527306,Louveira,Jundiaí,Campinas,Macro Metropolitana Paulista,54865,2025,39,35,6.38,True
352740,3527405,Lucélia,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,20378,2025,32,26,12.76,True
352750,3527504,Lucianópolis,Bauru,Bauru,Bauru,2423,2025,0,0,0.0,False
352760,3527603,Luís Antônio,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,12564,2025,0,0,0.0,False
352770,3527702,Luiziânia,Birigui - Penápolis,Araçatuba,Araçatuba,4740,2025,0,0,0.0,False
352780,3527801,Lupércio,Marília,Marília,Marília,4004,2025,0,0,0.0,False
352790,3527900,Lutécia,Assis,Marília,Assis,2697,2025,0,0,0.0,False
352800,3528007,Macatuba,Bauru,Bauru,Bauru,17140,2025,31,18,10.5,True
352810,3528106,Macaubal,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,7581,2025,15,10,13.19,True
352820,3528205,Macedônia,Fernandópolis,São José do Rio Preto,São José do Rio Preto,4058,2025,0,0,0.0,False
352830,3528304,Magda,Araçatuba,Araçatuba,São José do Rio Preto,3211,2025,0,0,0.0,False
352840,3528403,Mairinque,Sorocaba,Sorocaba,Macro Metropolitana Paulista,51888,2025,0,0,0.0,False
352850,3528502,Mairiporã,São Paulo,São Paulo,Metropolitana de São Paulo,97835,2025,39,39,3.99,True
352860,3528601,Manduri,Avaré,Sorocaba,Assis,10122,2025,0,0,0.0,False
352870,3528700,Marabá Paulista,Presidente Epitácio-Presidente Venceslau,Presidente Prudente,Presidente Prudente,4619,2025,0,0,0.0,False
352880,3528809,Maracaí,Assis,Marília,Assis,12804,2025,26,22,17.18,True
352885,3528858,Marapoama,Catanduva,São José do Rio Preto,São José do Rio Preto,3415,2025,0,0,0.0,False
352890,3528908,Mariápolis,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,3526,2025,0,0,0.0,False
352900,3529005,Marília,Marília,Marília,Marília,247348,2025,883,601,24.3,True
352910,3529104,Marinópolis,Jales,São José do Rio Preto,São José do Rio Preto,1862,2025,0,0,0.0,False
352920,3529203,Martinópolis,Presidente Prudente,Presidente Prudente,Presidente Prudente,25240,2025,49,43,17.04,True
352930,3529302,Matão,Araraquara,Araraquara,Araraquara,81075,2025,277,86,10.61,True
352940,3529401,Mauá,São Paulo,São Paulo,Metropolitana de São Paulo,429014,2025,496,246,5.73,True
352950,3529500,Mendonça,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,6420,2025,0,0,0.0,False
352960,3529609,Meridiano,Fernandópolis,São José do Rio Preto,São José do Rio Preto,4721,2025,0,0,0.0,False
352965,3529658,Mesópolis,Jales,São José do Rio Preto,São José do Rio Preto,1990,2025,0,0,0.0,False
352970,3529708,Miguelópolis,Ituverava,Ribeirão Preto,Ribeirão Preto,19621,2025,72,51,25.99,True
352980,3529807,Mineiros do Tietê,Jaú,Bauru,Bauru,11322,2025,11,11,9.72,True
352990,3529906,Miracatu,Registro,Sorocaba,Litoral Sul Paulista,18610,2025,0,0,0.0,False
353000,3530003,Mira Estrela,Fernandópolis,São José do Rio Preto,São José do Rio Preto,3209,2025,0,0,0.0,False
353010,3530102,Mirandópolis,Andradina,Araçatuba,Araçatuba,28754,2025,80,80,27.82,True
353020,3530201,Mirante do Paranapanema,Presidente Prudente,Presidente Prudente,Presidente Prudente,16031,2025,23,23,14.35,True
353030,3530300,Mirassol,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,65811,2025,167,0,0.0,True
353040,3530409,Mirassolândia,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,4783,2025,0,0,0.0,False
353050,3530508,Mococa,São José do Rio Pardo - Mococa,Campinas,Campinas,69372,2025,125,82,11.82,True
353060,3530607,Mogi das Cruzes,São Paulo,São Paulo,Metropolitana de São Paulo,470302,2025,854,617,13.12,True
353070,3530706,Mogi Guaçu,Mogi Guaçu,Campinas,Campinas,160318,2025,331,155,9.67,True
353080,3530805,Mogi Mirim,Mogi Guaçu,Campinas,Campinas,95742,2025,172,109,11.38,True
353090,3530904,Mombuca,Piracicaba,Campinas,Piracicaba,3830,2025,0,0,0.0,False
353100,3531001,Monções,Araçatuba,Araçatuba,São José do Rio Preto,1947,2025,0,0,0.0,False
353110,3531100,Mongaguá,Santos,São Paulo,Litoral Sul Paulista,64845,2025,36,36,5.55,True
353120,3531209,Monte Alegre do Sul,Amparo,Campinas,Campinas,8923,2025,0,0,0.0,False
353130,3531308,Monte Alto,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,48758,2025,88,42,8.61,True
353140,3531407,Monte Aprazível,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,22668,2025,80,30,13.23,True
353150,3531506,Monte Azul Paulista,Barretos,Ribeirão Preto,Ribeirão Preto,18337,2025,70,51,27.81,True
353160,3531605,Monte Castelo,Dracena,Presidente Prudente,Presidente Prudente,4306,2025,0,0,0.0,False
353170,3531704,Monteiro Lobato,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,4205,2025,0,0,0.0,False
353180,3531803,Monte Mor,Campinas,Campinas,Campinas,67832,2025,35,26,3.83,True
353190,3531902,Morro Agudo,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto,Ribeirão Preto,28521,2025,47,35,12.27,True
353200,3532009,Morungaba,Jundiaí,Campinas,Macro Metropolitana Paulista,14147,2025,8,8,5.65,True
353205,3532058,Motuca,Araraquara,Araraquara,Araraquara,4071,2025,0,0,0.0,False
353210,3532108,Murutinga do Sul,Andradina,Araçatuba,Araçatuba,3748,2025,0,0,0.0,False
353215,3532157,Nantes,Presidente Prudente,Presidente Prudente,Assis,2697,2025,0,0,0.0,False
353220,3532207,Narandiba,Presidente Prudente,Presidente Prudente,Presidente Prudente,5956,2025,0,0,0.0,False
353230,3532306,Natividade da Serra,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,7155,2025,0,0,0.0,False
353240,3532405,Nazaré Paulista,Bragança Paulista,Campinas,Macro Metropolitana Paulista,18675,2025,26,17,9.1,True
353250,3532504,Neves Paulista,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,9953,2025,21,10,10.05,True
353260,3532603,Nhandeara,Votuporanga,São José do Rio Preto,São José do Rio Preto,9915,2025,129,35,35.3,True
353270,3532702,Nipoã,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,4876,2025,0,0,0.0,False
353280,3532801,Nova Aliança,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,6885,2025,0,0,0.0,False
353282,3532827,Nova Campina,Itapeva,Sorocaba,Itapetininga,8630,2025,0,0,0.0,False
353284,3532843,Nova Canaã Paulista,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,2055,2025,0,0,0.0,False
353286,3532868,Nova Castilho,Araçatuba,Araçatuba,São José do Rio Preto,1072,2025,0,0,0.0,False
353290,3532900,Nova Europa,Araraquara,Araraquara,Araraquara,9459,2025,16,12,12.69,True
353300,3533007,Nova Granada,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,19733,2025,62,31,15.71,True
353310,3533106,Nova Guataporanga,Dracena,Presidente Prudente,Presidente Prudente,2188,2025,0,0,0.0,False
353320,3533205,Nova Independência,Andradina,Araçatuba,Araçatuba,4847,2025,0,0,0.0,False
353325,3533254,Novais,Catanduva,São José do Rio Preto,São José do Rio Preto,4463,2025,0,0,0.0,False
353330,3533304,Nova Luzitânia,Araçatuba,Araçatuba,São José do Rio Preto,2817,2025,0,0,0.0,False
353340,3533403,Nova Odessa,Campinas,Campinas,Campinas,64596,2025,60,60,9.29,True
353350,3533502,Novo Horizonte,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,39494,2025,73,41,10.38,True
353360,3533601,Nuporanga,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto,Ribeirão Preto,7570,2025,0,0,0.0,False
353370,3533700,Ocauçu,Marília,Marília,Marília,4418,2025,0,0,0.0,False
353380,3533809,Óleo,Avaré,Sorocaba,Assis,2535,2025,0,0,0.0,False
353390,3533908,Olímpia,Barretos,Ribeirão Preto,São José do Rio Preto,56874,2025,82,50,8.79,True
353400,3534005,Onda Verde,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,4942,2025,0,0,0.0,False
353410,3534104,Oriente,Marília,Marília,Marília,6180,2025,0,0,0.0,False
353420,3534203,Orindiúva,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,6157,2025,0,0,0.0,False
353430,3534302,Orlândia,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto,Ribeirão Preto,39144,2025,98,60,15.33,True
353440,3534401,Osasco,São Paulo,São Paulo,Metropolitana de São Paulo,759524,2025,1038,644,8.48,True
353450,3534500,Oscar Bressane,Marília,Marília,Marília,2502,2025,0,0,0.0,False
353460,3534609,Osvaldo Cruz,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,32112,2025,96,58,18.06,True
353470,3534708,Ourinhos,Ourinhos,Marília,Assis,106911,2025,205,111,10.38,True
353475,3534757,Ouroeste,Fernandópolis,São José do Rio Preto,São José do Rio Preto,10660,2025,33,28,26.27,True
353480,3534807,Ouro Verde,Dracena,Presidente Prudente,Presidente Prudente,7900,2025,0,0,0.0,False
353490,3534906,Pacaembu,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,15273,2025,0,0,0.0,False
353500,3535002,Palestina,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,11704,2025,0,0,0.0,False
353510,3535101,Palmares Paulista,Catanduva,São José do Rio Preto,São José do Rio Preto,9666,2025,0,0,0.0,False
353520,3535200,Palmeira d'Oeste,Jales,São José do Rio Preto,São José do Rio Preto,8971,2025,20,12,13.38,True
353530,3535309,Palmital,Assis,Marília,Assis,19714,2025,43,29,14.71,True
353540,3535408,Panorama,Dracena,Presidente Prudente,Presidente Prudente,15227,2025,0,0,0.0,False
353550,3535507,Paraguaçu Paulista,Assis,Marília,Assis,42049,2025,100,73,17.36,True
353560,3535606,Paraibuna,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,17959,2025,0,0,0.0,False
353570,3535705,Paraíso,Catanduva,São José do Rio Preto,São José do Rio Preto,6218,2025,0,0,0.0,False
353580,3535804,Paranapanema,Avaré,Sorocaba,Bauru,19853,2025,16,16,8.06,True
353590,3535903,Paranapuã,Jales,São José do Rio Preto,São José do Rio Preto,4118,2025,0,0,0.0,False
353600,3536000,Parapuã,Tupã,Marília,Presidente Prudente,10720,2025,32,26,24.25,True
353610,3536109,Pardinho,Botucatu,Bauru,Bauru,7435,2025,0,0,0.0,False
353620,3536208,Pariquera-Açu,Registro,Sorocaba,Litoral Sul Paulista,19603,2025,139,139,70.91,True
353625,3536257,Parisi,Votuporanga,São José do Rio Preto,São José do Rio Preto,3030,2025,0,0,0.0,False
353630,3536307,Patrocínio Paulista,Franca,Ribeirão Preto,Ribeirão Preto,14888,2025,35,30,20.15,True
353640,3536406,Paulicéia,Dracena,Presidente Prudente,Presidente Prudente,8255,2025,0,0,0.0,False
353650,3536505,Paulínia,Campinas,Campinas,Campinas,116674,2025,171,154,13.2,True
353657,3536570,Paulistânia,Bauru,Bauru,Bauru,2156,2025,0,0,0.0,False
353660,3536604,Paulo de Faria,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,7390,2025,24,18,24.36,True
353670,3536703,Pederneiras,Bauru,Bauru,Bauru,46337,2025,62,54,11.65,True
353680,3536802,Pedra Bela,Bragança Paulista,Campinas,Campinas,6745,2025,0,0,0.0,False
353690,3536901,Pedranópolis,Fernandópolis,São José do Rio Preto,São José do Rio Preto,2856,2025,0,0,0.0,False
353700,3537008,Pedregulho,Franca,Ribeirão Preto,Ribeirão Preto,15737,2025,64,55,34.95,True
353710,3537107,Pedreira,Campinas,Campinas,Campinas,44385,2025,28,28,6.31,True
353715,3537156,Pedrinhas Paulista,Assis,Marília,Assis,2833,2025,0,0,0.0,False
353720,3537206,Pedro de Toledo,Santos,São Paulo,Litoral Sul Paulista,11617,2025,3,3,2.58,True
353730,3537305,Penápolis,Birigui - Penápolis,Araçatuba,Araçatuba,63426,2025,157,121,19.08,True
353740,3537404,Pereira Barreto,Andradina,Araçatuba,Araçatuba,24360,2025,52,48,19.7,True
353750,3537503,Pereiras,Tatuí,Sorocaba,Itapetininga,9013,2025,0,0,0.0,False
353760,3537602,Peruíbe,Santos,São Paulo,Litoral Sul Paulista,70629,2025,75,72,10.19,True
353770,3537701,Piacatu,Birigui - Penápolis,Araçatuba,Araçatuba,5631,2025,0,0,0.0,False
353780,3537800,Piedade,Sorocaba,Sorocaba,Macro Metropolitana Paulista,54266,2025,80,60,11.06,True
353790,3537909,Pilar do Sul,Sorocaba,Sorocaba,Macro Metropolitana Paulista,28459,2025,35,27,9.49,True
353800,3538006,Pindamonhangaba,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,172681,2025,398,127,7.35,True
353810,3538105,Pindorama,Catanduva,São José do Rio Preto,São José do Rio Preto,14704,2025,0,0,0.0,False
353820,3538204,Pinhalzinho,Bragança Paulista,Campinas,Campinas,15676,2025,0,0,0.0,False
353830,3538303,Piquerobi,Presidente Epitácio-Presidente Venceslau,Presidente Prudente,Presidente Prudente,3287,2025,0,0,0.0,False
353850,3538501,Piquete,Guaratinguetá,São José dos Campos,Vale do Paraíba Paulista,12516,2025,0,0,0.0,False
353860,3538600,Piracaia,Bragança Paulista,Campinas,Macro Metropolitana Paulista,26795,2025,64,28,10.45,True
353870,3538709,Piracicaba,Piracicaba,Campinas,Piracicaba,440835,2025,803,421,9.55,True
353880,3538808,Piraju,Piraju,Marília,Assis,30294,2025,68,49,16.17,True
353890,3538907,Pirajuí,Bauru,Bauru,Bauru,22734,2025,285,83,36.51,True
353900,3539004,Pirangi,Catanduva,São José do Rio Preto,Ribeirão Preto,11085,2025,47,22,19.85,True
353910,3539103,Pirapora do Bom Jesus,São Paulo,São Paulo,Metropolitana de São Paulo,18925,2025,0,0,0.0,False
353920,3539202,Pirapozinho,Presidente Prudente,Presidente Prudente,Presidente Prudente,26097,2025,0,0,0.0,False
353930,3539301,Pirassununga,São Carlos,Araraquara,Campinas,75594,2025,130,68,9.0,True
353940,3539400,Piratininga,Bauru,Bauru,Bauru,15657,2025,25,21,13.41,True
353950,3539509,Pitangueiras,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,34361,2025,53,30,8.73,True
353960,3539608,Planalto,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,4451,2025,0,0,0.0,False
353970,3539707,Platina,Assis,Marília,Assis,3055,2025,0,0,0.0,False
353980,3539806,Poá,São Paulo,São Paulo,Metropolitana de São Paulo,106355,2025,0,0,0.0,False
353990,3539905,Poloni,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,5702,2025,0,0,0.0,False
354000,3540002,Pompéia,Marília,Marília,Marília,20520,2025,21,16,7.8,True
354010,3540101,Pongaí,Lins,Bauru,Bauru,3440,2025,0,0,0.0,False
354020,3540200,Pontal,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,38286,2025,45,29,7.57,True
354025,3540259,Pontalinda,Jales,São José do Rio Preto,São José do Rio Preto,4198,2025,0,0,0.0,False
354030,3540309,Pontes Gestal,Votuporanga,São José do Rio Preto,São José do Rio Preto,2411,2025,0,0,0.0,False
354040,3540408,Populina,Jales,São José do Rio Preto,São José do Rio Preto,4182,2025,18,6,14.35,True
354050,3540507,Porangaba,Tatuí,Sorocaba,Itapetininga,10850,2025,0,0,0.0,False
354060,3540606,Porto Feliz,Sorocaba,Sorocaba,Macro Metropolitana Paulista,58605,2025,82,71,12.12,True
354070,3540705,Porto Ferreira,São Carlos,Araraquara,Campinas,53966,2025,55,33,6.11,True
354075,3540754,Potim,Guaratinguetá,São José dos Campos,Vale do Paraíba Paulista,20801,2025,0,0,0.0,False
354080,3540804,Potirendaba,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,19097,2025,32,21,11.0,True
354085,3540853,Pracinha,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,2589,2025,0,0,0.0,False
354090,3540903,Pradópolis,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,17299,2025,0,0,0.0,False
354100,3541000,Praia Grande,Santos,São Paulo,Metropolitana de São Paulo,368539,2025,380,218,5.92,True
354105,3541059,Pratânia,Botucatu,Bauru,Bauru,5264,2025,0,0,0.0,False
354110,3541109,Presidente Alves,Bauru,Bauru,Bauru,3830,2025,0,0,0.0,False
354120,3541208,Presidente Bernardes,Presidente Prudente,Presidente Prudente,Presidente Prudente,14803,2025,35,28,18.92,True
354130,3541307,Presidente Epitácio,Presidente Epitácio-Presidente Venceslau,Presidente Prudente,Presidente Prudente,40322,2025,78,68,16.86,True
354140,3541406,Presidente Prudente,Presidente Prudente,Presidente Prudente,Presidente Prudente,234706,2025,1164,752,32.04,True
354150,3541505,Presidente Venceslau,Presidente Epitácio-Presidente Venceslau,Presidente Prudente,Presidente Prudente,35810,2025,102,62,17.31,True
354160,3541604,Promissão,Lins,Bauru,Bauru,35973,2025,64,64,17.79,True
354165,3541653,Quadra,Tatuí,Sorocaba,Itapetininga,3477,2025,0,0,0.0,False
354170,3541703,Quatá,Presidente Prudente,Presidente Prudente,Assis,13412,2025,0,0,0.0,False
354180,3541802,Queiroz,Tupã,Marília,Marília,3366,2025,0,0,0.0,False
354190,3541901,Queluz,Cruzeiro,São José dos Campos,Vale do Paraíba Paulista,9074,2025,19,19,20.94,True
354200,3542008,Quintana,Marília,Marília,Marília,7260,2025,0,0,0.0,False
354210,3542107,Rafard,Piracicaba,Campinas,Piracicaba,9145,2025,0,0,0.0,False
354220,3542206,Rancharia,Presidente Prudente,Presidente Prudente,Presidente Prudente,29387,2025,103,71,24.16,True
354230,3542305,Redenção da Serra,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,4637,2025,0,0,0.0,False
354240,3542404,Regente Feijó,Presidente Prudente,Presidente Prudente,Presidente Prudente,20620,2025,43,34,16.49,True
354250,3542503,Reginópolis,Bauru,Bauru,Bauru,7820,2025,0,0,0.0,False
354260,3542602,Registro,Registro,Sorocaba,Litoral Sul Paulista,61927,2025,229,194,31.33,True
354270,3542701,Restinga,Franca,Ribeirão Preto,Ribeirão Preto,6486,2025,0,0,0.0,False
354280,3542800,Ribeira,Itapeva,Sorocaba,Itapetininga,3158,2025,0,0,0.0,False
354290,3542909,Ribeirão Bonito,São Carlos,Araraquara,Araraquara,11040,2025,21,17,15.4,True
354300,3543006,Ribeirão Branco,Itapeva,Sorocaba,Itapetininga,18942,2025,16,16,8.45,True
354310,3543105,Ribeirão Corrente,Franca,Ribeirão Preto,Ribeirão Preto,4717,2025,0,0,0.0,False
354320,3543204,Ribeirão do Sul,Ourinhos,Marília,Assis,4776,2025,0,0,0.0,False
354323,3543238,Ribeirão dos Índios,Presidente Prudente,Presidente Prudente,Presidente Prudente,2040,2025,0,0,0.0,False
354325,3543253,Ribeirão Grande,Itapeva,Sorocaba,Itapetininga,7571,2025,0,0,0.0,False
354330,3543303,Ribeirão Pires,São Paulo,São Paulo,Metropolitana de São Paulo,118954,2025,143,42,3.53,True
354340,3543402,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,731639,2025,2128,1400,19.14,True
354350,3543501,Riversul,Itapeva,Sorocaba,Itapetininga,5628,2025,0,0,0.0,False
354360,3543600,Rifaina,Franca,Ribeirão Preto,Ribeirão Preto,4179,2025,0,0,0.0,False
354370,3543709,Rincão,Araraquara,Araraquara,Araraquara,9101,2025,0,0,0.0,False
354380,3543808,Rinópolis,Tupã,Marília,Presidente Prudente,9334,2025,24,23,24.64,True
354390,3543907,Rio Claro,Rio Claro,Campinas,Piracicaba,210323,2025,445,246,11.7,True
354400,3544004,Rio das Pedras,Piracicaba,Campinas,Piracicaba,32329,2025,72,64,19.8,True
354410,3544103,Rio Grande da Serra,São Paulo,São Paulo,Metropolitana de São Paulo,45324,2025,0,0,0.0,False
354420,3544202,Riolândia,Votuporanga,São José do Rio Preto,São José do Rio Preto,10444,2025,36,25,23.94,True
354425,3544251,Rosana,Presidente Prudente,Presidente Prudente,Presidente Prudente,17434,2025,70,70,40.15,True
354430,3544301,Roseira,Guaratinguetá,São José dos Campos,Vale do Paraíba Paulista,11137,2025,14,14,12.57,True
354440,3544400,Rubiácea,Araçatuba,Araçatuba,Araçatuba,2740,2025,0,0,0.0,False
354450,3544509,Rubinéia,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,3998,2025,0,0,0.0,False
354460,3544608,Sabino,Lins,Bauru,Bauru,5182,2025,0,0,0.0,False
354470,3544707,Sagres,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,2522,2025,0,0,0.0,False
354480,3544806,Sales,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,6645,2025,0,0,0.0,False
354490,3544905,Sales Oliveira,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto,Ribeirão Preto,11683,2025,21,17,14.55,True
354500,3545001,Salesópolis,São Paulo,São Paulo,Metropolitana de São Paulo,15381,2025,9,9,5.85,True
354510,3545100,Salmourão,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,4883,2025,0,0,0.0,False
354515,3545159,Saltinho,Piracicaba,Campinas,Piracicaba,8407,2025,0,0,0.0,False
354520,3545209,Salto,Sorocaba,Sorocaba,Macro Metropolitana Paulista,141111,2025,116,116,8.22,True
354530,3545308,Salto de Pirapora,Sorocaba,Sorocaba,Macro Metropolitana Paulista,45262,2025,72,47,10.38,True
354540,3545407,Salto Grande,Ourinhos,Marília,Assis,9221,2025,34,22,23.86,True
354550,3545506,Sandovalina,Presidente Prudente,Presidente Prudente,Presidente Prudente,3697,2025,0,0,0.0,False
354560,3545605,Santa Adélia,Catanduva,São José do Rio Preto,São José do Rio Preto,14193,2025,23,19,13.39,True
354570,3545704,Santa Albertina,Jales,São José do Rio Preto,São José do Rio Preto,6566,2025,0,0,0.0,False
354580,3545803,Santa Bárbara d'Oeste,Campinas,Campinas,Campinas,189456,2025,208,123,6.49,True
354600,3546009,Santa Branca,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,14219,2025,0,0,0.0,False
354610,3546108,Santa Clara d'Oeste,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,2694,2025,0,0,0.0,False
354620,3546207,Santa Cruz da Conceição,Araras,Campinas,Piracicaba,4375,2025,0,0,0.0,False
354625,3546256,Santa Cruz da Esperança,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,2168,2025,0,0,0.0,False
354630,3546306,Santa Cruz das Palmeiras,São João da Boa Vista,Campinas,Campinas,29489,2025,34,25,8.48,True
