codigo,codigo_capitulo,capitulo_cid10,internacoes
354870,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,823
354870,Cap 14,XIV. Doenças do aparelho geniturinário,3376
354870,Cap 15,"XV. Gravidez, parto e puerpério",5447
354870,Cap 16,XVI. Afecções originadas no período perinatal,801
354870,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,276
354870,Cap 18,XVIII. Sintomas e achados anormais não classificados,1075
354870,Cap 19,XIX. Lesões e envenenamentos por causas externas,5240
354870,Cap 21,XXI. Contatos com serviços de saúde,1780
354880,Cap 01,I. Doenças infecciosas e parasitárias,734
354880,Cap 02,II. Neoplasias (tumores),815
354880,Cap 03,III. Doenças do sangue e transtornos imunitários,244
354880,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",422
354880,Cap 05,V. Transtornos mentais e comportamentais,295
354880,Cap 06,VI. Doenças do sistema nervoso,292
354880,Cap 07,VII. Doenças do olho e anexos,74
354880,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,41
354880,Cap 09,IX. Doenças do aparelho circulatório,1812
354880,Cap 10,X. Doenças do aparelho respiratório,1672
354880,Cap 11,XI. Doenças do aparelho digestivo,2380
354880,Cap 12,XII. Doenças da pele e do tecido subcutâneo,193
354880,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,160
354880,Cap 14,XIV. Doenças do aparelho geniturinário,1668
354880,Cap 15,"XV. Gravidez, parto e puerpério",753
354880,Cap 16,XVI. Afecções originadas no período perinatal,132
354880,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,43
354880,Cap 18,XVIII. Sintomas e achados anormais não classificados,403
354880,Cap 19,XIX. Lesões e envenenamentos por causas externas,1120
354880,Cap 21,XXI. Contatos com serviços de saúde,554
354890,Cap 01,I. Doenças infecciosas e parasitárias,1211
354890,Cap 02,II. Neoplasias (tumores),2224
354890,Cap 03,III. Doenças do sangue e transtornos imunitários,152
354890,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",336
354890,Cap 05,V. Transtornos mentais e comportamentais,238
354890,Cap 06,VI. Doenças do sistema nervoso,586
354890,Cap 07,VII. Doenças do olho e anexos,27
354890,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,54
354890,Cap 09,IX. Doenças do aparelho circulatório,3151
354890,Cap 10,X. Doenças do aparelho respiratório,2041
354890,Cap 11,XI. Doenças do aparelho digestivo,2303
354890,Cap 12,XII. Doenças da pele e do tecido subcutâneo,356
354890,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,529
354890,Cap 14,XIV. Doenças do aparelho geniturinário,1919
354890,Cap 15,"XV. Gravidez, parto e puerpério",2141
354890,Cap 16,XVI. Afecções originadas no período perinatal,273
354890,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,147
354890,Cap 18,XVIII. Sintomas e achados anormais não classificados,841
354890,Cap 19,XIX. Lesões e envenenamentos por causas externas,2470
354890,Cap 21,XXI. Contatos com serviços de saúde,629
354910,Cap 01,I. Doenças infecciosas e parasitárias,247
354910,Cap 02,II. Neoplasias (tumores),847
354910,Cap 03,III. Doenças do sangue e transtornos imunitários,33
354910,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",111
354910,Cap 05,V. Transtornos mentais e comportamentais,7
354910,Cap 06,VI. Doenças do sistema nervoso,64
354910,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,3
354910,Cap 09,IX. Doenças do aparelho circulatório,866
354910,Cap 10,X. Doenças do aparelho respiratório,504
354910,Cap 11,XI. Doenças do aparelho digestivo,717
354910,Cap 12,XII. Doenças da pele e do tecido subcutâneo,92
354910,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,295
354910,Cap 14,XIV. Doenças do aparelho geniturinário,615
354910,Cap 15,"XV. Gravidez, parto e puerpério",996
354910,Cap 16,XVI. Afecções originadas no período perinatal,30
354910,Cap 18,XVIII. Sintomas e achados anormais não classificados,392
354910,Cap 19,XIX. Lesões e envenenamentos por causas externas,854
354910,Cap 21,XXI. Contatos com serviços de saúde,136
354940,Cap 01,I. Doenças infecciosas e parasitárias,186
354940,Cap 02,II. Neoplasias (tumores),123
354940,Cap 03,III. Doenças do sangue e transtornos imunitários,62
354940,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",130
354940,Cap 05,V. Transtornos mentais e comportamentais,2
354940,Cap 06,VI. Doenças do sistema nervoso,215
354940,Cap 07,VII. Doenças do olho e anexos,1
354940,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,4
354940,Cap 09,IX. Doenças do aparelho circulatório,580
354940,Cap 10,X. Doenças do aparelho respiratório,391
354940,Cap 11,XI. Doenças do aparelho digestivo,443
354940,Cap 12,XII. Doenças da pele e do tecido subcutâneo,45
354940,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,112
354940,Cap 14,XIV. Doenças do aparelho geniturinário,711
354940,Cap 15,"XV. Gravidez, parto e puerpério",451
354940,Cap 16,XVI. Afecções originadas no período perinatal,21
354940,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,4
354940,Cap 18,XVIII. Sintomas e achados anormais não classificados,113
354940,Cap 19,XIX. Lesões e envenenamentos por causas externas,360
354940,Cap 21,XXI. Contatos com serviços de saúde,68
354970,Cap 01,I. Doenças infecciosas e parasitárias,98
354970,Cap 02,II. Neoplasias (tumores),144
354970,Cap 03,III. Doenças do sangue e transtornos imunitários,65
354970,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",89
354970,Cap 05,V. Transtornos mentais e comportamentais,5
354970,Cap 06,VI. Doenças do sistema nervoso,87
354970,Cap 09,IX. Doenças do aparelho circulatório,572
354970,Cap 10,X. Doenças do aparelho respiratório,516
354970,Cap 11,XI. Doenças do aparelho digestivo,709
354970,Cap 12,XII. Doenças da pele e do tecido subcutâneo,37
354970,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,226
354970,Cap 14,XIV. Doenças do aparelho geniturinário,299
354970,Cap 15,"XV. Gravidez, parto e puerpério",722
354970,Cap 16,XVI. Afecções originadas no período perinatal,20
354970,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,2
354970,Cap 18,XVIII. Sintomas e achados anormais não classificados,88
354970,Cap 19,XIX. Lesões e envenenamentos por causas externas,578
354970,Cap 21,XXI. Contatos com serviços de saúde,77
354980,Cap 01,I. Doenças infecciosas e parasitárias,5490
354980,Cap 02,II. Neoplasias (tumores),10795
354980,Cap 03,III. Doenças do sangue e transtornos imunitários,539
354980,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",1997
354980,Cap 05,V. Transtornos mentais e comportamentais,1191
354980,Cap 06,VI. Doenças do sistema nervoso,2309
354980,Cap 07,VII. Doenças do olho e anexos,2394
354980,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,377
354980,Cap 09,IX. Doenças do aparelho circulatório,11548
354980,Cap 10,X. Doenças do aparelho respiratório,8026
354980,Cap 11,XI. Doenças do aparelho digestivo,11411
354980,Cap 12,XII. Doenças da pele e do tecido subcutâneo,2040
354980,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,2298
354980,Cap 14,XIV. Doenças do aparelho geniturinário,10507
354980,Cap 15,"XV. Gravidez, parto e puerpério",7908
354980,Cap 16,XVI. Afecções originadas no período perinatal,1421
354980,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,1482
354980,Cap 18,XVIII. Sintomas e achados anormais não classificados,917
354980,Cap 19,XIX. Lesões e envenenamentos por causas externas,10184
354980,Cap 21,XXI. Contatos com serviços de saúde,3134
354990,Cap 01,I. Doenças infecciosas e parasitárias,2222
354990,Cap 02,II. Neoplasias (tumores),7732
354990,Cap 03,III. Doenças do sangue e transtornos imunitários,509
354990,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",1688
354990,Cap 05,V. Transtornos mentais e comportamentais,1057
354990,Cap 06,VI. Doenças do sistema nervoso,1414
354990,Cap 07,VII. Doenças do olho e anexos,813
354990,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,107
354990,Cap 09,IX. Doenças do aparelho circulatório,9157
354990,Cap 10,X. Doenças do aparelho respiratório,4281
354990,Cap 11,XI. Doenças do aparelho digestivo,8165
354990,Cap 12,XII. Doenças da pele e do tecido subcutâneo,978
354990,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,1649
354990,Cap 14,XIV. Doenças do aparelho geniturinário,4461
354990,Cap 15,"XV. Gravidez, parto e puerpério",6403
354990,Cap 16,XVI. Afecções originadas no período perinatal,805
354990,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,372
354990,Cap 18,XVIII. Sintomas e achados anormais não classificados,1131
354990,Cap 19,XIX. Lesões e envenenamentos por causas externas,5894
354990,Cap 21,XXI. Contatos com serviços de saúde,956
355000,Cap 01,I. Doenças infecciosas e parasitárias,16
355000,Cap 02,II. Neoplasias (tumores),1
355000,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",14
355000,Cap 05,V. Transtornos mentais e comportamentais,3
355000,Cap 06,VI. Doenças do sistema nervoso,2
355000,Cap 09,IX. Doenças do aparelho circulatório,22
355000,Cap 10,X. Doenças do aparelho respiratório,40
355000,Cap 11,XI. Doenças do aparelho digestivo,3
355000,Cap 12,XII. Doenças da pele e do tecido subcutâneo,5
355000,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,1
355000,Cap 14,XIV. Doenças do aparelho geniturinário,29
355000,Cap 18,XVIII. Sintomas e achados anormais não classificados,1
355000,Cap 19,XIX. Lesões e envenenamentos por causas externas,2
355000,Cap 21,XXI. Contatos com serviços de saúde,1
355010,Cap 01,I. Doenças infecciosas e parasitárias,145
355010,Cap 02,II. Neoplasias (tumores),28
355010,Cap 03,III. Doenças do sangue e transtornos imunitários,18
355010,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",86
355010,Cap 05,V. Transtornos mentais e comportamentais,178
355010,Cap 06,VI. Doenças do sistema nervoso,52
355010,Cap 07,VII. Doenças do olho e anexos,2
355010,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,2
355010,Cap 09,IX. Doenças do aparelho circulatório,252
355010,Cap 10,X. Doenças do aparelho respiratório,303
355010,Cap 11,XI. Doenças do aparelho digestivo,196
355010,Cap 12,XII. Doenças da pele e do tecido subcutâneo,19
355010,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,10
355010,Cap 14,XIV. Doenças do aparelho geniturinário,145
355010,Cap 15,"XV. Gravidez, parto e puerpério",7
355010,Cap 16,XVI. Afecções originadas no período perinatal,1
355010,Cap 18,XVIII. Sintomas e achados anormais não classificados,152
355010,Cap 19,XIX. Lesões e envenenamentos por causas externas,48
355010,Cap 21,XXI. Contatos com serviços de saúde,1
355020,Cap 01,I. Doenças infecciosas e parasitárias,36
355020,Cap 02,II. Neoplasias (tumores),97
355020,Cap 03,III. Doenças do sangue e transtornos imunitários,12
355020,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",46
355020,Cap 05,V. Transtornos mentais e comportamentais,70
355020,Cap 06,VI. Doenças do sistema nervoso,13
355020,Cap 07,VII. Doenças do olho e anexos,1
355020,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,2
355020,Cap 09,IX. Doenças do aparelho circulatório,202
355020,Cap 10,X. Doenças do aparelho respiratório,176
355020,Cap 11,XI. Doenças do aparelho digestivo,377
355020,Cap 12,XII. Doenças da pele e do tecido subcutâneo,57
355020,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,15
355020,Cap 14,XIV. Doenças do aparelho geniturinário,112
355020,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,1
355020,Cap 18,XVIII. Sintomas e achados anormais não classificados,20
355020,Cap 19,XIX. Lesões e envenenamentos por causas externas,65
355020,Cap 21,XXI. Contatos com serviços de saúde,78
355030,Cap 01,I. Doenças infecciosas e parasitárias,36134
355030,Cap 02,II. Neoplasias (tumores),78055
355030,Cap 03,III. Doenças do sangue e transtornos imunitários,9573
355030,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",11111
355030,Cap 05,V. Transtornos mentais e comportamentais,17335
355030,Cap 06,VI. Doenças do sistema nervoso,21011
355030,Cap 07,VII. Doenças do olho e anexos,23534
355030,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,1890
355030,Cap 09,IX. Doenças do aparelho circulatório,84028
355030,Cap 10,X. Doenças do aparelho respiratório,61414
355030,Cap 11,XI. Doenças do aparelho digestivo,76655
355030,Cap 12,XII. Doenças da pele e do tecido subcutâneo,17039
355030,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,16539
355030,Cap 14,XIV. Doenças do aparelho geniturinário,64631
355030,Cap 15,"XV. Gravidez, parto e puerpério",91206
355030,Cap 16,XVI. Afecções originadas no período perinatal,16896
355030,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,9978
355030,Cap 18,XVIII. Sintomas e achados anormais não classificados,14359
355030,Cap 19,XIX. Lesões e envenenamentos por causas externas,73806
355030,Cap 21,XXI. Contatos com serviços de saúde,26257
355040,Cap 01,I. Doenças infecciosas e parasitárias,40
355040,Cap 02,II. Neoplasias (tumores),360
355040,Cap 03,III. Doenças do sangue e transtornos imunitários,12
355040,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",32
355040,Cap 05,V. Transtornos mentais e comportamentais,28
355040,Cap 06,VI. Doenças do sistema nervoso,58
355040,Cap 07,VII. Doenças do olho e anexos,182
355040,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,3
355040,Cap 09,IX. Doenças do aparelho circulatório,436
355040,Cap 10,X. Doenças do aparelho respiratório,589
355040,Cap 11,XI. Doenças do aparelho digestivo,497
355040,Cap 12,XII. Doenças da pele e do tecido subcutâneo,46
355040,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,149
355040,Cap 14,XIV. Doenças do aparelho geniturinário,824
355040,Cap 15,"XV. Gravidez, parto e puerpério",413
355040,Cap 16,XVI. Afecções originadas no período perinatal,1
355040,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,12
355040,Cap 18,XVIII. Sintomas e achados anormais não classificados,174
355040,Cap 19,XIX. Lesões e envenenamentos por causas externas,215
355040,Cap 21,XXI. Contatos com serviços de saúde,379
355060,Cap 01,I. Doenças infecciosas e parasitárias,195
355060,Cap 02,II. Neoplasias (tumores),86
355060,Cap 03,III. Doenças do sangue e transtornos imunitários,52
355060,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",144
355060,Cap 05,V. Transtornos mentais e comportamentais,64
355060,Cap 06,VI. Doenças do sistema nervoso,49
355060,Cap 07,VII. Doenças do olho e anexos,1
355060,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,7
355060,Cap 09,IX. Doenças do aparelho circulatório,356
355060,Cap 10,X. Doenças do aparelho respiratório,513
355060,Cap 11,XI. Doenças do aparelho digestivo,877
355060,Cap 12,XII. Doenças da pele e do tecido subcutâneo,143
355060,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,43
355060,Cap 14,XIV. Doenças do aparelho geniturinário,431
355060,Cap 15,"XV. Gravidez, parto e puerpério",1368
355060,Cap 16,XVI. Afecções originadas no período perinatal,182
355060,Cap 18,XVIII. Sintomas e achados anormais não classificados,80
355060,Cap 19,XIX. Lesões e envenenamentos por causas externas,338
355060,Cap 21,XXI. Contatos com serviços de saúde,359
355070,Cap 01,I. Doenças infecciosas e parasitárias,631
355070,Cap 02,II. Neoplasias (tumores),253
355070,Cap 03,III. Doenças do sangue e transtornos imunitários,71
355070,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",129
355070,Cap 05,V. Transtornos mentais e comportamentais,45
355070,Cap 06,VI. Doenças do sistema nervoso,112
355070,Cap 07,VII. Doenças do olho e anexos,27
355070,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,22
355070,Cap 09,IX. Doenças do aparelho circulatório,562
355070,Cap 10,X. Doenças do aparelho respiratório,694
355070,Cap 11,XI. Doenças do aparelho digestivo,641
355070,Cap 12,XII. Doenças da pele e do tecido subcutâneo,129
355070,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,77
355070,Cap 14,XIV. Doenças do aparelho geniturinário,624
355070,Cap 15,"XV. Gravidez, parto e puerpério",1284
355070,Cap 16,XVI. Afecções originadas no período perinatal,113
355070,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,8
355070,Cap 18,XVIII. Sintomas e achados anormais não classificados,191
355070,Cap 19,XIX. Lesões e envenenamentos por causas externas,524
355070,Cap 21,XXI. Contatos com serviços de saúde,242
355080,Cap 01,I. Doenças infecciosas e parasitárias,17
355080,Cap 02,II. Neoplasias (tumores),42
355080,Cap 03,III. Doenças do sangue e transtornos imunitários,16
355080,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",6
355080,Cap 05,V. Transtornos mentais e comportamentais,16
355080,Cap 06,VI. Doenças do sistema nervoso,7
355080,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,1
355080,Cap 09,IX. Doenças do aparelho circulatório,71
355080,Cap 10,X. Doenças do aparelho respiratório,103
355080,Cap 11,XI. Doenças do aparelho digestivo,81
355080,Cap 12,XII. Doenças da pele e do tecido subcutâneo,58
355080,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,3
355080,Cap 14,XIV. Doenças do aparelho geniturinário,77
355080,Cap 15,"XV. Gravidez, parto e puerpério",1
355080,Cap 16,XVI. Afecções originadas no período perinatal,1
355080,Cap 18,XVIII. Sintomas e achados anormais não classificados,13
355080,Cap 19,XIX. Lesões e envenenamentos por causas externas,60
355080,Cap 21,XXI. Contatos com serviços de saúde,6
355090,Cap 01,I. Doenças infecciosas e parasitárias,54
355090,Cap 03,III. Doenças do sangue e transtornos imunitários,6
355090,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",63
355090,Cap 05,V. Transtornos mentais e comportamentais,6
355090,Cap 06,VI. Doenças do sistema nervoso,2
355090,Cap 09,IX. Doenças do aparelho circulatório,32
355090,Cap 10,X. Doenças do aparelho respiratório,56
355090,Cap 11,XI. Doenças do aparelho digestivo,35
355090,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,27
355090,Cap 14,XIV. Doenças do aparelho geniturinário,24
355090,Cap 15,"XV. Gravidez, parto e puerpério",1
355090,Cap 19,XIX. Lesões e envenenamentos por causas externas,4
355100,Cap 01,I. Doenças infecciosas e parasitárias,753
355100,Cap 02,II. Neoplasias (tumores),69
355100,Cap 03,III. Doenças do sangue e transtornos imunitários,90
355100,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",206
355100,Cap 05,V. Transtornos mentais e comportamentais,227
355100,Cap 06,VI. Doenças do sistema nervoso,66
355100,Cap 07,VII. Doenças do olho e anexos,832
355100,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,2
355100,Cap 09,IX. Doenças do aparelho circulatório,1080
355100,Cap 10,X. Doenças do aparelho respiratório,322
355100,Cap 11,XI. Doenças do aparelho digestivo,805
355100,Cap 12,XII. Doenças da pele e do tecido subcutâneo,177
355100,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,51
355100,Cap 14,XIV. Doenças do aparelho geniturinário,606
355100,Cap 15,"XV. Gravidez, parto e puerpério",2320
355100,Cap 16,XVI. Afecções originadas no período perinatal,445
355100,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,45
355100,Cap 18,XVIII. Sintomas e achados anormais não classificados,112
355100,Cap 19,XIX. Lesões e envenenamentos por causas externas,1095
355100,Cap 21,XXI. Contatos com serviços de saúde,265
355150,Cap 01,I. Doenças infecciosas e parasitárias,196
355150,Cap 02,II. Neoplasias (tumores),198
355150,Cap 03,III. Doenças do sangue e transtornos imunitários,35
355150,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",136
355150,Cap 05,V. Transtornos mentais e comportamentais,241
355150,Cap 06,VI. Doenças do sistema nervoso,118
355150,Cap 07,VII. Doenças do olho e anexos,2
355150,Cap 09,IX. Doenças do aparelho circulatório,558
355150,Cap 10,X. Doenças do aparelho respiratório,468
355150,Cap 11,XI. Doenças do aparelho digestivo,905
355150,Cap 12,XII. Doenças da pele e do tecido subcutâneo,73
355150,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,115
355150,Cap 14,XIV. Doenças do aparelho geniturinário,196
355150,Cap 15,"XV. Gravidez, parto e puerpério",23
355150,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,10
355150,Cap 18,XVIII. Sintomas e achados anormais não classificados,19
355150,Cap 19,XIX. Lesões e envenenamentos por causas externas,196
355150,Cap 21,XXI. Contatos com serviços de saúde,4
355160,Cap 01,I. Doenças infecciosas e parasitárias,49
355160,Cap 02,II. Neoplasias (tumores),143
355160,Cap 03,III. Doenças do sangue e transtornos imunitários,30
355160,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",42
355160,Cap 05,V. Transtornos mentais e comportamentais,54
355160,Cap 06,VI. Doenças do sistema nervoso,66
355160,Cap 07,VII. Doenças do olho e anexos,20
355160,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,2
355160,Cap 09,IX. Doenças do aparelho circulatório,550
355160,Cap 10,X. Doenças do aparelho respiratório,208
355160,Cap 11,XI. Doenças do aparelho digestivo,420
355160,Cap 12,XII. Doenças da pele e do tecido subcutâneo,25
355160,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,137
355160,Cap 14,XIV. Doenças do aparelho geniturinário,325
355160,Cap 15,"XV. Gravidez, parto e puerpério",220
355160,Cap 16,XVI. Afecções originadas no período perinatal,17
355160,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,3
355160,Cap 18,XVIII. Sintomas e achados anormais não classificados,77
355160,Cap 19,XIX. Lesões e envenenamentos por causas externas,175
355160,Cap 21,XXI. Contatos com serviços de saúde,72
355170,Cap 01,I. Doenças infecciosas e parasitárias,153
355170,Cap 02,II. Neoplasias (tumores),147
355170,Cap 03,III. Doenças do sangue e transtornos imunitários,56
355170,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",133
355170,Cap 05,V. Transtornos mentais e comportamentais,4
355170,Cap 06,VI. Doenças do sistema nervoso,127
355170,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,6
355170,Cap 09,IX. Doenças do aparelho circulatório,634
355170,Cap 10,X. Doenças do aparelho respiratório,490
355170,Cap 11,XI. Doenças do aparelho digestivo,851
355170,Cap 12,XII. Doenças da pele e do tecido subcutâneo,108
355170,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,435
355170,Cap 14,XIV. Doenças do aparelho geniturinário,547
355170,Cap 15,"XV. Gravidez, parto e puerpério",987
355170,Cap 16,XVI. Afecções originadas no período perinatal,168
355170,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,34
355170,Cap 18,XVIII. Sintomas e achados anormais não classificados,195
355170,Cap 19,XIX. Lesões e envenenamentos por causas externas,1624
355170,Cap 21,XXI. Contatos com serviços de saúde,212
355200,Cap 02,II. Neoplasias (tumores),1
355200,Cap 05,V. Transtornos mentais e comportamentais,6
355200,Cap 10,X. Doenças do aparelho respiratório,11
355200,Cap 12,XII. Doenças da pele e do tecido subcutâneo,1
355200,Cap 14,XIV. Doenças do aparelho geniturinário,6
355200,Cap 18,XVIII. Sintomas e achados anormais não classificados,1
355210,Cap 01,I. Doenças infecciosas e parasitárias,101
355210,Cap 02,II. Neoplasias (tumores),748
355210,Cap 03,III. Doenças do sangue e transtornos imunitários,46
355210,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",51
355210,Cap 05,V. Transtornos mentais e comportamentais,21
355210,Cap 06,VI. Doenças do sistema nervoso,40
355210,Cap 07,VII. Doenças do olho e anexos,130
355210,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,6
355210,Cap 09,IX. Doenças do aparelho circulatório,454
355210,Cap 10,X. Doenças do aparelho respiratório,342
355210,Cap 11,XI. Doenças do aparelho digestivo,419
355210,Cap 12,XII. Doenças da pele e do tecido subcutâneo,71
355210,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,48
355210,Cap 14,XIV. Doenças do aparelho geniturinário,294
355210,Cap 15,"XV. Gravidez, parto e puerpério",253
355210,Cap 16,XVI. Afecções originadas no período perinatal,34
355210,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,2
355210,Cap 18,XVIII. Sintomas e achados anormais não classificados,132
355210,Cap 19,XIX. Lesões e envenenamentos por causas externas,294
355210,Cap 21,XXI. Contatos com serviços de saúde,111
355220,Cap 01,I. Doenças infecciosas e parasitárias,1314
355220,Cap 02,II. Neoplasias (tumores),6134
355220,Cap 03,III. Doenças do sangue e transtornos imunitários,680
355220,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",865
355220,Cap 05,V. Transtornos mentais e comportamentais,647
355220,Cap 06,VI. Doenças do sistema nervoso,927
355220,Cap 07,VII. Doenças do olho e anexos,1327
355220,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,152
355220,Cap 09,IX. Doenças do aparelho circulatório,8727
355220,Cap 10,X. Doenças do aparelho respiratório,5185
355220,Cap 11,XI. Doenças do aparelho digestivo,7955
355220,Cap 12,XII. Doenças da pele e do tecido subcutâneo,1475
355220,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,1239
355220,Cap 14,XIV. Doenças do aparelho geniturinário,6021
355220,Cap 15,"XV. Gravidez, parto e puerpério",7807
355220,Cap 16,XVI. Afecções originadas no período perinatal,1455
355220,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,569
355220,Cap 18,XVIII. Sintomas e achados anormais não classificados,969
355220,Cap 19,XIX. Lesões e envenenamentos por causas externas,7840
355220,Cap 21,XXI. Contatos com serviços de saúde,969
355230,Cap 01,I. Doenças infecciosas e parasitárias,12
355230,Cap 02,II. Neoplasias (tumores),2
355230,Cap 03,III. Doenças do sangue e transtornos imunitários,11
355230,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",12
355230,Cap 06,VI. Doenças do sistema nervoso,1
355230,Cap 09,IX. Doenças do aparelho circulatório,4
355230,Cap 10,X. Doenças do aparelho respiratório,56
355230,Cap 11,XI. Doenças do aparelho digestivo,10
355230,Cap 12,XII. Doenças da pele e do tecido subcutâneo,4
355230,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,2
355230,Cap 14,XIV. Doenças do aparelho geniturinário,42
355230,Cap 15,"XV. Gravidez, parto e puerpério",34
355230,Cap 18,XVIII. Sintomas e achados anormais não classificados,2
355230,Cap 19,XIX. Lesões e envenenamentos por causas externas,1
355230,Cap 21,XXI. Contatos com serviços de saúde,1
355240,Cap 01,I. Doenças infecciosas e parasitárias,240
355240,Cap 02,II. Neoplasias (tumores),538
355240,Cap 03,III. Doenças do sangue e transtornos imunitários,70
355240,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",145
355240,Cap 05,V. Transtornos mentais e comportamentais,17
355240,Cap 06,VI. Doenças do sistema nervoso,292
355240,Cap 07,VII. Doenças do olho e anexos,1
355240,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,14
355240,Cap 09,IX. Doenças do aparelho circulatório,791
355240,Cap 10,X. Doenças do aparelho respiratório,965
355240,Cap 11,XI. Doenças do aparelho digestivo,2404
355240,Cap 12,XII. Doenças da pele e do tecido subcutâneo,216
355240,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,279
355240,Cap 14,XIV. Doenças do aparelho geniturinário,859
355240,Cap 15,"XV. Gravidez, parto e puerpério",2509
355240,Cap 16,XVI. Afecções originadas no período perinatal,548
355240,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,113
