codigo,codigo_capitulo,capitulo_cid10,internacoes
350930,Cap 09,IX. Doenças do aparelho circulatório,9
350930,Cap 10,X. Doenças do aparelho respiratório,113
350930,Cap 11,XI. Doenças do aparelho digestivo,38
350930,Cap 12,XII. Doenças da pele e do tecido subcutâneo,1
350930,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,1
350930,Cap 14,XIV. Doenças do aparelho geniturinário,100
350930,Cap 15,"XV. Gravidez, parto e puerpério",37
350930,Cap 18,XVIII. Sintomas e achados anormais não classificados,1
350930,Cap 19,XIX. Lesões e envenenamentos por causas externas,3
350930,Cap 21,XXI. Contatos com serviços de saúde,6
350940,Cap 01,I. Doenças infecciosas e parasitárias,123
350940,Cap 02,II. Neoplasias (tumores),89
350940,Cap 03,III. Doenças do sangue e transtornos imunitários,15
350940,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",159
350940,Cap 05,V. Transtornos mentais e comportamentais,180
350940,Cap 06,VI. Doenças do sistema nervoso,32
350940,Cap 07,VII. Doenças do olho e anexos,2
350940,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,8
350940,Cap 09,IX. Doenças do aparelho circulatório,324
350940,Cap 10,X. Doenças do aparelho respiratório,481
350940,Cap 11,XI. Doenças do aparelho digestivo,485
350940,Cap 12,XII. Doenças da pele e do tecido subcutâneo,314
350940,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,70
350940,Cap 14,XIV. Doenças do aparelho geniturinário,309
350940,Cap 15,"XV. Gravidez, parto e puerpério",276
350940,Cap 16,XVI. Afecções originadas no período perinatal,13
350940,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,3
350940,Cap 18,XVIII. Sintomas e achados anormais não classificados,110
350940,Cap 19,XIX. Lesões e envenenamentos por causas externas,230
350940,Cap 21,XXI. Contatos com serviços de saúde,48
350950,Cap 01,I. Doenças infecciosas e parasitárias,5264
350950,Cap 02,II. Neoplasias (tumores),9533
350950,Cap 03,III. Doenças do sangue e transtornos imunitários,949
350950,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",1394
350950,Cap 05,V. Transtornos mentais e comportamentais,1404
350950,Cap 06,VI. Doenças do sistema nervoso,1769
350950,Cap 07,VII. Doenças do olho e anexos,3046
350950,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,417
350950,Cap 09,IX. Doenças do aparelho circulatório,10237
350950,Cap 10,X. Doenças do aparelho respiratório,7902
350950,Cap 11,XI. Doenças do aparelho digestivo,7879
350950,Cap 12,XII. Doenças da pele e do tecido subcutâneo,1415
350950,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,1657
350950,Cap 14,XIV. Doenças do aparelho geniturinário,6961
350950,Cap 15,"XV. Gravidez, parto e puerpério",9526
350950,Cap 16,XVI. Afecções originadas no período perinatal,2035
350950,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,1775
350950,Cap 18,XVIII. Sintomas e achados anormais não classificados,3518
350950,Cap 19,XIX. Lesões e envenenamentos por causas externas,7118
350950,Cap 21,XXI. Contatos com serviços de saúde,3685
350960,Cap 01,I. Doenças infecciosas e parasitárias,222
350960,Cap 02,II. Neoplasias (tumores),42
350960,Cap 03,III. Doenças do sangue e transtornos imunitários,46
350960,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",108
350960,Cap 05,V. Transtornos mentais e comportamentais,3
350960,Cap 06,VI. Doenças do sistema nervoso,76
350960,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,5
350960,Cap 09,IX. Doenças do aparelho circulatório,434
350960,Cap 10,X. Doenças do aparelho respiratório,550
350960,Cap 11,XI. Doenças do aparelho digestivo,238
350960,Cap 12,XII. Doenças da pele e do tecido subcutâneo,61
350960,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,26
350960,Cap 14,XIV. Doenças do aparelho geniturinário,336
350960,Cap 15,"XV. Gravidez, parto e puerpério",1044
350960,Cap 16,XVI. Afecções originadas no período perinatal,41
350960,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,7
350960,Cap 18,XVIII. Sintomas e achados anormais não classificados,12
350960,Cap 19,XIX. Lesões e envenenamentos por causas externas,438
350960,Cap 21,XXI. Contatos com serviços de saúde,319
350970,Cap 01,I. Doenças infecciosas e parasitárias,407
350970,Cap 02,II. Neoplasias (tumores),33
350970,Cap 03,III. Doenças do sangue e transtornos imunitários,8
350970,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",54
350970,Cap 05,V. Transtornos mentais e comportamentais,39
350970,Cap 06,VI. Doenças do sistema nervoso,55
350970,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,1
350970,Cap 09,IX. Doenças do aparelho circulatório,241
350970,Cap 10,X. Doenças do aparelho respiratório,352
350970,Cap 11,XI. Doenças do aparelho digestivo,235
350970,Cap 12,XII. Doenças da pele e do tecido subcutâneo,46
350970,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,28
350970,Cap 14,XIV. Doenças do aparelho geniturinário,341
350970,Cap 15,"XV. Gravidez, parto e puerpério",659
350970,Cap 16,XVI. Afecções originadas no período perinatal,94
350970,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,19
350970,Cap 18,XVIII. Sintomas e achados anormais não classificados,38
350970,Cap 19,XIX. Lesões e envenenamentos por causas externas,11
350970,Cap 21,XXI. Contatos com serviços de saúde,140
351000,Cap 01,I. Doenças infecciosas e parasitárias,13
351000,Cap 02,II. Neoplasias (tumores),80
351000,Cap 03,III. Doenças do sangue e transtornos imunitários,41
351000,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",47
351000,Cap 05,V. Transtornos mentais e comportamentais,1
351000,Cap 06,VI. Doenças do sistema nervoso,30
351000,Cap 09,IX. Doenças do aparelho circulatório,489
351000,Cap 10,X. Doenças do aparelho respiratório,306
351000,Cap 11,XI. Doenças do aparelho digestivo,542
351000,Cap 12,XII. Doenças da pele e do tecido subcutâneo,170
351000,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,35
351000,Cap 14,XIV. Doenças do aparelho geniturinário,276
351000,Cap 15,"XV. Gravidez, parto e puerpério",146
351000,Cap 16,XVI. Afecções originadas no período perinatal,8
351000,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,6
351000,Cap 18,XVIII. Sintomas e achados anormais não classificados,33
351000,Cap 19,XIX. Lesões e envenenamentos por causas externas,130
351000,Cap 21,XXI. Contatos com serviços de saúde,131
351020,Cap 01,I. Doenças infecciosas e parasitárias,104
351020,Cap 02,II. Neoplasias (tumores),33
351020,Cap 03,III. Doenças do sangue e transtornos imunitários,53
351020,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",96
351020,Cap 05,V. Transtornos mentais e comportamentais,40
351020,Cap 06,VI. Doenças do sistema nervoso,16
351020,Cap 07,VII. Doenças do olho e anexos,124
351020,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,3
351020,Cap 09,IX. Doenças do aparelho circulatório,337
351020,Cap 10,X. Doenças do aparelho respiratório,425
351020,Cap 11,XI. Doenças do aparelho digestivo,365
351020,Cap 12,XII. Doenças da pele e do tecido subcutâneo,24
351020,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,30
351020,Cap 14,XIV. Doenças do aparelho geniturinário,277
351020,Cap 15,"XV. Gravidez, parto e puerpério",621
351020,Cap 16,XVI. Afecções originadas no período perinatal,46
351020,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,5
351020,Cap 18,XVIII. Sintomas e achados anormais não classificados,66
351020,Cap 19,XIX. Lesões e envenenamentos por causas externas,155
351020,Cap 21,XXI. Contatos com serviços de saúde,102
351040,Cap 01,I. Doenças infecciosas e parasitárias,102
351040,Cap 02,II. Neoplasias (tumores),93
351040,Cap 03,III. Doenças do sangue e transtornos imunitários,17
351040,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",86
351040,Cap 05,V. Transtornos mentais e comportamentais,70
351040,Cap 06,VI. Doenças do sistema nervoso,36
351040,Cap 07,VII. Doenças do olho e anexos,7
351040,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,6
351040,Cap 09,IX. Doenças do aparelho circulatório,333
351040,Cap 10,X. Doenças do aparelho respiratório,320
351040,Cap 11,XI. Doenças do aparelho digestivo,264
351040,Cap 12,XII. Doenças da pele e do tecido subcutâneo,124
351040,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,28
351040,Cap 14,XIV. Doenças do aparelho geniturinário,189
351040,Cap 15,"XV. Gravidez, parto e puerpério",520
351040,Cap 16,XVI. Afecções originadas no período perinatal,24
351040,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,5
351040,Cap 18,XVIII. Sintomas e achados anormais não classificados,61
351040,Cap 19,XIX. Lesões e envenenamentos por causas externas,345
351040,Cap 21,XXI. Contatos com serviços de saúde,93
351050,Cap 01,I. Doenças infecciosas e parasitárias,429
351050,Cap 02,II. Neoplasias (tumores),3513
351050,Cap 03,III. Doenças do sangue e transtornos imunitários,111
351050,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",171
351050,Cap 05,V. Transtornos mentais e comportamentais,161
351050,Cap 06,VI. Doenças do sistema nervoso,294
351050,Cap 07,VII. Doenças do olho e anexos,1314
351050,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,16
351050,Cap 09,IX. Doenças do aparelho circulatório,2316
351050,Cap 10,X. Doenças do aparelho respiratório,1372
351050,Cap 11,XI. Doenças do aparelho digestivo,3913
351050,Cap 12,XII. Doenças da pele e do tecido subcutâneo,2178
351050,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,549
351050,Cap 14,XIV. Doenças do aparelho geniturinário,2333
351050,Cap 15,"XV. Gravidez, parto e puerpério",1833
351050,Cap 16,XVI. Afecções originadas no período perinatal,350
351050,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,225
351050,Cap 18,XVIII. Sintomas e achados anormais não classificados,211
351050,Cap 19,XIX. Lesões e envenenamentos por causas externas,2037
351050,Cap 21,XXI. Contatos com serviços de saúde,322
351060,Cap 01,I. Doenças infecciosas e parasitárias,524
351060,Cap 02,II. Neoplasias (tumores),451
351060,Cap 03,III. Doenças do sangue e transtornos imunitários,116
351060,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",306
351060,Cap 05,V. Transtornos mentais e comportamentais,273
351060,Cap 06,VI. Doenças do sistema nervoso,248
351060,Cap 07,VII. Doenças do olho e anexos,11
351060,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,13
351060,Cap 09,IX. Doenças do aparelho circulatório,1597
351060,Cap 10,X. Doenças do aparelho respiratório,1175
351060,Cap 11,XI. Doenças do aparelho digestivo,2368
351060,Cap 12,XII. Doenças da pele e do tecido subcutâneo,1420
351060,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,555
351060,Cap 14,XIV. Doenças do aparelho geniturinário,764
351060,Cap 15,"XV. Gravidez, parto e puerpério",3579
351060,Cap 16,XVI. Afecções originadas no período perinatal,734
351060,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,160
351060,Cap 18,XVIII. Sintomas e achados anormais não classificados,236
351060,Cap 19,XIX. Lesões e envenenamentos por causas externas,1980
351060,Cap 21,XXI. Contatos com serviços de saúde,533
351070,Cap 01,I. Doenças infecciosas e parasitárias,16
351070,Cap 02,II. Neoplasias (tumores),6
351070,Cap 03,III. Doenças do sangue e transtornos imunitários,13
351070,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",32
351070,Cap 09,IX. Doenças do aparelho circulatório,16
351070,Cap 10,X. Doenças do aparelho respiratório,105
351070,Cap 11,XI. Doenças do aparelho digestivo,72
351070,Cap 12,XII. Doenças da pele e do tecido subcutâneo,14
351070,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,3
351070,Cap 14,XIV. Doenças do aparelho geniturinário,136
351070,Cap 18,XVIII. Sintomas e achados anormais não classificados,3
351070,Cap 19,XIX. Lesões e envenenamentos por causas externas,1
351080,Cap 01,I. Doenças infecciosas e parasitárias,80
351080,Cap 02,II. Neoplasias (tumores),37
351080,Cap 03,III. Doenças do sangue e transtornos imunitários,21
351080,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",84
351080,Cap 05,V. Transtornos mentais e comportamentais,585
351080,Cap 06,VI. Doenças do sistema nervoso,13
351080,Cap 07,VII. Doenças do olho e anexos,1
351080,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,1
351080,Cap 09,IX. Doenças do aparelho circulatório,275
351080,Cap 10,X. Doenças do aparelho respiratório,211
351080,Cap 11,XI. Doenças do aparelho digestivo,198
351080,Cap 12,XII. Doenças da pele e do tecido subcutâneo,66
351080,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,99
351080,Cap 14,XIV. Doenças do aparelho geniturinário,221
351080,Cap 16,XVI. Afecções originadas no período perinatal,3
351080,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,5
351080,Cap 18,XVIII. Sintomas e achados anormais não classificados,20
351080,Cap 19,XIX. Lesões e envenenamentos por causas externas,278
351080,Cap 21,XXI. Contatos com serviços de saúde,64
351100,Cap 01,I. Doenças infecciosas e parasitárias,23
351100,Cap 02,II. Neoplasias (tumores),26
351100,Cap 03,III. Doenças do sangue e transtornos imunitários,1
351100,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",25
351100,Cap 05,V. Transtornos mentais e comportamentais,58
351100,Cap 06,VI. Doenças do sistema nervoso,16
351100,Cap 09,IX. Doenças do aparelho circulatório,416
351100,Cap 10,X. Doenças do aparelho respiratório,84
351100,Cap 11,XI. Doenças do aparelho digestivo,143
351100,Cap 12,XII. Doenças da pele e do tecido subcutâneo,16
351100,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,2
351100,Cap 14,XIV. Doenças do aparelho geniturinário,68
351100,Cap 18,XVIII. Sintomas e achados anormais não classificados,56
351100,Cap 19,XIX. Lesões e envenenamentos por causas externas,12
351110,Cap 01,I. Doenças infecciosas e parasitárias,539
351110,Cap 02,II. Neoplasias (tumores),1827
351110,Cap 03,III. Doenças do sangue e transtornos imunitários,103
351110,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",299
351110,Cap 05,V. Transtornos mentais e comportamentais,1325
351110,Cap 06,VI. Doenças do sistema nervoso,311
351110,Cap 07,VII. Doenças do olho e anexos,356
351110,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,14
351110,Cap 09,IX. Doenças do aparelho circulatório,2472
351110,Cap 10,X. Doenças do aparelho respiratório,1894
351110,Cap 11,XI. Doenças do aparelho digestivo,1510
351110,Cap 12,XII. Doenças da pele e do tecido subcutâneo,340
351110,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,524
351110,Cap 14,XIV. Doenças do aparelho geniturinário,1769
351110,Cap 15,"XV. Gravidez, parto e puerpério",1843
351110,Cap 16,XVI. Afecções originadas no período perinatal,489
351110,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,119
351110,Cap 18,XVIII. Sintomas e achados anormais não classificados,233
351110,Cap 19,XIX. Lesões e envenenamentos por causas externas,2808
351110,Cap 21,XXI. Contatos com serviços de saúde,222
351140,Cap 01,I. Doenças infecciosas e parasitárias,37
351140,Cap 02,II. Neoplasias (tumores),86
351140,Cap 03,III. Doenças do sangue e transtornos imunitários,31
351140,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",63
351140,Cap 05,V. Transtornos mentais e comportamentais,83
351140,Cap 06,VI. Doenças do sistema nervoso,34
351140,Cap 07,VII. Doenças do olho e anexos,120
351140,Cap 09,IX. Doenças do aparelho circulatório,95
351140,Cap 10,X. Doenças do aparelho respiratório,183
351140,Cap 11,XI. Doenças do aparelho digestivo,180
351140,Cap 12,XII. Doenças da pele e do tecido subcutâneo,52
351140,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,15
351140,Cap 14,XIV. Doenças do aparelho geniturinário,152
351140,Cap 15,"XV. Gravidez, parto e puerpério",259
351140,Cap 16,XVI. Afecções originadas no período perinatal,37
351140,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,1
351140,Cap 18,XVIII. Sintomas e achados anormais não classificados,10
351140,Cap 19,XIX. Lesões e envenenamentos por causas externas,107
351140,Cap 21,XXI. Contatos com serviços de saúde,49
351150,Cap 01,I. Doenças infecciosas e parasitárias,47
351150,Cap 02,II. Neoplasias (tumores),20
351150,Cap 03,III. Doenças do sangue e transtornos imunitários,10
351150,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",52
351150,Cap 05,V. Transtornos mentais e comportamentais,54
351150,Cap 06,VI. Doenças do sistema nervoso,16
351150,Cap 09,IX. Doenças do aparelho circulatório,198
351150,Cap 10,X. Doenças do aparelho respiratório,180
351150,Cap 11,XI. Doenças do aparelho digestivo,72
351150,Cap 12,XII. Doenças da pele e do tecido subcutâneo,33
351150,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,5
351150,Cap 14,XIV. Doenças do aparelho geniturinário,137
351150,Cap 16,XVI. Afecções originadas no período perinatal,1
351150,Cap 18,XVIII. Sintomas e achados anormais não classificados,15
351150,Cap 19,XIX. Lesões e envenenamentos por causas externas,154
351150,Cap 21,XXI. Contatos com serviços de saúde,10
351160,Cap 01,I. Doenças infecciosas e parasitárias,30
351160,Cap 02,II. Neoplasias (tumores),17
351160,Cap 03,III. Doenças do sangue e transtornos imunitários,16
351160,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",33
351160,Cap 05,V. Transtornos mentais e comportamentais,1
351160,Cap 06,VI. Doenças do sistema nervoso,5
351160,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,1
351160,Cap 09,IX. Doenças do aparelho circulatório,99
351160,Cap 10,X. Doenças do aparelho respiratório,60
351160,Cap 11,XI. Doenças do aparelho digestivo,178
351160,Cap 12,XII. Doenças da pele e do tecido subcutâneo,7
351160,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,3
351160,Cap 14,XIV. Doenças do aparelho geniturinário,63
351160,Cap 15,"XV. Gravidez, parto e puerpério",2
351160,Cap 16,XVI. Afecções originadas no período perinatal,2
351160,Cap 18,XVIII. Sintomas e achados anormais não classificados,5
351160,Cap 19,XIX. Lesões e envenenamentos por causas externas,19
351160,Cap 21,XXI. Contatos com serviços de saúde,10
351170,Cap 01,I. Doenças infecciosas e parasitárias,17
351170,Cap 02,II. Neoplasias (tumores),3
351170,Cap 03,III. Doenças do sangue e transtornos imunitários,2
351170,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",8
351170,Cap 05,V. Transtornos mentais e comportamentais,2
351170,Cap 06,VI. Doenças do sistema nervoso,4
351170,Cap 09,IX. Doenças do aparelho circulatório,36
351170,Cap 10,X. Doenças do aparelho respiratório,60
351170,Cap 11,XI. Doenças do aparelho digestivo,10
351170,Cap 12,XII. Doenças da pele e do tecido subcutâneo,10
351170,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,5
351170,Cap 14,XIV. Doenças do aparelho geniturinário,51
351170,Cap 18,XVIII. Sintomas e achados anormais não classificados,103
351170,Cap 21,XXI. Contatos com serviços de saúde,1
351190,Cap 01,I. Doenças infecciosas e parasitárias,18
351190,Cap 02,II. Neoplasias (tumores),5
351190,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",9
351190,Cap 06,VI. Doenças do sistema nervoso,11
351190,Cap 09,IX. Doenças do aparelho circulatório,18
351190,Cap 10,X. Doenças do aparelho respiratório,67
351190,Cap 11,XI. Doenças do aparelho digestivo,17
351190,Cap 12,XII. Doenças da pele e do tecido subcutâneo,8
351190,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,3
351190,Cap 14,XIV. Doenças do aparelho geniturinário,36
351190,Cap 18,XVIII. Sintomas e achados anormais não classificados,4
351190,Cap 19,XIX. Lesões e envenenamentos por causas externas,8
351190,Cap 21,XXI. Contatos com serviços de saúde,33
351200,Cap 01,I. Doenças infecciosas e parasitárias,73
351200,Cap 02,II. Neoplasias (tumores),21
351200,Cap 03,III. Doenças do sangue e transtornos imunitários,20
351200,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",28
351200,Cap 05,V. Transtornos mentais e comportamentais,16
351200,Cap 06,VI. Doenças do sistema nervoso,56
351200,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,1
351200,Cap 09,IX. Doenças do aparelho circulatório,113
351200,Cap 10,X. Doenças do aparelho respiratório,119
351200,Cap 11,XI. Doenças do aparelho digestivo,108
351200,Cap 12,XII. Doenças da pele e do tecido subcutâneo,20
351200,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,25
351200,Cap 14,XIV. Doenças do aparelho geniturinário,166
351200,Cap 15,"XV. Gravidez, parto e puerpério",127
351200,Cap 16,XVI. Afecções originadas no período perinatal,1
351200,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,1
351200,Cap 18,XVIII. Sintomas e achados anormais não classificados,42
351200,Cap 19,XIX. Lesões e envenenamentos por causas externas,135
351200,Cap 21,XXI. Contatos com serviços de saúde,13
351210,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",1
351210,Cap 09,IX. Doenças do aparelho circulatório,1
351210,Cap 12,XII. Doenças da pele e do tecido subcutâneo,3
351210,Cap 18,XVIII. Sintomas e achados anormais não classificados,17
351220,Cap 01,I. Doenças infecciosas e parasitárias,130
351220,Cap 02,II. Neoplasias (tumores),174
351220,Cap 03,III. Doenças do sangue e transtornos imunitários,27
351220,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",62
351220,Cap 05,V. Transtornos mentais e comportamentais,21
351220,Cap 06,VI. Doenças do sistema nervoso,28
351220,Cap 07,VII. Doenças do olho e anexos,421
351220,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,3
351220,Cap 09,IX. Doenças do aparelho circulatório,268
351220,Cap 10,X. Doenças do aparelho respiratório,225
351220,Cap 11,XI. Doenças do aparelho digestivo,240
351220,Cap 12,XII. Doenças da pele e do tecido subcutâneo,138
351220,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,44
351220,Cap 14,XIV. Doenças do aparelho geniturinário,185
351220,Cap 15,"XV. Gravidez, parto e puerpério",352
351220,Cap 16,XVI. Afecções originadas no período perinatal,74
351220,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,7
351220,Cap 18,XVIII. Sintomas e achados anormais não classificados,53
351220,Cap 19,XIX. Lesões e envenenamentos por causas externas,152
351220,Cap 21,XXI. Contatos com serviços de saúde,24
351230,Cap 01,I. Doenças infecciosas e parasitárias,29
351230,Cap 02,II. Neoplasias (tumores),14
351230,Cap 03,III. Doenças do sangue e transtornos imunitários,11
351230,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",11
351230,Cap 05,V. Transtornos mentais e comportamentais,15
351230,Cap 09,IX. Doenças do aparelho circulatório,21
351230,Cap 10,X. Doenças do aparelho respiratório,105
351230,Cap 11,XI. Doenças do aparelho digestivo,13
351230,Cap 12,XII. Doenças da pele e do tecido subcutâneo,12
351230,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,4
351230,Cap 14,XIV. Doenças do aparelho geniturinário,61
351230,Cap 18,XVIII. Sintomas e achados anormais não classificados,2
351230,Cap 19,XIX. Lesões e envenenamentos por causas externas,1
351280,Cap 01,I. Doenças infecciosas e parasitárias,92
351280,Cap 02,II. Neoplasias (tumores),31
351280,Cap 03,III. Doenças do sangue e transtornos imunitários,12
351280,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",104
351280,Cap 05,V. Transtornos mentais e comportamentais,15
351280,Cap 06,VI. Doenças do sistema nervoso,41
351280,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,2
351280,Cap 09,IX. Doenças do aparelho circulatório,203
351280,Cap 10,X. Doenças do aparelho respiratório,203
351280,Cap 11,XI. Doenças do aparelho digestivo,175
351280,Cap 12,XII. Doenças da pele e do tecido subcutâneo,44
351280,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,31
351280,Cap 14,XIV. Doenças do aparelho geniturinário,174
351280,Cap 15,"XV. Gravidez, parto e puerpério",240
351280,Cap 16,XVI. Afecções originadas no período perinatal,5
351280,Cap 18,XVIII. Sintomas e achados anormais não classificados,27
351280,Cap 19,XIX. Lesões e envenenamentos por causas externas,305
351280,Cap 21,XXI. Contatos com serviços de saúde,60
351300,Cap 01,I. Doenças infecciosas e parasitárias,423
351300,Cap 02,II. Neoplasias (tumores),71
351300,Cap 03,III. Doenças do sangue e transtornos imunitários,115
351300,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",300
351300,Cap 05,V. Transtornos mentais e comportamentais,207
351300,Cap 06,VI. Doenças do sistema nervoso,83
351300,Cap 07,VII. Doenças do olho e anexos,1014
351300,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,14
351300,Cap 09,IX. Doenças do aparelho circulatório,892
351300,Cap 10,X. Doenças do aparelho respiratório,920
351300,Cap 11,XI. Doenças do aparelho digestivo,1485
351300,Cap 12,XII. Doenças da pele e do tecido subcutâneo,365
351300,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,111
351300,Cap 14,XIV. Doenças do aparelho geniturinário,582
351300,Cap 15,"XV. Gravidez, parto e puerpério",3487
351300,Cap 16,XVI. Afecções originadas no período perinatal,405
351300,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,84
351300,Cap 18,XVIII. Sintomas e achados anormais não classificados,438
351300,Cap 19,XIX. Lesões e envenenamentos por causas externas,2012
351300,Cap 21,XXI. Contatos com serviços de saúde,484
351310,Cap 01,I. Doenças infecciosas e parasitárias,2
351310,Cap 02,II. Neoplasias (tumores),1
351310,Cap 03,III. Doenças do sangue e transtornos imunitários,9
351310,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",5
351310,Cap 06,VI. Doenças do sistema nervoso,2
351310,Cap 09,IX. Doenças do aparelho circulatório,32
351310,Cap 10,X. Doenças do aparelho respiratório,53
351310,Cap 11,XI. Doenças do aparelho digestivo,11
351310,Cap 12,XII. Doenças da pele e do tecido subcutâneo,18
351310,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,2
351310,Cap 14,XIV. Doenças do aparelho geniturinário,29
351310,Cap 18,XVIII. Sintomas e achados anormais não classificados,7
351310,Cap 19,XIX. Lesões e envenenamentos por causas externas,33
351340,Cap 01,I. Doenças infecciosas e parasitárias,537
351340,Cap 02,II. Neoplasias (tumores),153
351340,Cap 03,III. Doenças do sangue e transtornos imunitários,50
351340,Cap 04,"IV. Doenças endócrinas, nutricionais e metabólicas",102
351340,Cap 05,V. Transtornos mentais e comportamentais,208
351340,Cap 06,VI. Doenças do sistema nervoso,83
351340,Cap 07,VII. Doenças do olho e anexos,176
351340,Cap 08,VIII. Doenças do ouvido e da apófise mastóide,15
351340,Cap 09,IX. Doenças do aparelho circulatório,752
351340,Cap 10,X. Doenças do aparelho respiratório,754
351340,Cap 11,XI. Doenças do aparelho digestivo,821
351340,Cap 12,XII. Doenças da pele e do tecido subcutâneo,299
351340,Cap 13,XIII. Doenças osteomusculares e do tecido conjuntivo,127
351340,Cap 14,XIV. Doenças do aparelho geniturinário,538
351340,Cap 15,"XV. Gravidez, parto e puerpério",857
351340,Cap 16,XVI. Afecções originadas no período perinatal,59
351340,Cap 17,XVII. Malformações congênitas e anomalias cromossômicas,4
351340,Cap 18,XVIII. Sintomas e achados anormais não classificados,64
351340,Cap 19,XIX. Lesões e envenenamentos por causas externas,575
351340,Cap 21,XXI. Contatos com serviços de saúde,155
351350,Cap 01,I. Doenças infecciosas e parasitárias,239
351350,Cap 02,II. Neoplasias (tumores),209
