codigo,codigo_ibge,municipio,regiao_imediata,regiao_intermediaria,mesorregiao,populacao,ano,leitos_existentes,leitos_sus,leitos_sus_10k_hab,tem_rede_hospitalar,internacoes_12m,valor_total_12m,media_permanencia,internacoes_ult_trim,internacoes_prim_trim,variacao_trimestral_pct,perfil_dominante,internacoes_mil_hab,giro_leito_ano,ocupacao_estimada_pct,custo_medio_internacao,perfil_permanencia,alerta_capacidade
353550,3535507,Paraguaçu Paulista,Assis,Marília,Assis,42049,2025,100,73,17.36,True,5326,6967560.74,3.07,1212.0,1307.0,-7.3,VII. Doenças do olho e anexos,126.66,73.0,61.4,1308.22,Agudos,Adequado
353560,3535606,Paraibuna,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,17959,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353570,3535705,Paraíso,Catanduva,São José do Rio Preto,São José do Rio Preto,6218,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353580,3535804,Paranapanema,Avaré,Sorocaba,Bauru,19853,2025,16,16,8.06,True,797,319961.02,2.94,205.0,221.0,-7.2,"XV. Gravidez, parto e puerpério",40.15,49.8,40.1,401.46,Agudos,Adequado
353590,3535903,Paranapuã,Jales,São José do Rio Preto,São José do Rio Preto,4118,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353600,3536000,Parapuã,Tupã,Marília,Presidente Prudente,10720,2025,32,26,24.25,True,184,56755.64,4.44,0.0,0.0,,X. Doenças do aparelho respiratório,17.16,7.1,8.6,308.45,Agudos,Adequado
353610,3536109,Pardinho,Botucatu,Bauru,Bauru,7435,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353620,3536208,Pariquera-Açu,Registro,Sorocaba,Litoral Sul Paulista,19603,2025,139,139,70.91,True,9518,12345500.81,4.23,2385.0,2399.0,-0.6,"XV. Gravidez, parto e puerpério",485.54,68.5,79.4,1297.07,Agudos,Adequado
353625,3536257,Parisi,Votuporanga,São José do Rio Preto,São José do Rio Preto,3030,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353630,3536307,Patrocínio Paulista,Franca,Ribeirão Preto,Ribeirão Preto,14888,2025,35,30,20.15,True,983,528173.94,3.14,289.0,217.0,33.2,"XV. Gravidez, parto e puerpério",66.03,32.8,28.2,537.31,Agudos,Adequado
353640,3536406,Paulicéia,Dracena,Presidente Prudente,Presidente Prudente,8255,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353650,3536505,Paulínia,Campinas,Campinas,Campinas,116674,2025,171,154,13.2,True,5293,4978773.85,3.76,0.0,1280.0,-100.0,X. Doenças do aparelho respiratório,45.37,34.4,35.4,940.63,Agudos,Adequado
353657,3536570,Paulistânia,Bauru,Bauru,Bauru,2156,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353660,3536604,Paulo de Faria,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,7390,2025,24,18,24.36,True,140,51831.75,4.01,39.0,29.0,34.5,X. Doenças do aparelho respiratório,18.94,7.8,8.5,370.23,Agudos,Adequado
353670,3536703,Pederneiras,Bauru,Bauru,Bauru,46337,2025,62,54,11.65,True,2044,2182642.51,4.18,551.0,534.0,3.2,XIX. Lesões e envenenamentos por causas externas,44.11,37.9,43.3,1067.83,Agudos,Adequado
353680,3536802,Pedra Bela,Bragança Paulista,Campinas,Campinas,6745,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353690,3536901,Pedranópolis,Fernandópolis,São José do Rio Preto,São José do Rio Preto,2856,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353700,3537008,Pedregulho,Franca,Ribeirão Preto,Ribeirão Preto,15737,2025,64,55,34.95,True,1068,470938.63,2.52,231.0,286.0,-19.2,X. Doenças do aparelho respiratório,67.87,19.4,13.4,440.95,Agudos,Adequado
353710,3537107,Pedreira,Campinas,Campinas,Campinas,44385,2025,28,28,6.31,True,1205,996207.06,3.99,307.0,291.0,5.5,XI. Doenças do aparelho digestivo,27.15,43.0,47.0,826.73,Agudos,Adequado
353715,3537156,Pedrinhas Paulista,Assis,Marília,Assis,2833,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353720,3537206,Pedro de Toledo,Santos,São Paulo,Litoral Sul Paulista,11617,2025,3,3,2.58,True,0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,Sem internações,Não aplicável
353730,3537305,Penápolis,Birigui - Penápolis,Araçatuba,Araçatuba,63426,2025,157,121,19.08,True,6033,6501597.35,6.03,1527.0,1474.0,3.6,"XV. Gravidez, parto e puerpério",95.12,49.9,82.4,1077.67,Agudos,Adequado
353740,3537404,Pereira Barreto,Andradina,Araçatuba,Araçatuba,24360,2025,52,48,19.7,True,869,416124.26,2.78,163.0,211.0,-22.7,XIV. Doenças do aparelho geniturinário,35.67,18.1,13.8,478.85,Agudos,Adequado
353750,3537503,Pereiras,Tatuí,Sorocaba,Itapetininga,9013,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353760,3537602,Peruíbe,Santos,São Paulo,Litoral Sul Paulista,70629,2025,75,72,10.19,True,0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,Sem internações,Não aplicável
353770,3537701,Piacatu,Birigui - Penápolis,Araçatuba,Araçatuba,5631,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353780,3537800,Piedade,Sorocaba,Sorocaba,Macro Metropolitana Paulista,54266,2025,80,60,11.06,True,3088,1547877.66,3.19,794.0,746.0,6.4,X. Doenças do aparelho respiratório,56.9,51.5,45.0,501.26,Agudos,Adequado
353790,3537909,Pilar do Sul,Sorocaba,Sorocaba,Macro Metropolitana Paulista,28459,2025,35,27,9.49,True,1089,475782.85,2.5,323.0,264.0,22.3,"XV. Gravidez, parto e puerpério",38.27,40.3,27.6,436.9,Agudos,Adequado
353800,3538006,Pindamonhangaba,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,172681,2025,398,127,7.35,True,7887,10699508.12,5.03,1885.0,1510.0,24.8,"XV. Gravidez, parto e puerpério",45.67,62.1,85.6,1356.6,Agudos,Atenção
353810,3538105,Pindorama,Catanduva,São José do Rio Preto,São José do Rio Preto,14704,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353820,3538204,Pinhalzinho,Bragança Paulista,Campinas,Campinas,15676,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353830,3538303,Piquerobi,Presidente Epitácio-Presidente Venceslau,Presidente Prudente,Presidente Prudente,3287,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353850,3538501,Piquete,Guaratinguetá,São José dos Campos,Vale do Paraíba Paulista,12516,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353860,3538600,Piracaia,Bragança Paulista,Campinas,Macro Metropolitana Paulista,26795,2025,64,28,10.45,True,497,177333.47,4.23,130.0,121.0,7.4,X. Doenças do aparelho respiratório,18.55,17.8,20.6,356.81,Agudos,Adequado
353870,3538709,Piracicaba,Piracicaba,Campinas,Piracicaba,440835,2025,803,421,9.55,True,36333,77830617.41,3.2,9437.0,9222.0,2.3,XI. Doenças do aparelho digestivo,82.42,86.3,75.7,2142.15,Agudos,Adequado
353880,3538808,Piraju,Piraju,Marília,Assis,30294,2025,68,49,16.17,True,1990,897676.44,2.98,573.0,502.0,14.1,X. Doenças do aparelho respiratório,65.69,40.6,33.2,451.09,Agudos,Adequado
353890,3538907,Pirajuí,Bauru,Bauru,Bauru,22734,2025,285,83,36.51,True,1348,1875429.09,12.91,329.0,395.0,-16.7,XI. Doenças do aparelho digestivo,59.29,16.2,57.4,1391.27,Permanência elevada,Adequado
353900,3539004,Pirangi,Catanduva,São José do Rio Preto,Ribeirão Preto,11085,2025,47,22,19.85,True,1586,2089893.47,1.72,357.0,346.0,3.2,X. Doenças do aparelho respiratório,143.08,72.1,34.0,1317.71,Agudos,Adequado
353910,3539103,Pirapora do Bom Jesus,São Paulo,São Paulo,Metropolitana de São Paulo,18925,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353920,3539202,Pirapozinho,Presidente Prudente,Presidente Prudente,Presidente Prudente,26097,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353930,3539301,Pirassununga,São Carlos,Araraquara,Campinas,75594,2025,130,68,9.0,True,2675,3459750.91,4.42,673.0,675.0,-0.3,"XV. Gravidez, parto e puerpério",35.39,39.3,47.6,1293.36,Agudos,Adequado
353940,3539400,Piratininga,Bauru,Bauru,Bauru,15657,2025,25,21,13.41,True,292,93354.7,6.23,70.0,85.0,-17.6,XIV. Doenças do aparelho geniturinário,18.65,13.9,23.7,319.71,Agudos,Adequado
353950,3539509,Pitangueiras,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,34361,2025,53,30,8.73,True,1463,805639.16,2.31,393.0,366.0,7.4,"XV. Gravidez, parto e puerpério",42.58,48.8,30.9,550.68,Agudos,Adequado
353960,3539608,Planalto,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,4451,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353970,3539707,Platina,Assis,Marília,Assis,3055,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353980,3539806,Poá,São Paulo,São Paulo,Metropolitana de São Paulo,106355,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
353990,3539905,Poloni,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,5702,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354000,3540002,Pompéia,Marília,Marília,Marília,20520,2025,21,16,7.8,True,836,368252.52,2.99,212.0,229.0,-7.4,XXI. Contatos com serviços de saúde,40.74,52.2,42.8,440.49,Agudos,Adequado
354010,3540101,Pongaí,Lins,Bauru,Bauru,3440,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354020,3540200,Pontal,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,38286,2025,45,29,7.57,True,1414,767502.1,1.49,325.0,333.0,-2.4,IX. Doenças do aparelho circulatório,36.93,48.8,19.9,542.79,Agudos,Adequado
354025,3540259,Pontalinda,Jales,São José do Rio Preto,São José do Rio Preto,4198,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354030,3540309,Pontes Gestal,Votuporanga,São José do Rio Preto,São José do Rio Preto,2411,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354040,3540408,Populina,Jales,São José do Rio Preto,São José do Rio Preto,4182,2025,18,6,14.35,True,159,54534.73,3.8,32.0,38.0,-15.8,X. Doenças do aparelho respiratório,38.02,26.5,27.6,342.99,Agudos,Adequado
354050,3540507,Porangaba,Tatuí,Sorocaba,Itapetininga,10850,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354060,3540606,Porto Feliz,Sorocaba,Sorocaba,Macro Metropolitana Paulista,58605,2025,82,71,12.12,True,4423,3634412.97,2.56,1021.0,1351.0,-24.4,VII. Doenças do olho e anexos,75.47,62.3,43.7,821.71,Agudos,Adequado
354070,3540705,Porto Ferreira,São Carlos,Araraquara,Campinas,53966,2025,55,33,6.11,True,2458,2487403.34,3.43,633.0,593.0,6.7,"XV. Gravidez, parto e puerpério",45.55,74.5,70.0,1011.96,Agudos,Adequado
354075,3540754,Potim,Guaratinguetá,São José dos Campos,Vale do Paraíba Paulista,20801,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354080,3540804,Potirendaba,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,19097,2025,32,21,11.0,True,876,329778.84,2.46,280.0,242.0,15.7,XIV. Doenças do aparelho geniturinário,45.87,41.7,28.1,376.46,Agudos,Adequado
354085,3540853,Pracinha,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,2589,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354090,3540903,Pradópolis,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,17299,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354100,3541000,Praia Grande,Santos,São Paulo,Metropolitana de São Paulo,368539,2025,380,218,5.92,True,11180,15816098.67,5.7,3022.0,2502.0,20.8,"XV. Gravidez, parto e puerpério",30.34,51.3,80.1,1414.68,Agudos,Adequado
354105,3541059,Pratânia,Botucatu,Bauru,Bauru,5264,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354110,3541109,Presidente Alves,Bauru,Bauru,Bauru,3830,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354120,3541208,Presidente Bernardes,Presidente Prudente,Presidente Prudente,Presidente Prudente,14803,2025,35,28,18.92,True,1245,463807.46,2.96,337.0,317.0,6.3,I. Doenças infecciosas e parasitárias,84.1,44.5,36.1,372.54,Agudos,Adequado
354130,3541307,Presidente Epitácio,Presidente Epitácio-Presidente Venceslau,Presidente Prudente,Presidente Prudente,40322,2025,78,68,16.86,True,2968,1595816.95,3.36,733.0,798.0,-8.1,IX. Doenças do aparelho circulatório,73.61,43.6,40.2,537.67,Agudos,Adequado
354140,3541406,Presidente Prudente,Presidente Prudente,Presidente Prudente,Presidente Prudente,234706,2025,1164,752,32.04,True,44132,90521259.77,5.68,11168.0,11294.0,-1.1,II. Neoplasias (tumores),188.03,58.7,91.3,2051.15,Agudos,Atenção
354150,3541505,Presidente Venceslau,Presidente Epitácio-Presidente Venceslau,Presidente Prudente,Presidente Prudente,35810,2025,102,62,17.31,True,2178,2669601.21,4.12,481.0,547.0,-12.1,X. Doenças do aparelho respiratório,60.82,35.1,39.7,1225.71,Agudos,Adequado
354160,3541604,Promissão,Lins,Bauru,Bauru,35973,2025,64,64,17.79,True,4234,4582525.69,3.5,1110.0,1001.0,10.9,XI. Doenças do aparelho digestivo,117.7,66.2,63.4,1082.32,Agudos,Adequado
354165,3541653,Quadra,Tatuí,Sorocaba,Itapetininga,3477,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354170,3541703,Quatá,Presidente Prudente,Presidente Prudente,Assis,13412,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354180,3541802,Queiroz,Tupã,Marília,Marília,3366,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354190,3541901,Queluz,Cruzeiro,São José dos Campos,Vale do Paraíba Paulista,9074,2025,19,19,20.94,True,162,74773.9,5.72,17.0,53.0,-67.9,XIV. Doenças do aparelho geniturinário,17.85,8.5,13.4,461.57,Agudos,Adequado
354200,3542008,Quintana,Marília,Marília,Marília,7260,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354210,3542107,Rafard,Piracicaba,Campinas,Piracicaba,9145,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354220,3542206,Rancharia,Presidente Prudente,Presidente Prudente,Presidente Prudente,29387,2025,103,71,24.16,True,4471,5032801.17,2.5,1191.0,1123.0,6.1,X. Doenças do aparelho respiratório,152.14,63.0,43.1,1125.65,Agudos,Adequado
354230,3542305,Redenção da Serra,Taubaté - Pindamonhangaba,São José dos Campos,Vale do Paraíba Paulista,4637,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354240,3542404,Regente Feijó,Presidente Prudente,Presidente Prudente,Presidente Prudente,20620,2025,43,34,16.49,True,1000,333134.39,3.18,248.0,234.0,6.0,IX. Doenças do aparelho circulatório,48.5,29.4,25.6,333.13,Agudos,Adequado
354250,3542503,Reginópolis,Bauru,Bauru,Bauru,7820,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354260,3542602,Registro,Registro,Sorocaba,Litoral Sul Paulista,61927,2025,229,194,31.33,True,9062,10305940.1,3.75,2672.0,2509.0,6.5,XI. Doenças do aparelho digestivo,146.33,46.7,48.0,1137.27,Agudos,Adequado
354270,3542701,Restinga,Franca,Ribeirão Preto,Ribeirão Preto,6486,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354280,3542800,Ribeira,Itapeva,Sorocaba,Itapetininga,3158,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354290,3542909,Ribeirão Bonito,São Carlos,Araraquara,Araraquara,11040,2025,21,17,15.4,True,449,423185.95,1.82,118.0,88.0,34.1,XIII. Doenças osteomusculares e do tecido conjuntivo,40.67,26.4,13.2,942.51,Agudos,Adequado
354300,3543006,Ribeirão Branco,Itapeva,Sorocaba,Itapetininga,18942,2025,16,16,8.45,True,412,163658.8,3.85,96.0,161.0,-40.4,X. Doenças do aparelho respiratório,21.75,25.8,27.2,397.23,Agudos,Adequado
354310,3543105,Ribeirão Corrente,Franca,Ribeirão Preto,Ribeirão Preto,4717,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354320,3543204,Ribeirão do Sul,Ourinhos,Marília,Assis,4776,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354323,3543238,Ribeirão dos Índios,Presidente Prudente,Presidente Prudente,Presidente Prudente,2040,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354325,3543253,Ribeirão Grande,Itapeva,Sorocaba,Itapetininga,7571,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354330,3543303,Ribeirão Pires,São Paulo,São Paulo,Metropolitana de São Paulo,118954,2025,143,42,3.53,True,1879,1253302.87,5.73,478.0,452.0,5.8,"XV. Gravidez, parto e puerpério",15.8,44.7,70.2,667.01,Agudos,Adequado
354340,3543402,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,731639,2025,2128,1400,19.14,True,94261,223435353.46,4.49,23142.0,24347.0,-4.9,II. Neoplasias (tumores),128.84,67.3,82.8,2370.39,Agudos,Adequado
354350,3543501,Riversul,Itapeva,Sorocaba,Itapetininga,5628,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354360,3543600,Rifaina,Franca,Ribeirão Preto,Ribeirão Preto,4179,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354370,3543709,Rincão,Araraquara,Araraquara,Araraquara,9101,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354380,3543808,Rinópolis,Tupã,Marília,Presidente Prudente,9334,2025,24,23,24.64,True,282,114825.99,5.33,66.0,81.0,-18.5,X. Doenças do aparelho respiratório,30.21,12.3,17.9,407.18,Agudos,Adequado
354390,3543907,Rio Claro,Rio Claro,Campinas,Piracicaba,210323,2025,445,246,11.7,True,12155,20200358.17,6.31,3258.0,2917.0,11.7,"XV. Gravidez, parto e puerpério",57.79,49.4,85.4,1661.9,Agudos,Atenção
354400,3544004,Rio das Pedras,Piracicaba,Campinas,Piracicaba,32329,2025,72,64,19.8,True,930,215461.31,1.57,240.0,243.0,-1.2,XIV. Doenças do aparelho geniturinário,28.77,14.5,6.3,231.68,Agudos,Adequado
354410,3544103,Rio Grande da Serra,São Paulo,São Paulo,Metropolitana de São Paulo,45324,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354420,3544202,Riolândia,Votuporanga,São José do Rio Preto,São José do Rio Preto,10444,2025,36,25,23.94,True,207,72809.5,3.62,66.0,67.0,-1.5,X. Doenças do aparelho respiratório,19.82,8.3,8.2,351.74,Agudos,Adequado
354425,3544251,Rosana,Presidente Prudente,Presidente Prudente,Presidente Prudente,17434,2025,70,70,40.15,True,3129,1707084.26,5.92,779.0,831.0,-6.3,XI. Doenças do aparelho digestivo,179.48,44.7,72.5,545.57,Agudos,Adequado
354430,3544301,Roseira,Guaratinguetá,São José dos Campos,Vale do Paraíba Paulista,11137,2025,14,14,12.57,True,0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,Sem internações,Não aplicável
354440,3544400,Rubiácea,Araçatuba,Araçatuba,Araçatuba,2740,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354450,3544509,Rubinéia,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,3998,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354460,3544608,Sabino,Lins,Bauru,Bauru,5182,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354470,3544707,Sagres,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,2522,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354480,3544806,Sales,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto,6645,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354490,3544905,Sales Oliveira,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto,Ribeirão Preto,11683,2025,21,17,14.55,True,232,99239.03,1.89,42.0,82.0,-48.8,"XV. Gravidez, parto e puerpério",19.86,13.6,7.1,427.75,Agudos,Adequado
354500,3545001,Salesópolis,São Paulo,São Paulo,Metropolitana de São Paulo,15381,2025,9,9,5.85,True,438,141776.18,2.61,105.0,88.0,19.3,X. Doenças do aparelho respiratório,28.48,48.7,34.8,323.69,Agudos,Adequado
354510,3545100,Salmourão,Adamantina - Lucélia,Presidente Prudente,Presidente Prudente,4883,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354515,3545159,Saltinho,Piracicaba,Campinas,Piracicaba,8407,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354520,3545209,Salto,Sorocaba,Sorocaba,Macro Metropolitana Paulista,141111,2025,116,116,8.22,True,7056,5794846.02,2.67,1813.0,1769.0,2.5,XI. Doenças do aparelho digestivo,50.0,60.8,44.5,821.27,Agudos,Adequado
354530,3545308,Salto de Pirapora,Sorocaba,Sorocaba,Macro Metropolitana Paulista,45262,2025,72,47,10.38,True,2763,2040745.68,1.86,677.0,763.0,-11.3,XXI. Contatos com serviços de saúde,61.04,58.8,30.0,738.6,Agudos,Adequado
354540,3545407,Salto Grande,Ourinhos,Marília,Assis,9221,2025,34,22,23.86,True,762,271663.19,2.48,243.0,185.0,31.4,X. Doenças do aparelho respiratório,82.64,34.6,23.5,356.51,Agudos,Adequado
354550,3545506,Sandovalina,Presidente Prudente,Presidente Prudente,Presidente Prudente,3697,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354560,3545605,Santa Adélia,Catanduva,São José do Rio Preto,São José do Rio Preto,14193,2025,23,19,13.39,True,1096,1149775.27,3.07,306.0,272.0,12.5,IX. Doenças do aparelho circulatório,77.22,57.7,48.5,1049.07,Agudos,Adequado
354570,3545704,Santa Albertina,Jales,São José do Rio Preto,São José do Rio Preto,6566,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354580,3545803,Santa Bárbara d'Oeste,Campinas,Campinas,Campinas,189456,2025,208,123,6.49,True,9034,11098084.57,2.43,2363.0,2382.0,-0.8,XI. Doenças do aparelho digestivo,47.68,73.4,48.9,1228.48,Agudos,Adequado
354600,3546009,Santa Branca,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista,14219,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354610,3546108,Santa Clara d'Oeste,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,2694,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354620,3546207,Santa Cruz da Conceição,Araras,Campinas,Piracicaba,4375,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354625,3546256,Santa Cruz da Esperança,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,2168,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354630,3546306,Santa Cruz das Palmeiras,São João da Boa Vista,Campinas,Campinas,29489,2025,34,25,8.48,True,1239,650842.9,2.31,327.0,305.0,7.2,X. Doenças do aparelho respiratório,42.02,49.6,31.4,525.3,Agudos,Adequado
354640,3546405,Santa Cruz do Rio Pardo,Ourinhos,Marília,Assis,47759,2025,96,55,11.52,True,4147,5977355.92,3.76,1049.0,1148.0,-8.6,"XV. Gravidez, parto e puerpério",86.83,75.4,77.7,1441.37,Agudos,Adequado
354650,3546504,Santa Ernestina,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto,6274,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354660,3546603,Santa Fé do Sul,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,36288,2025,81,58,15.98,True,3552,3981955.03,4.23,905.0,923.0,-2.0,XI. Doenças do aparelho digestivo,97.88,61.2,71.0,1121.05,Agudos,Adequado
354670,3546702,Santa Gertrudes,Rio Claro,Campinas,Piracicaba,23192,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354680,3546801,Santa Isabel,São Paulo,São Paulo,Metropolitana de São Paulo,54691,2025,50,36,6.58,True,2059,2713007.81,5.56,493.0,532.0,-7.3,"XV. Gravidez, parto e puerpério",37.65,57.2,87.1,1317.63,Agudos,Atenção
354690,3546900,Santa Lúcia,Araraquara,Araraquara,Araraquara,7144,2025,8,0,0.0,True,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354700,3547007,Santa Maria da Serra,Piracicaba,Campinas,Piracicaba,5308,2025,6,6,11.3,True,0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,Sem internações,Não aplicável
354710,3547106,Santa Mercedes,Dracena,Presidente Prudente,Presidente Prudente,3017,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354720,3547205,Santana da Ponte Pensa,Santa Fé do Sul,São José do Rio Preto,São José do Rio Preto,1699,2025,0,0,0.0,False,0,0.0,0.0,,,,,0.0,,,0.0,Sem internações,Não aplicável
354730,3547304,Santana de Parnaíba,São Paulo,São Paulo,Metropolitana de São Paulo,163787,2025,70,70,4.27,True,3981,1598188.76,4.58,1230.0,1118.0,10.0,"XV. Gravidez, parto e puerpério",24.31,56.9,71.4,401.45,Agudos,Adequado
