codigo,municipio,periodo,media_permanencia
351780,GUARACAI,2025/Out,2.8
351780,GUARACAI,2025/Nov,2.4
351780,GUARACAI,2025/Dez,5.0
351780,GUARACAI,2026/Jan,4.9
351780,GUARACAI,2026/Fev,3.1
351780,GUARACAI,2026/Mar,3.0
351780,GUARACAI,2026/Abr,3.1
351780,GUARACAI,2026/Mai,3.1
351780,GUARACAI,2026/Jun,3.9
351820,GUARARAPES,2025/Jul,4.7
351820,GUARARAPES,2025/Ago,4.5
351820,GUARARAPES,2025/Set,5.1
351820,GUARARAPES,2025/Out,3.9
351820,GUARARAPES,2025/Nov,4.0
351820,GUARARAPES,2025/Dez,4.1
351820,GUARARAPES,2026/Jan,4.6
351820,GUARARAPES,2026/Fev,3.6
351820,GUARARAPES,2026/Mar,4.0
351820,GUARARAPES,2026/Abr,4.5
351820,GUARARAPES,2026/Mai,4.7
351820,GUARARAPES,2026/Jun,4.3
351830,GUARAREMA,2025/Jul,3.3
351830,GUARAREMA,2025/Ago,2.6
351830,GUARAREMA,2025/Set,2.7
351830,GUARAREMA,2025/Out,3.3
351830,GUARAREMA,2025/Nov,3.1
351830,GUARAREMA,2025/Dez,2.7
351830,GUARAREMA,2026/Jan,2.5
351830,GUARAREMA,2026/Fev,2.8
351830,GUARAREMA,2026/Mar,3.4
351830,GUARAREMA,2026/Abr,3.2
351830,GUARAREMA,2026/Mai,2.7
351830,GUARAREMA,2026/Jun,3.4
351840,GUARATINGUETA,2025/Jul,4.8
351840,GUARATINGUETA,2025/Ago,4.4
351840,GUARATINGUETA,2025/Set,5.0
351840,GUARATINGUETA,2025/Out,4.9
351840,GUARATINGUETA,2025/Nov,5.0
351840,GUARATINGUETA,2025/Dez,5.9
351840,GUARATINGUETA,2026/Jan,4.7
351840,GUARATINGUETA,2026/Fev,5.9
351840,GUARATINGUETA,2026/Mar,4.8
351840,GUARATINGUETA,2026/Abr,4.4
351840,GUARATINGUETA,2026/Mai,6.5
351840,GUARATINGUETA,2026/Jun,5.2
351860,GUARIBA,2025/Jul,3.1
351860,GUARIBA,2025/Ago,3.2
351860,GUARIBA,2025/Set,3.0
351860,GUARIBA,2025/Out,2.7
351860,GUARIBA,2025/Nov,2.3
351860,GUARIBA,2025/Dez,3.1
351860,GUARIBA,2026/Jan,2.7
351860,GUARIBA,2026/Fev,3.1
351860,GUARIBA,2026/Mar,2.6
351860,GUARIBA,2026/Abr,2.2
351860,GUARIBA,2026/Mai,2.8
351860,GUARIBA,2026/Jun,2.8
351870,GUARUJA,2025/Jul,5.5
351870,GUARUJA,2025/Ago,5.9
351870,GUARUJA,2025/Set,6.1
351870,GUARUJA,2025/Out,6.0
351870,GUARUJA,2025/Nov,5.7
351870,GUARUJA,2025/Dez,6.3
351870,GUARUJA,2026/Jan,5.7
351870,GUARUJA,2026/Fev,6.3
351870,GUARUJA,2026/Mar,5.8
351870,GUARUJA,2026/Abr,5.6
351870,GUARUJA,2026/Mai,6.5
351870,GUARUJA,2026/Jun,5.9
351880,GUARULHOS,2025/Jul,8.2
351880,GUARULHOS,2025/Ago,7.4
351880,GUARULHOS,2025/Set,8.8
351880,GUARULHOS,2025/Out,7.8
351880,GUARULHOS,2025/Nov,8.5
351880,GUARULHOS,2025/Dez,8.6
351880,GUARULHOS,2026/Jan,8.0
351880,GUARULHOS,2026/Fev,8.0
351880,GUARULHOS,2026/Mar,7.7
351880,GUARULHOS,2026/Abr,8.1
351880,GUARULHOS,2026/Mai,8.1
351880,GUARULHOS,2026/Jun,8.7
351900,HERCULANDIA,2025/Jul,3.6
351900,HERCULANDIA,2025/Ago,3.2
351900,HERCULANDIA,2025/Set,4.4
351900,HERCULANDIA,2025/Out,3.4
351900,HERCULANDIA,2025/Nov,3.3
351900,HERCULANDIA,2025/Dez,3.6
351900,HERCULANDIA,2026/Jan,3.5
351900,HERCULANDIA,2026/Fev,3.3
351900,HERCULANDIA,2026/Mar,3.6
351900,HERCULANDIA,2026/Abr,3.8
351900,HERCULANDIA,2026/Mai,3.5
351900,HERCULANDIA,2026/Jun,3.4
351907,HORTOLANDIA,2025/Jul,3.5
351907,HORTOLANDIA,2025/Ago,3.5
351907,HORTOLANDIA,2025/Set,3.7
351907,HORTOLANDIA,2025/Out,3.8
351907,HORTOLANDIA,2025/Nov,4.3
351907,HORTOLANDIA,2025/Dez,3.8
351907,HORTOLANDIA,2026/Jan,4.7
351907,HORTOLANDIA,2026/Fev,3.5
351907,HORTOLANDIA,2026/Mar,3.8
351907,HORTOLANDIA,2026/Abr,4.2
351907,HORTOLANDIA,2026/Mai,3.7
351907,HORTOLANDIA,2026/Jun,3.7
351910,IACANGA,2025/Jul,2.6
351910,IACANGA,2025/Ago,2.1
351910,IACANGA,2025/Set,2.8
351910,IACANGA,2025/Out,1.7
351910,IACANGA,2025/Nov,2.2
351910,IACANGA,2025/Dez,1.5
351910,IACANGA,2026/Jan,2.1
351910,IACANGA,2026/Fev,2.5
351910,IACANGA,2026/Mar,2.3
351910,IACANGA,2026/Abr,2.2
351910,IACANGA,2026/Mai,2.3
351910,IACANGA,2026/Jun,3.1
351930,IBATE,2025/Jul,1.8
351930,IBATE,2025/Ago,2.9
351930,IBATE,2025/Set,2.8
351930,IBATE,2025/Out,2.4
351930,IBATE,2025/Nov,2.6
351930,IBATE,2025/Dez,3.6
351930,IBATE,2026/Jan,3.4
351930,IBATE,2026/Fev,3.0
351930,IBATE,2026/Mar,2.9
351930,IBATE,2026/Abr,2.7
351930,IBATE,2026/Mai,3.5
351930,IBATE,2026/Jun,3.1
351940,IBIRA,2025/Jul,4.1
351940,IBIRA,2025/Ago,4.0
351940,IBIRA,2025/Set,3.2
351940,IBIRA,2025/Out,4.9
351940,IBIRA,2025/Nov,4.9
351940,IBIRA,2025/Dez,4.8
351940,IBIRA,2026/Jan,4.4
351940,IBIRA,2026/Fev,4.4
351940,IBIRA,2026/Mar,3.9
351940,IBIRA,2026/Abr,3.8
351940,IBIRA,2026/Mai,3.8
351940,IBIRA,2026/Jun,4.6
351960,IBITINGA,2025/Jul,3.2
351960,IBITINGA,2025/Ago,2.7
351960,IBITINGA,2025/Set,3.1
351960,IBITINGA,2025/Out,2.7
351960,IBITINGA,2025/Nov,2.7
351960,IBITINGA,2025/Dez,2.5
351960,IBITINGA,2026/Jan,2.5
351960,IBITINGA,2026/Fev,2.5
351960,IBITINGA,2026/Mar,2.6
351960,IBITINGA,2026/Abr,2.9
351960,IBITINGA,2026/Mai,2.6
351960,IBITINGA,2026/Jun,3.0
351970,IBIUNA,2025/Jul,2.7
351970,IBIUNA,2025/Ago,3.3
351970,IBIUNA,2025/Set,3.2
351970,IBIUNA,2025/Out,3.2
351970,IBIUNA,2025/Nov,3.1
351970,IBIUNA,2025/Dez,4.7
351970,IBIUNA,2026/Jan,3.1
351970,IBIUNA,2026/Fev,2.9
351970,IBIUNA,2026/Mar,3.6
351970,IBIUNA,2026/Abr,3.2
351970,IBIUNA,2026/Mai,3.5
351970,IBIUNA,2026/Jun,3.3
351990,IEPE,2025/Jul,2.7
351990,IEPE,2025/Ago,3.4
351990,IEPE,2025/Set,2.5
351990,IEPE,2025/Out,3.1
351990,IEPE,2025/Nov,4.1
351990,IEPE,2025/Dez,3.8
351990,IEPE,2026/Jan,3.4
351990,IEPE,2026/Fev,4.1
351990,IEPE,2026/Mar,4.3
351990,IEPE,2026/Abr,3.1
351990,IEPE,2026/Mai,3.1
351990,IEPE,2026/Jun,3.0
352010,IGARAPAVA,2025/Jul,4.5
352010,IGARAPAVA,2025/Ago,5.0
352010,IGARAPAVA,2025/Set,4.5
352010,IGARAPAVA,2025/Out,5.8
352010,IGARAPAVA,2025/Nov,5.1
352010,IGARAPAVA,2025/Dez,5.6
352010,IGARAPAVA,2026/Jan,5.0
352010,IGARAPAVA,2026/Fev,4.5
352010,IGARAPAVA,2026/Mar,5.1
352010,IGARAPAVA,2026/Abr,4.6
352010,IGARAPAVA,2026/Mai,5.0
352010,IGARAPAVA,2026/Jun,4.6
352040,ILHABELA,2025/Jul,2.5
352040,ILHABELA,2025/Ago,2.7
352040,ILHABELA,2025/Set,2.8
352040,ILHABELA,2025/Out,2.7
352040,ILHABELA,2025/Nov,3.0
352040,ILHABELA,2025/Dez,2.8
352040,ILHABELA,2026/Jan,2.5
352040,ILHABELA,2026/Fev,3.1
352040,ILHABELA,2026/Mar,4.0
352040,ILHABELA,2026/Abr,3.2
352040,ILHABELA,2026/Mai,3.5
352040,ILHABELA,2026/Jun,3.6
352044,ILHA SOLTEIRA,2025/Jul,3.5
352044,ILHA SOLTEIRA,2025/Ago,3.0
352044,ILHA SOLTEIRA,2025/Set,3.5
352044,ILHA SOLTEIRA,2025/Out,3.2
352044,ILHA SOLTEIRA,2025/Nov,3.7
352044,ILHA SOLTEIRA,2025/Dez,4.0
352044,ILHA SOLTEIRA,2026/Jan,3.5
352044,ILHA SOLTEIRA,2026/Fev,3.7
352044,ILHA SOLTEIRA,2026/Mar,4.5
352044,ILHA SOLTEIRA,2026/Abr,4.4
352044,ILHA SOLTEIRA,2026/Mai,3.7
352044,ILHA SOLTEIRA,2026/Jun,3.9
352050,INDAIATUBA,2025/Jul,4.2
352050,INDAIATUBA,2025/Ago,3.9
352050,INDAIATUBA,2025/Set,3.8
352050,INDAIATUBA,2025/Out,3.7
352050,INDAIATUBA,2025/Nov,4.0
352050,INDAIATUBA,2025/Dez,3.6
352050,INDAIATUBA,2026/Jan,3.3
352050,INDAIATUBA,2026/Fev,3.3
352050,INDAIATUBA,2026/Mar,3.1
352050,INDAIATUBA,2026/Abr,3.0
352050,INDAIATUBA,2026/Mai,3.2
352050,INDAIATUBA,2026/Jun,3.3
352070,INDIAPORA,2025/Jul,3.6
352070,INDIAPORA,2025/Ago,3.8
352070,INDIAPORA,2025/Set,3.3
352070,INDIAPORA,2025/Out,2.6
352070,INDIAPORA,2025/Nov,3.0
352070,INDIAPORA,2025/Dez,4.1
352070,INDIAPORA,2026/Jan,3.2
352070,INDIAPORA,2026/Fev,2.7
352070,INDIAPORA,2026/Mar,2.9
352070,INDIAPORA,2026/Abr,3.4
352070,INDIAPORA,2026/Mai,2.8
352070,INDIAPORA,2026/Jun,3.0
352090,IPAUSSU,2025/Jul,3.7
352090,IPAUSSU,2025/Ago,2.6
352090,IPAUSSU,2025/Set,3.2
352090,IPAUSSU,2025/Out,2.5
352090,IPAUSSU,2025/Nov,4.0
352090,IPAUSSU,2025/Dez,3.4
352090,IPAUSSU,2026/Jan,3.0
352090,IPAUSSU,2026/Fev,2.8
352090,IPAUSSU,2026/Mar,2.9
352090,IPAUSSU,2026/Abr,3.1
352090,IPAUSSU,2026/Mai,3.6
352090,IPAUSSU,2026/Jun,2.4
352130,IPUA,2025/Jul,2.0
352130,IPUA,2025/Ago,3.5
352130,IPUA,2025/Set,1.4
352130,IPUA,2025/Out,2.7
352130,IPUA,2025/Nov,2.4
352130,IPUA,2025/Dez,4.5
352130,IPUA,2026/Jan,3.4
352130,IPUA,2026/Fev,3.2
352130,IPUA,2026/Mar,3.5
352130,IPUA,2026/Abr,2.2
352130,IPUA,2026/Mai,3.0
352130,IPUA,2026/Jun,2.2
352170,ITABERA,2025/Jul,2.2
352170,ITABERA,2025/Ago,1.7
352170,ITABERA,2025/Set,2.6
352170,ITABERA,2025/Out,2.8
352170,ITABERA,2025/Nov,2.2
352170,ITABERA,2025/Dez,1.8
352170,ITABERA,2026/Jan,2.1
352170,ITABERA,2026/Fev,1.9
352170,ITABERA,2026/Mar,2.2
352170,ITABERA,2026/Abr,2.0
352170,ITABERA,2026/Mai,2.2
352180,ITAI,2025/Jul,2.6
352180,ITAI,2025/Ago,3.4
352180,ITAI,2025/Set,3.2
352180,ITAI,2025/Out,3.0
352180,ITAI,2025/Nov,2.1
352180,ITAI,2025/Dez,2.6
352180,ITAI,2026/Jan,2.5
352180,ITAI,2026/Fev,2.4
352180,ITAI,2026/Mar,2.7
352180,ITAI,2026/Abr,2.6
352180,ITAI,2026/Mai,2.7
352180,ITAI,2026/Jun,3.0
352190,ITAJOBI,2025/Jul,6.3
352190,ITAJOBI,2025/Ago,6.6
352190,ITAJOBI,2025/Set,6.4
352190,ITAJOBI,2025/Out,7.5
352190,ITAJOBI,2025/Nov,9.3
352190,ITAJOBI,2025/Dez,7.7
352190,ITAJOBI,2026/Jan,7.8
352190,ITAJOBI,2026/Fev,6.6
352190,ITAJOBI,2026/Mar,7.6
352190,ITAJOBI,2026/Abr,7.4
352190,ITAJOBI,2026/Mai,7.5
352190,ITAJOBI,2026/Jun,7.5
352210,ITANHAEM,2025/Jul,3.9
352210,ITANHAEM,2025/Ago,4.6
352210,ITANHAEM,2025/Set,4.4
352210,ITANHAEM,2025/Out,4.2
352210,ITANHAEM,2025/Nov,4.2
352210,ITANHAEM,2025/Dez,4.4
352210,ITANHAEM,2026/Jan,4.4
352210,ITANHAEM,2026/Fev,4.4
352210,ITANHAEM,2026/Mar,4.5
352210,ITANHAEM,2026/Abr,4.3
352210,ITANHAEM,2026/Mai,4.6
352210,ITANHAEM,2026/Jun,4.5
352220,ITAPECERICA DA SERRA,2025/Jul,4.0
352220,ITAPECERICA DA SERRA,2025/Ago,2.1
352220,ITAPECERICA DA SERRA,2025/Set,3.0
352220,ITAPECERICA DA SERRA,2025/Out,4.6
352220,ITAPECERICA DA SERRA,2025/Nov,4.3
352220,ITAPECERICA DA SERRA,2025/Dez,4.0
352220,ITAPECERICA DA SERRA,2026/Jan,3.7
352220,ITAPECERICA DA SERRA,2026/Fev,4.3
352220,ITAPECERICA DA SERRA,2026/Mar,3.6
352220,ITAPECERICA DA SERRA,2026/Abr,3.6
352220,ITAPECERICA DA SERRA,2026/Mai,4.2
352220,ITAPECERICA DA SERRA,2026/Jun,3.7
352230,ITAPETININGA,2025/Jul,6.0
352230,ITAPETININGA,2025/Ago,6.0
352230,ITAPETININGA,2025/Set,5.9
352230,ITAPETININGA,2025/Out,6.0
352230,ITAPETININGA,2025/Nov,5.9
352230,ITAPETININGA,2025/Dez,6.0
352230,ITAPETININGA,2026/Jan,6.1
352230,ITAPETININGA,2026/Fev,5.6
352230,ITAPETININGA,2026/Mar,5.6
352230,ITAPETININGA,2026/Abr,5.6
352230,ITAPETININGA,2026/Mai,5.8
352230,ITAPETININGA,2026/Jun,6.0
352240,ITAPEVA,2025/Jul,3.8
352240,ITAPEVA,2025/Ago,3.9
352240,ITAPEVA,2025/Set,4.1
352240,ITAPEVA,2025/Out,3.5
352240,ITAPEVA,2025/Nov,4.0
352240,ITAPEVA,2025/Dez,3.8
352240,ITAPEVA,2026/Jan,4.8
352240,ITAPEVA,2026/Fev,3.9
352240,ITAPEVA,2026/Mar,3.9
352240,ITAPEVA,2026/Abr,3.6
352240,ITAPEVA,2026/Mai,4.0
352240,ITAPEVA,2026/Jun,3.9
352250,ITAPEVI,2025/Jul,4.0
352250,ITAPEVI,2025/Ago,4.6
352250,ITAPEVI,2025/Set,3.9
352250,ITAPEVI,2025/Out,4.2
352250,ITAPEVI,2025/Nov,3.8
352250,ITAPEVI,2025/Dez,3.9
352250,ITAPEVI,2026/Jan,4.4
352250,ITAPEVI,2026/Fev,3.8
352250,ITAPEVI,2026/Mar,3.7
352250,ITAPEVI,2026/Abr,3.9
352250,ITAPEVI,2026/Mai,4.3
352250,ITAPEVI,2026/Jun,4.5
352260,ITAPIRA,2025/Jul,23.5
352260,ITAPIRA,2025/Ago,23.6
352260,ITAPIRA,2025/Set,26.8
352260,ITAPIRA,2025/Out,25.9
352260,ITAPIRA,2025/Nov,28.1
352260,ITAPIRA,2025/Dez,26.3
352260,ITAPIRA,2026/Jan,23.8
352260,ITAPIRA,2026/Fev,26.1
352260,ITAPIRA,2026/Mar,29.8
352260,ITAPIRA,2026/Abr,23.2
352260,ITAPIRA,2026/Mai,24.1
352260,ITAPIRA,2026/Jun,20.9
352270,ITAPOLIS,2025/Jul,3.2
352270,ITAPOLIS,2025/Ago,3.3
352270,ITAPOLIS,2025/Set,3.5
352270,ITAPOLIS,2025/Out,3.2
352270,ITAPOLIS,2025/Nov,3.2
352270,ITAPOLIS,2025/Dez,3.5
352270,ITAPOLIS,2026/Jan,3.9
352270,ITAPOLIS,2026/Fev,3.4
352270,ITAPOLIS,2026/Mar,3.3
352270,ITAPOLIS,2026/Abr,3.2
352270,ITAPOLIS,2026/Mai,3.0
352270,ITAPOLIS,2026/Jun,3.0
352280,ITAPORANGA,2025/Jul,2.5
352280,ITAPORANGA,2025/Ago,2.1
352280,ITAPORANGA,2025/Set,2.6
352280,ITAPORANGA,2025/Out,2.0
352280,ITAPORANGA,2025/Nov,2.0
352280,ITAPORANGA,2025/Dez,2.0
352280,ITAPORANGA,2026/Jan,2.2
352280,ITAPORANGA,2026/Fev,2.6
352280,ITAPORANGA,2026/Mar,1.7
352280,ITAPORANGA,2026/Abr,2.0
352280,ITAPORANGA,2026/Mai,1.9
352280,ITAPORANGA,2026/Jun,2.6
352290,ITAPUI,2025/Jul,4.8
352310,ITAQUAQUECETUBA,2025/Jul,6.6
352310,ITAQUAQUECETUBA,2025/Ago,5.6
352310,ITAQUAQUECETUBA,2025/Set,6.2
352310,ITAQUAQUECETUBA,2025/Out,5.9
352310,ITAQUAQUECETUBA,2025/Nov,6.3
352310,ITAQUAQUECETUBA,2025/Dez,5.9
352310,ITAQUAQUECETUBA,2026/Jan,6.3
352310,ITAQUAQUECETUBA,2026/Fev,6.2
352310,ITAQUAQUECETUBA,2026/Mar,5.7
352310,ITAQUAQUECETUBA,2026/Abr,5.8
352310,ITAQUAQUECETUBA,2026/Mai,5.7
352310,ITAQUAQUECETUBA,2026/Jun,6.0
352320,ITARARE,2025/Jul,2.0
352320,ITARARE,2025/Ago,2.0
352320,ITARARE,2025/Set,2.2
352320,ITARARE,2025/Out,1.8
352320,ITARARE,2025/Nov,1.9
352320,ITARARE,2025/Dez,2.0
352320,ITARARE,2026/Jan,1.9
352320,ITARARE,2026/Fev,1.9
352320,ITARARE,2026/Mar,2.1
352320,ITARARE,2026/Abr,2.1
352320,ITARARE,2026/Mai,2.2
352320,ITARARE,2026/Jun,2.2
352340,ITATIBA,2025/Jul,3.9
352340,ITATIBA,2025/Ago,3.4
352340,ITATIBA,2025/Set,3.0
352340,ITATIBA,2025/Out,3.2
352340,ITATIBA,2025/Nov,3.4
352340,ITATIBA,2025/Dez,3.1
352340,ITATIBA,2026/Jan,3.3
352340,ITATIBA,2026/Fev,3.3
352340,ITATIBA,2026/Mar,3.4
352340,ITATIBA,2026/Abr,3.0
352340,ITATIBA,2026/Mai,3.7
352340,ITATIBA,2026/Jun,3.3
352350,ITATINGA,2025/Jul,4.4
352350,ITATINGA,2025/Ago,2.4
352350,ITATINGA,2025/Set,3.2
352350,ITATINGA,2025/Out,3.9
352350,ITATINGA,2025/Nov,4.4
352350,ITATINGA,2025/Dez,4.8
352350,ITATINGA,2026/Jan,5.6
352350,ITATINGA,2026/Fev,4.6
352350,ITATINGA,2026/Mar,4.0
352350,ITATINGA,2026/Abr,4.7
352350,ITATINGA,2026/Mai,5.2
352350,ITATINGA,2026/Jun,4.9
352360,ITIRAPINA,2025/Jul,4.6
352360,ITIRAPINA,2025/Ago,4.5
352360,ITIRAPINA,2025/Set,7.3
352360,ITIRAPINA,2025/Out,4.3
352360,ITIRAPINA,2025/Nov,5.3
352360,ITIRAPINA,2025/Dez,2.9
352360,ITIRAPINA,2026/Jan,3.3
352360,ITIRAPINA,2026/Fev,5.0
352360,ITIRAPINA,2026/Mar,3.9
352360,ITIRAPINA,2026/Abr,6.2
352360,ITIRAPINA,2026/Mai,4.2
352360,ITIRAPINA,2026/Jun,3.6
352390,ITU,2025/Jul,10.6
352390,ITU,2025/Ago,10.2
352390,ITU,2025/Set,10.3
352390,ITU,2025/Out,10.7
352390,ITU,2025/Nov,11.0
352390,ITU,2025/Dez,12.0
352390,ITU,2026/Jan,11.9
352390,ITU,2026/Fev,10.8
352390,ITU,2026/Mar,11.3
352390,ITU,2026/Abr,11.4
352390,ITU,2026/Mai,11.0
352390,ITU,2026/Jun,9.7
352400,ITUPEVA,2025/Jul,4.0
352400,ITUPEVA,2025/Ago,4.0
352400,ITUPEVA,2025/Set,3.3
352400,ITUPEVA,2025/Out,3.4
352400,ITUPEVA,2025/Nov,3.2
352400,ITUPEVA,2025/Dez,3.7
352400,ITUPEVA,2026/Jan,3.0
352400,ITUPEVA,2026/Fev,3.6
352400,ITUPEVA,2026/Mar,3.0
352400,ITUPEVA,2026/Abr,3.8
352400,ITUPEVA,2026/Mai,3.5
352400,ITUPEVA,2026/Jun,3.1
352410,ITUVERAVA,2025/Jul,3.8
352410,ITUVERAVA,2025/Ago,4.4
352410,ITUVERAVA,2025/Set,3.5
352410,ITUVERAVA,2025/Out,3.6
352410,ITUVERAVA,2025/Nov,4.1
352410,ITUVERAVA,2025/Dez,4.1
352410,ITUVERAVA,2026/Jan,3.8
352410,ITUVERAVA,2026/Fev,3.6
352410,ITUVERAVA,2026/Mar,3.5
352410,ITUVERAVA,2026/Abr,3.5
352410,ITUVERAVA,2026/Mai,3.7
352410,ITUVERAVA,2026/Jun,3.4
352420,JABORANDI,2025/Jul,6.7
352420,JABORANDI,2025/Ago,3.3
352420,JABORANDI,2025/Set,3.4
352420,JABORANDI,2025/Out,4.1
352420,JABORANDI,2025/Nov,3.5
352420,JABORANDI,2025/Dez,6.8
352420,JABORANDI,2026/Jan,5.0
352420,JABORANDI,2026/Fev,2.6
352420,JABORANDI,2026/Mar,4.6
352420,JABORANDI,2026/Abr,2.7
352420,JABORANDI,2026/Mai,2.6
352420,JABORANDI,2026/Jun,3.3
352430,JABOTICABAL,2025/Jul,4.6
352430,JABOTICABAL,2025/Ago,3.8
352430,JABOTICABAL,2025/Set,4.4
352430,JABOTICABAL,2025/Out,4.8
352430,JABOTICABAL,2025/Nov,5.1
352430,JABOTICABAL,2025/Dez,5.1
352430,JABOTICABAL,2026/Jan,3.3
352430,JABOTICABAL,2026/Fev,4.4
352430,JABOTICABAL,2026/Mar,4.7
352430,JABOTICABAL,2026/Abr,4.4
352430,JABOTICABAL,2026/Mai,4.4
352430,JABOTICABAL,2026/Jun,3.8
352440,JACAREI,2025/Jul,4.1
352440,JACAREI,2025/Ago,4.0
352440,JACAREI,2025/Set,4.0
352440,JACAREI,2025/Out,4.1
352440,JACAREI,2025/Nov,4.3
352440,JACAREI,2025/Dez,4.3
352440,JACAREI,2026/Jan,4.4
352440,JACAREI,2026/Fev,3.9
352440,JACAREI,2026/Mar,3.8
352440,JACAREI,2026/Abr,3.8
352440,JACAREI,2026/Mai,3.6
352440,JACAREI,2026/Jun,4.1
352450,JACI,2025/Jul,84.7
352450,JACI,2025/Ago,88.6
352450,JACI,2025/Set,86.7
352450,JACI,2025/Out,91.2
352450,JACI,2025/Nov,94.3
352450,JACI,2025/Dez,120.3
352450,JACI,2026/Jan,113.2
352450,JACI,2026/Fev,35.2
352450,JACI,2026/Mar,107.0
352450,JACI,2026/Abr,156.1
352450,JACI,2026/Mai,97.4
352450,JACI,2026/Jun,101.2
352470,JAGUARIUNA,2025/Jul,3.9
352470,JAGUARIUNA,2025/Ago,3.5
352470,JAGUARIUNA,2025/Set,3.1
352470,JAGUARIUNA,2025/Out,3.9
352470,JAGUARIUNA,2025/Nov,3.1
352470,JAGUARIUNA,2025/Dez,3.0
352470,JAGUARIUNA,2026/Jan,3.5
352470,JAGUARIUNA,2026/Fev,3.6
352470,JAGUARIUNA,2026/Mar,3.5
352470,JAGUARIUNA,2026/Abr,3.2
352470,JAGUARIUNA,2026/Mai,3.3
352470,JAGUARIUNA,2026/Jun,3.1
352480,JALES,2025/Jul,3.2
352480,JALES,2025/Ago,3.3
352480,JALES,2025/Set,3.0
352480,JALES,2025/Out,3.1
352480,JALES,2025/Nov,2.9
352480,JALES,2025/Dez,3.4
352480,JALES,2026/Jan,3.5
352480,JALES,2026/Fev,3.2
352480,JALES,2026/Mar,3.1
352480,JALES,2026/Abr,3.3
352480,JALES,2026/Mai,3.4
352480,JALES,2026/Jun,3.2
352520,JARINU,2025/Jul,3.3
352520,JARINU,2025/Ago,5.2
352520,JARINU,2025/Set,2.9
352520,JARINU,2025/Out,2.7
352520,JARINU,2025/Nov,3.8
352520,JARINU,2025/Dez,3.0
352520,JARINU,2026/Jan,3.3
352520,JARINU,2026/Fev,4.0
352520,JARINU,2026/Mar,3.5
352520,JARINU,2026/Abr,3.0
352520,JARINU,2026/Mai,2.5
352520,JARINU,2026/Jun,3.1
352530,JAU,2025/Jul,5.7
352530,JAU,2025/Ago,6.1
352530,JAU,2025/Set,5.1
352530,JAU,2025/Out,5.1
352530,JAU,2025/Nov,5.6
352530,JAU,2025/Dez,5.6
352530,JAU,2026/Jan,4.8
352530,JAU,2026/Fev,5.5
352530,JAU,2026/Mar,5.7
352530,JAU,2026/Abr,5.1
352530,JAU,2026/Mai,5.4
352530,JAU,2026/Jun,5.3
352550,JOANOPOLIS,2025/Jul,4.4
352550,JOANOPOLIS,2025/Ago,3.4
352550,JOANOPOLIS,2025/Set,3.8
352550,JOANOPOLIS,2025/Out,3.4
352550,JOANOPOLIS,2025/Nov,4.3
352550,JOANOPOLIS,2025/Dez,4.2
352550,JOANOPOLIS,2026/Jan,3.7
352550,JOANOPOLIS,2026/Fev,4.1
352550,JOANOPOLIS,2026/Mar,4.3
352550,JOANOPOLIS,2026/Abr,5.1
352550,JOANOPOLIS,2026/Mai,4.2
352570,JOSE BONIFACIO,2025/Jul,5.2
352570,JOSE BONIFACIO,2025/Ago,5.0
352570,JOSE BONIFACIO,2025/Set,4.6
352570,JOSE BONIFACIO,2025/Out,4.7
352570,JOSE BONIFACIO,2025/Nov,4.7
352570,JOSE BONIFACIO,2025/Dez,4.3
352570,JOSE BONIFACIO,2026/Jan,3.9
352570,JOSE BONIFACIO,2026/Fev,4.5
352570,JOSE BONIFACIO,2026/Mar,4.5
352570,JOSE BONIFACIO,2026/Abr,3.5
352570,JOSE BONIFACIO,2026/Mai,4.0
352570,JOSE BONIFACIO,2026/Jun,4.5
352590,JUNDIAI,2025/Jul,4.1
352590,JUNDIAI,2025/Ago,4.0
352590,JUNDIAI,2025/Set,3.9
352590,JUNDIAI,2025/Out,3.9
352590,JUNDIAI,2025/Nov,4.0
352590,JUNDIAI,2025/Dez,4.4
352590,JUNDIAI,2026/Jan,3.9
352590,JUNDIAI,2026/Fev,3.1
352590,JUNDIAI,2026/Mar,3.9
352590,JUNDIAI,2026/Abr,3.5
352590,JUNDIAI,2026/Mai,3.7
352590,JUNDIAI,2026/Jun,3.9
352600,JUNQUEIROPOLIS,2025/Jul,6.1
352600,JUNQUEIROPOLIS,2025/Ago,6.6
352600,JUNQUEIROPOLIS,2025/Set,5.5
352600,JUNQUEIROPOLIS,2025/Out,6.3
352600,JUNQUEIROPOLIS,2025/Nov,7.0
352600,JUNQUEIROPOLIS,2025/Dez,7.2
352600,JUNQUEIROPOLIS,2026/Jan,5.3
352600,JUNQUEIROPOLIS,2026/Fev,6.4
352600,JUNQUEIROPOLIS,2026/Mar,6.7
352600,JUNQUEIROPOLIS,2026/Abr,7.2
352600,JUNQUEIROPOLIS,2026/Mai,5.8
352600,JUNQUEIROPOLIS,2026/Jun,7.3
352640,LARANJAL PAULISTA,2025/Jul,4.4
352640,LARANJAL PAULISTA,2025/Ago,4.1
352640,LARANJAL PAULISTA,2025/Set,3.7
352640,LARANJAL PAULISTA,2025/Out,3.3
352640,LARANJAL PAULISTA,2025/Nov,3.1
352640,LARANJAL PAULISTA,2025/Dez,3.3
352640,LARANJAL PAULISTA,2026/Jan,4.3
352640,LARANJAL PAULISTA,2026/Fev,3.5
