codigo,codigo_ibge,municipio,populacao,ano
355330,3553302,Tambaú - SP,21650,2025
355340,3553401,Tanabi - SP,26071,2025
355350,3553500,Tapiraí - SP,8122,2025
355360,3553609,Tapiratiba - SP,11903,2025
355365,3553658,Taquaral - SP,2649,2025
355370,3553708,Taquaritinga - SP,53264,2025
355380,3553807,Taquarituba - SP,24932,2025
355385,3553856,Taquarivaí - SP,7170,2025
355390,3553906,Tarabai - SP,6633,2025
355395,3553955,Tarumã - SP,15315,2025
355400,3554003,Tatuí - SP,129130,2025
355410,3554102,Taubaté - SP,322397,2025
355420,3554201,Tejupá - SP,4119,2025
355430,3554300,Teodoro Sampaio - SP,22598,2025
355440,3554409,Terra Roxa - SP,7965,2025
355450,3554508,Tietê - SP,38723,2025
355460,3554607,Timburi - SP,2484,2025
355465,3554656,Torre de Pedra - SP,2056,2025
355470,3554706,Torrinha - SP,9484,2025
355475,3554755,Trabiju - SP,1724,2025
355480,3554805,Tremembé - SP,53426,2025
355490,3554904,Três Fronteiras - SP,7060,2025
355495,3554953,Tuiuti - SP,6976,2025
355500,3555000,Tupã - SP,65433,2025
355510,3555109,Tupi Paulista - SP,16259,2025
355520,3555208,Turiúba - SP,1835,2025
355530,3555307,Turmalina - SP,1662,2025
355535,3555356,Ubarana - SP,5458,2025
355540,3555406,Ubatuba - SP,97096,2025
355550,3555505,Ubirajara - SP,5289,2025
355560,3555604,Uchoa - SP,10670,2025
355570,3555703,União Paulista - SP,1628,2025
355580,3555802,Urânia - SP,8973,2025
355590,3555901,Uru - SP,1424,2025
355600,3556008,Urupês - SP,14073,2025
355610,3556107,Valentim Gentil - SP,14634,2025
355620,3556206,Valinhos - SP,132258,2025
355630,3556305,Valparaíso - SP,24779,2025
355635,3556354,Vargem - SP,10863,2025
355640,3556404,Vargem Grande do Sul - SP,41256,2025
355645,3556453,Vargem Grande Paulista - SP,52352,2025
355650,3556503,Várzea Paulista - SP,119655,2025
355660,3556602,Vera Cruz - SP,10274,2025
355670,3556701,Vinhedo - SP,79089,2025
355680,3556800,Viradouro - SP,17685,2025
355690,3556909,Vista Alegre do Alto - SP,8368,2025
355695,3556958,Vitória Brasil - SP,1828,2025
355700,3557006,Votorantim - SP,133510,2025
355710,3557105,Votuporanga - SP,100568,2025
355715,3557154,Zacarias - SP,2773,2025
355720,3557204,Chavantes - SP,12415,2025
355730,3557303,Estiva Gerbi - SP,11609,2025
