codigo,municipio,periodo,internacoes
351770,GUARA,2025/Nov,62.0
351770,GUARA,2025/Dez,97.0
351770,GUARA,2026/Jan,51.0
351770,GUARA,2026/Fev,52.0
351770,GUARA,2026/Mar,52.0
351770,GUARA,2026/Abr,61.0
351770,GUARA,2026/Mai,59.0
351770,GUARA,2026/Jun,71.0
351780,GUARACAI,2025/Jul,49.0
351780,GUARACAI,2025/Ago,40.0
351780,GUARACAI,2025/Set,53.0
351780,GUARACAI,2025/Out,42.0
351780,GUARACAI,2025/Nov,41.0
351780,GUARACAI,2025/Dez,43.0
351780,GUARACAI,2026/Jan,27.0
351780,GUARACAI,2026/Fev,42.0
351780,GUARACAI,2026/Mar,51.0
351780,GUARACAI,2026/Abr,60.0
351780,GUARACAI,2026/Mai,44.0
351780,GUARACAI,2026/Jun,48.0
351820,GUARARAPES,2025/Jul,141.0
351820,GUARARAPES,2025/Ago,145.0
351820,GUARARAPES,2025/Set,129.0
351820,GUARARAPES,2025/Out,155.0
351820,GUARARAPES,2025/Nov,121.0
351820,GUARARAPES,2025/Dez,123.0
351820,GUARARAPES,2026/Jan,135.0
351820,GUARARAPES,2026/Fev,109.0
351820,GUARARAPES,2026/Mar,113.0
351820,GUARARAPES,2026/Abr,116.0
351820,GUARARAPES,2026/Mai,130.0
351820,GUARARAPES,2026/Jun,152.0
351830,GUARAREMA,2025/Jul,116.0
351830,GUARAREMA,2025/Ago,128.0
351830,GUARAREMA,2025/Set,134.0
351830,GUARAREMA,2025/Out,124.0
351830,GUARAREMA,2025/Nov,104.0
351830,GUARAREMA,2025/Dez,138.0
351830,GUARAREMA,2026/Jan,123.0
351830,GUARAREMA,2026/Fev,117.0
351830,GUARAREMA,2026/Mar,130.0
351830,GUARAREMA,2026/Abr,158.0
351830,GUARAREMA,2026/Mai,151.0
351830,GUARAREMA,2026/Jun,133.0
351840,GUARATINGUETA,2025/Jul,631.0
351840,GUARATINGUETA,2025/Ago,575.0
351840,GUARATINGUETA,2025/Set,530.0
351840,GUARATINGUETA,2025/Out,532.0
351840,GUARATINGUETA,2025/Nov,526.0
351840,GUARATINGUETA,2025/Dez,441.0
351840,GUARATINGUETA,2026/Jan,713.0
351840,GUARATINGUETA,2026/Fev,1248.0
351840,GUARATINGUETA,2026/Mar,1100.0
351840,GUARATINGUETA,2026/Abr,1301.0
351840,GUARATINGUETA,2026/Mai,1116.0
351840,GUARATINGUETA,2026/Jun,1398.0
351860,GUARIBA,2025/Jul,116.0
351860,GUARIBA,2025/Ago,105.0
351860,GUARIBA,2025/Set,115.0
351860,GUARIBA,2025/Out,121.0
351860,GUARIBA,2025/Nov,107.0
351860,GUARIBA,2025/Dez,113.0
351860,GUARIBA,2026/Jan,124.0
351860,GUARIBA,2026/Fev,98.0
351860,GUARIBA,2026/Mar,145.0
351860,GUARIBA,2026/Abr,118.0
351860,GUARIBA,2026/Mai,140.0
351860,GUARIBA,2026/Jun,121.0
351870,GUARUJA,2025/Jul,1161.0
351870,GUARUJA,2025/Ago,1120.0
351870,GUARUJA,2025/Set,1088.0
351870,GUARUJA,2025/Out,1147.0
351870,GUARUJA,2025/Nov,1037.0
351870,GUARUJA,2025/Dez,1106.0
351870,GUARUJA,2026/Jan,1114.0
351870,GUARUJA,2026/Fev,1009.0
351870,GUARUJA,2026/Mar,1133.0
351870,GUARUJA,2026/Abr,1174.0
351870,GUARUJA,2026/Mai,905.0
351870,GUARUJA,2026/Jun,1063.0
351880,GUARULHOS,2025/Jul,5118.0
351880,GUARULHOS,2025/Ago,4697.0
351880,GUARULHOS,2025/Set,5011.0
351880,GUARULHOS,2025/Out,5297.0
351880,GUARULHOS,2025/Nov,4353.0
351880,GUARULHOS,2025/Dez,4370.0
351880,GUARULHOS,2026/Jan,4852.0
351880,GUARULHOS,2026/Fev,4304.0
351880,GUARULHOS,2026/Mar,5163.0
351880,GUARULHOS,2026/Abr,4637.0
351880,GUARULHOS,2026/Mai,4927.0
351880,GUARULHOS,2026/Jun,4259.0
351900,HERCULANDIA,2025/Jul,68.0
351900,HERCULANDIA,2025/Ago,80.0
351900,HERCULANDIA,2025/Set,34.0
351900,HERCULANDIA,2025/Out,62.0
351900,HERCULANDIA,2025/Nov,39.0
351900,HERCULANDIA,2025/Dez,61.0
351900,HERCULANDIA,2026/Jan,75.0
351900,HERCULANDIA,2026/Fev,71.0
351900,HERCULANDIA,2026/Mar,65.0
351900,HERCULANDIA,2026/Abr,67.0
351900,HERCULANDIA,2026/Mai,86.0
351900,HERCULANDIA,2026/Jun,57.0
351907,HORTOLANDIA,2025/Jul,468.0
351907,HORTOLANDIA,2025/Ago,610.0
351907,HORTOLANDIA,2025/Set,474.0
351907,HORTOLANDIA,2025/Out,460.0
351907,HORTOLANDIA,2025/Nov,443.0
351907,HORTOLANDIA,2025/Dez,485.0
351907,HORTOLANDIA,2026/Jan,528.0
351907,HORTOLANDIA,2026/Fev,435.0
351907,HORTOLANDIA,2026/Mar,514.0
351907,HORTOLANDIA,2026/Abr,432.0
351907,HORTOLANDIA,2026/Mai,468.0
351907,HORTOLANDIA,2026/Jun,422.0
351910,IACANGA,2025/Jul,77.0
351910,IACANGA,2025/Ago,73.0
351910,IACANGA,2025/Set,80.0
351910,IACANGA,2025/Out,47.0
351910,IACANGA,2025/Nov,62.0
351910,IACANGA,2025/Dez,38.0
351910,IACANGA,2026/Jan,55.0
351910,IACANGA,2026/Fev,67.0
351910,IACANGA,2026/Mar,79.0
351910,IACANGA,2026/Abr,88.0
351910,IACANGA,2026/Mai,76.0
351910,IACANGA,2026/Jun,46.0
351930,IBATE,2025/Jul,86.0
351930,IBATE,2025/Ago,81.0
351930,IBATE,2025/Set,83.0
351930,IBATE,2025/Out,74.0
351930,IBATE,2025/Nov,78.0
351930,IBATE,2025/Dez,78.0
351930,IBATE,2026/Jan,70.0
351930,IBATE,2026/Fev,69.0
351930,IBATE,2026/Mar,66.0
351930,IBATE,2026/Abr,87.0
351930,IBATE,2026/Mai,94.0
351930,IBATE,2026/Jun,92.0
351940,IBIRA,2025/Jul,34.0
351940,IBIRA,2025/Ago,39.0
351940,IBIRA,2025/Set,33.0
351940,IBIRA,2025/Out,30.0
351940,IBIRA,2025/Nov,34.0
351940,IBIRA,2025/Dez,33.0
351940,IBIRA,2026/Jan,36.0
351940,IBIRA,2026/Fev,31.0
351940,IBIRA,2026/Mar,36.0
351940,IBIRA,2026/Abr,29.0
351940,IBIRA,2026/Mai,44.0
351940,IBIRA,2026/Jun,36.0
351960,IBITINGA,2025/Jul,478.0
351960,IBITINGA,2025/Ago,498.0
351960,IBITINGA,2025/Set,377.0
351960,IBITINGA,2025/Out,389.0
351960,IBITINGA,2025/Nov,358.0
351960,IBITINGA,2025/Dez,392.0
351960,IBITINGA,2026/Jan,414.0
351960,IBITINGA,2026/Fev,441.0
351960,IBITINGA,2026/Mar,451.0
351960,IBITINGA,2026/Abr,408.0
351960,IBITINGA,2026/Mai,417.0
351960,IBITINGA,2026/Jun,427.0
351970,IBIUNA,2025/Jul,349.0
351970,IBIUNA,2025/Ago,385.0
351970,IBIUNA,2025/Set,404.0
351970,IBIUNA,2025/Out,401.0
351970,IBIUNA,2025/Nov,334.0
351970,IBIUNA,2025/Dez,285.0
351970,IBIUNA,2026/Jan,350.0
351970,IBIUNA,2026/Fev,330.0
351970,IBIUNA,2026/Mar,407.0
351970,IBIUNA,2026/Abr,369.0
351970,IBIUNA,2026/Mai,330.0
351970,IBIUNA,2026/Jun,357.0
351990,IEPE,2025/Jul,76.0
351990,IEPE,2025/Ago,67.0
351990,IEPE,2025/Set,62.0
351990,IEPE,2025/Out,63.0
351990,IEPE,2025/Nov,46.0
351990,IEPE,2025/Dez,55.0
351990,IEPE,2026/Jan,53.0
351990,IEPE,2026/Fev,48.0
351990,IEPE,2026/Mar,50.0
351990,IEPE,2026/Abr,80.0
351990,IEPE,2026/Mai,53.0
351990,IEPE,2026/Jun,63.0
352010,IGARAPAVA,2025/Jul,129.0
352010,IGARAPAVA,2025/Ago,133.0
352010,IGARAPAVA,2025/Set,132.0
352010,IGARAPAVA,2025/Out,138.0
352010,IGARAPAVA,2025/Nov,111.0
352010,IGARAPAVA,2025/Dez,107.0
352010,IGARAPAVA,2026/Jan,85.0
352010,IGARAPAVA,2026/Fev,98.0
352010,IGARAPAVA,2026/Mar,102.0
352010,IGARAPAVA,2026/Abr,115.0
352010,IGARAPAVA,2026/Mai,122.0
352010,IGARAPAVA,2026/Jun,107.0
352040,ILHABELA,2025/Jul,296.0
352040,ILHABELA,2025/Ago,265.0
352040,ILHABELA,2025/Set,279.0
352040,ILHABELA,2025/Out,259.0
352040,ILHABELA,2025/Nov,222.0
352040,ILHABELA,2025/Dez,219.0
352040,ILHABELA,2026/Jan,327.0
352040,ILHABELA,2026/Fev,199.0
352040,ILHABELA,2026/Mar,209.0
352040,ILHABELA,2026/Abr,177.0
352040,ILHABELA,2026/Mai,160.0
352040,ILHABELA,2026/Jun,210.0
352044,ILHA SOLTEIRA,2025/Jul,264.0
352044,ILHA SOLTEIRA,2025/Ago,250.0
352044,ILHA SOLTEIRA,2025/Set,262.0
352044,ILHA SOLTEIRA,2025/Out,281.0
352044,ILHA SOLTEIRA,2025/Nov,203.0
352044,ILHA SOLTEIRA,2025/Dez,218.0
352044,ILHA SOLTEIRA,2026/Jan,197.0
352044,ILHA SOLTEIRA,2026/Fev,196.0
352044,ILHA SOLTEIRA,2026/Mar,191.0
352044,ILHA SOLTEIRA,2026/Abr,259.0
352044,ILHA SOLTEIRA,2026/Mai,209.0
352044,ILHA SOLTEIRA,2026/Jun,225.0
352050,INDAIATUBA,2025/Jul,1950.0
352050,INDAIATUBA,2025/Ago,1962.0
352050,INDAIATUBA,2025/Set,1914.0
352050,INDAIATUBA,2025/Out,1990.0
352050,INDAIATUBA,2025/Nov,1872.0
352050,INDAIATUBA,2025/Dez,1753.0
352050,INDAIATUBA,2026/Jan,1866.0
352050,INDAIATUBA,2026/Fev,1696.0
352050,INDAIATUBA,2026/Mar,2030.0
352050,INDAIATUBA,2026/Abr,1910.0
352050,INDAIATUBA,2026/Mai,1973.0
352050,INDAIATUBA,2026/Jun,1829.0
352070,INDIAPORA,2025/Jul,33.0
352070,INDIAPORA,2025/Ago,29.0
352070,INDIAPORA,2025/Set,24.0
352070,INDIAPORA,2025/Out,42.0
352070,INDIAPORA,2025/Nov,28.0
352070,INDIAPORA,2025/Dez,27.0
352070,INDIAPORA,2026/Jan,27.0
352070,INDIAPORA,2026/Fev,28.0
352070,INDIAPORA,2026/Mar,44.0
352070,INDIAPORA,2026/Abr,29.0
352070,INDIAPORA,2026/Mai,42.0
352070,INDIAPORA,2026/Jun,31.0
352090,IPAUSSU,2025/Jul,62.0
352090,IPAUSSU,2025/Ago,83.0
352090,IPAUSSU,2025/Set,96.0
352090,IPAUSSU,2025/Out,61.0
352090,IPAUSSU,2025/Nov,44.0
352090,IPAUSSU,2025/Dez,59.0
352090,IPAUSSU,2026/Jan,56.0
352090,IPAUSSU,2026/Fev,71.0
352090,IPAUSSU,2026/Mar,82.0
352090,IPAUSSU,2026/Abr,72.0
352090,IPAUSSU,2026/Mai,68.0
352090,IPAUSSU,2026/Jun,88.0
352130,IPUA,2025/Jul,104.0
352130,IPUA,2025/Ago,91.0
352130,IPUA,2025/Set,107.0
352130,IPUA,2025/Out,89.0
352130,IPUA,2025/Nov,89.0
352130,IPUA,2025/Dez,85.0
352130,IPUA,2026/Jan,87.0
352130,IPUA,2026/Fev,87.0
352130,IPUA,2026/Mar,98.0
352130,IPUA,2026/Abr,93.0
352130,IPUA,2026/Mai,80.0
352130,IPUA,2026/Jun,79.0
352170,ITABERA,2025/Jul,102.0
352170,ITABERA,2025/Ago,73.0
352170,ITABERA,2025/Set,103.0
352170,ITABERA,2025/Out,118.0
352170,ITABERA,2025/Nov,105.0
352170,ITABERA,2025/Dez,89.0
352170,ITABERA,2026/Jan,98.0
352170,ITABERA,2026/Fev,88.0
352170,ITABERA,2026/Mar,97.0
352170,ITABERA,2026/Abr,74.0
352170,ITABERA,2026/Mai,102.0
352180,ITAI,2025/Jul,84.0
352180,ITAI,2025/Ago,75.0
352180,ITAI,2025/Set,103.0
352180,ITAI,2025/Out,89.0
352180,ITAI,2025/Nov,69.0
352180,ITAI,2025/Dez,100.0
352180,ITAI,2026/Jan,73.0
352180,ITAI,2026/Fev,59.0
352180,ITAI,2026/Mar,96.0
352180,ITAI,2026/Abr,94.0
352180,ITAI,2026/Mai,104.0
352180,ITAI,2026/Jun,78.0
352190,ITAJOBI,2025/Jul,73.0
352190,ITAJOBI,2025/Ago,82.0
352190,ITAJOBI,2025/Set,64.0
352190,ITAJOBI,2025/Out,48.0
352190,ITAJOBI,2025/Nov,48.0
352190,ITAJOBI,2025/Dez,47.0
352190,ITAJOBI,2026/Jan,44.0
352190,ITAJOBI,2026/Fev,52.0
352190,ITAJOBI,2026/Mar,70.0
352190,ITAJOBI,2026/Abr,71.0
352190,ITAJOBI,2026/Mai,77.0
352190,ITAJOBI,2026/Jun,75.0
352210,ITANHAEM,2025/Jul,877.0
352210,ITANHAEM,2025/Ago,1116.0
352210,ITANHAEM,2025/Set,1008.0
352210,ITANHAEM,2025/Out,1019.0
352210,ITANHAEM,2025/Nov,956.0
352210,ITANHAEM,2025/Dez,1008.0
352210,ITANHAEM,2026/Jan,983.0
352210,ITANHAEM,2026/Fev,957.0
352210,ITANHAEM,2026/Mar,962.0
352210,ITANHAEM,2026/Abr,1098.0
352210,ITANHAEM,2026/Mai,1026.0
352210,ITANHAEM,2026/Jun,1001.0
352220,ITAPECERICA DA SERRA,2025/Jul,1516.0
352220,ITAPECERICA DA SERRA,2025/Ago,848.0
352220,ITAPECERICA DA SERRA,2025/Set,1466.0
352220,ITAPECERICA DA SERRA,2025/Out,2175.0
352220,ITAPECERICA DA SERRA,2025/Nov,1356.0
352220,ITAPECERICA DA SERRA,2025/Dez,1412.0
352220,ITAPECERICA DA SERRA,2026/Jan,1307.0
352220,ITAPECERICA DA SERRA,2026/Fev,1271.0
352220,ITAPECERICA DA SERRA,2026/Mar,1649.0
352220,ITAPECERICA DA SERRA,2026/Abr,1391.0
352220,ITAPECERICA DA SERRA,2026/Mai,1353.0
352220,ITAPECERICA DA SERRA,2026/Jun,1417.0
352230,ITAPETININGA,2025/Jul,945.0
352230,ITAPETININGA,2025/Ago,885.0
352230,ITAPETININGA,2025/Set,857.0
352230,ITAPETININGA,2025/Out,859.0
352230,ITAPETININGA,2025/Nov,830.0
352230,ITAPETININGA,2025/Dez,819.0
352230,ITAPETININGA,2026/Jan,855.0
352230,ITAPETININGA,2026/Fev,808.0
352230,ITAPETININGA,2026/Mar,899.0
352230,ITAPETININGA,2026/Abr,918.0
352230,ITAPETININGA,2026/Mai,896.0
352230,ITAPETININGA,2026/Jun,890.0
352240,ITAPEVA,2025/Jul,874.0
352240,ITAPEVA,2025/Ago,789.0
352240,ITAPEVA,2025/Set,728.0
352240,ITAPEVA,2025/Out,907.0
352240,ITAPEVA,2025/Nov,919.0
352240,ITAPEVA,2025/Dez,788.0
352240,ITAPEVA,2026/Jan,607.0
352240,ITAPEVA,2026/Fev,767.0
352240,ITAPEVA,2026/Mar,644.0
352240,ITAPEVA,2026/Abr,812.0
352240,ITAPEVA,2026/Mai,823.0
352240,ITAPEVA,2026/Jun,849.0
352250,ITAPEVI,2025/Jul,1463.0
352250,ITAPEVI,2025/Ago,1393.0
352250,ITAPEVI,2025/Set,1360.0
352250,ITAPEVI,2025/Out,1337.0
352250,ITAPEVI,2025/Nov,1236.0
352250,ITAPEVI,2025/Dez,1245.0
352250,ITAPEVI,2026/Jan,1254.0
352250,ITAPEVI,2026/Fev,1210.0
352250,ITAPEVI,2026/Mar,1402.0
352250,ITAPEVI,2026/Abr,1335.0
352250,ITAPEVI,2026/Mai,1293.0
352250,ITAPEVI,2026/Jun,1290.0
352260,ITAPIRA,2025/Jul,553.0
352260,ITAPIRA,2025/Ago,569.0
352260,ITAPIRA,2025/Set,493.0
352260,ITAPIRA,2025/Out,517.0
352260,ITAPIRA,2025/Nov,472.0
352260,ITAPIRA,2025/Dez,523.0
352260,ITAPIRA,2026/Jan,573.0
352260,ITAPIRA,2026/Fev,472.0
352260,ITAPIRA,2026/Mar,421.0
352260,ITAPIRA,2026/Abr,409.0
352260,ITAPIRA,2026/Mai,413.0
352260,ITAPIRA,2026/Jun,447.0
352270,ITAPOLIS,2025/Jul,288.0
352270,ITAPOLIS,2025/Ago,293.0
352270,ITAPOLIS,2025/Set,297.0
352270,ITAPOLIS,2025/Out,284.0
352270,ITAPOLIS,2025/Nov,296.0
352270,ITAPOLIS,2025/Dez,246.0
352270,ITAPOLIS,2026/Jan,252.0
352270,ITAPOLIS,2026/Fev,254.0
352270,ITAPOLIS,2026/Mar,320.0
352270,ITAPOLIS,2026/Abr,359.0
352270,ITAPOLIS,2026/Mai,386.0
352270,ITAPOLIS,2026/Jun,416.0
352280,ITAPORANGA,2025/Jul,111.0
352280,ITAPORANGA,2025/Ago,85.0
352280,ITAPORANGA,2025/Set,98.0
352280,ITAPORANGA,2025/Out,97.0
352280,ITAPORANGA,2025/Nov,79.0
352280,ITAPORANGA,2025/Dez,106.0
352280,ITAPORANGA,2026/Jan,86.0
352280,ITAPORANGA,2026/Fev,85.0
352280,ITAPORANGA,2026/Mar,83.0
352280,ITAPORANGA,2026/Abr,74.0
352280,ITAPORANGA,2026/Mai,96.0
352280,ITAPORANGA,2026/Jun,91.0
352290,ITAPUI,2025/Jul,12.0
352310,ITAQUAQUECETUBA,2025/Jul,1278.0
352310,ITAQUAQUECETUBA,2025/Ago,1208.0
352310,ITAQUAQUECETUBA,2025/Set,1322.0
352310,ITAQUAQUECETUBA,2025/Out,1213.0
352310,ITAQUAQUECETUBA,2025/Nov,1229.0
352310,ITAQUAQUECETUBA,2025/Dez,1234.0
352310,ITAQUAQUECETUBA,2026/Jan,1180.0
352310,ITAQUAQUECETUBA,2026/Fev,1219.0
352310,ITAQUAQUECETUBA,2026/Mar,1381.0
352310,ITAQUAQUECETUBA,2026/Abr,1232.0
352310,ITAQUAQUECETUBA,2026/Mai,1324.0
352310,ITAQUAQUECETUBA,2026/Jun,1321.0
352320,ITARARE,2025/Jul,366.0
352320,ITARARE,2025/Ago,331.0
352320,ITARARE,2025/Set,328.0
352320,ITARARE,2025/Out,348.0
352320,ITARARE,2025/Nov,330.0
352320,ITARARE,2025/Dez,357.0
352320,ITARARE,2026/Jan,389.0
352320,ITARARE,2026/Fev,341.0
352320,ITARARE,2026/Mar,374.0
352320,ITARARE,2026/Abr,351.0
352320,ITARARE,2026/Mai,314.0
352320,ITARARE,2026/Jun,341.0
352340,ITATIBA,2025/Jul,553.0
352340,ITATIBA,2025/Ago,618.0
352340,ITATIBA,2025/Set,552.0
352340,ITATIBA,2025/Out,581.0
352340,ITATIBA,2025/Nov,557.0
352340,ITATIBA,2025/Dez,716.0
352340,ITATIBA,2026/Jan,702.0
352340,ITATIBA,2026/Fev,599.0
352340,ITATIBA,2026/Mar,576.0
352340,ITATIBA,2026/Abr,645.0
352340,ITATIBA,2026/Mai,466.0
352340,ITATIBA,2026/Jun,472.0
352350,ITATINGA,2025/Jul,27.0
352350,ITATINGA,2025/Ago,36.0
352350,ITATINGA,2025/Set,27.0
352350,ITATINGA,2025/Out,27.0
352350,ITATINGA,2025/Nov,14.0
352350,ITATINGA,2025/Dez,20.0
352350,ITATINGA,2026/Jan,31.0
352350,ITATINGA,2026/Fev,16.0
352350,ITATINGA,2026/Mar,26.0
352350,ITATINGA,2026/Abr,29.0
352350,ITATINGA,2026/Mai,28.0
352350,ITATINGA,2026/Jun,21.0
352360,ITIRAPINA,2025/Jul,13.0
352360,ITIRAPINA,2025/Ago,8.0
352360,ITIRAPINA,2025/Set,10.0
352360,ITIRAPINA,2025/Out,12.0
352360,ITIRAPINA,2025/Nov,8.0
352360,ITIRAPINA,2025/Dez,7.0
352360,ITIRAPINA,2026/Jan,3.0
352360,ITIRAPINA,2026/Fev,7.0
352360,ITIRAPINA,2026/Mar,7.0
352360,ITIRAPINA,2026/Abr,21.0
352360,ITIRAPINA,2026/Mai,12.0
352360,ITIRAPINA,2026/Jun,15.0
352390,ITU,2025/Jul,764.0
352390,ITU,2025/Ago,776.0
352390,ITU,2025/Set,718.0
352390,ITU,2025/Out,694.0
352390,ITU,2025/Nov,670.0
352390,ITU,2025/Dez,630.0
352390,ITU,2026/Jan,651.0
352390,ITU,2026/Fev,654.0
352390,ITU,2026/Mar,694.0
352390,ITU,2026/Abr,676.0
352390,ITU,2026/Mai,713.0
352390,ITU,2026/Jun,809.0
352400,ITUPEVA,2025/Jul,204.0
352400,ITUPEVA,2025/Ago,180.0
352400,ITUPEVA,2025/Set,179.0
352400,ITUPEVA,2025/Out,181.0
352400,ITUPEVA,2025/Nov,187.0
352400,ITUPEVA,2025/Dez,100.0
352400,ITUPEVA,2026/Jan,250.0
352400,ITUPEVA,2026/Fev,178.0
352400,ITUPEVA,2026/Mar,187.0
352400,ITUPEVA,2026/Abr,168.0
352400,ITUPEVA,2026/Mai,201.0
352400,ITUPEVA,2026/Jun,188.0
352410,ITUVERAVA,2025/Jul,342.0
352410,ITUVERAVA,2025/Ago,392.0
352410,ITUVERAVA,2025/Set,345.0
352410,ITUVERAVA,2025/Out,355.0
352410,ITUVERAVA,2025/Nov,278.0
352410,ITUVERAVA,2025/Dez,276.0
352410,ITUVERAVA,2026/Jan,255.0
352410,ITUVERAVA,2026/Fev,269.0
352410,ITUVERAVA,2026/Mar,291.0
352410,ITUVERAVA,2026/Abr,289.0
352410,ITUVERAVA,2026/Mai,307.0
352410,ITUVERAVA,2026/Jun,287.0
352420,JABORANDI,2025/Jul,3.0
352420,JABORANDI,2025/Ago,3.0
352420,JABORANDI,2025/Set,7.0
352420,JABORANDI,2025/Out,7.0
352420,JABORANDI,2025/Nov,2.0
352420,JABORANDI,2025/Dez,6.0
352420,JABORANDI,2026/Jan,4.0
352420,JABORANDI,2026/Fev,5.0
352420,JABORANDI,2026/Mar,7.0
352420,JABORANDI,2026/Abr,3.0
352420,JABORANDI,2026/Mai,5.0
352420,JABORANDI,2026/Jun,4.0
352430,JABOTICABAL,2025/Jul,181.0
352430,JABOTICABAL,2025/Ago,156.0
352430,JABOTICABAL,2025/Set,194.0
352430,JABOTICABAL,2025/Out,182.0
352430,JABOTICABAL,2025/Nov,184.0
352430,JABOTICABAL,2025/Dez,154.0
352430,JABOTICABAL,2026/Jan,197.0
352430,JABOTICABAL,2026/Fev,157.0
352430,JABOTICABAL,2026/Mar,213.0
352430,JABOTICABAL,2026/Abr,205.0
352430,JABOTICABAL,2026/Mai,215.0
352430,JABOTICABAL,2026/Jun,211.0
352440,JACAREI,2025/Jul,1206.0
352440,JACAREI,2025/Ago,1332.0
352440,JACAREI,2025/Set,1215.0
352440,JACAREI,2025/Out,1311.0
352440,JACAREI,2025/Nov,1149.0
352440,JACAREI,2025/Dez,1161.0
352440,JACAREI,2026/Jan,1156.0
352440,JACAREI,2026/Fev,1182.0
352440,JACAREI,2026/Mar,1390.0
352440,JACAREI,2026/Abr,1326.0
352440,JACAREI,2026/Mai,1463.0
352440,JACAREI,2026/Jun,1275.0
352450,JACI,2025/Jul,64.0
352450,JACI,2025/Ago,59.0
352450,JACI,2025/Set,58.0
352450,JACI,2025/Out,59.0
352450,JACI,2025/Nov,54.0
352450,JACI,2025/Dez,43.0
352450,JACI,2026/Jan,47.0
352450,JACI,2026/Fev,132.0
352450,JACI,2026/Mar,48.0
352450,JACI,2026/Abr,32.0
352450,JACI,2026/Mai,54.0
352450,JACI,2026/Jun,51.0
352470,JAGUARIUNA,2025/Jul,390.0
352470,JAGUARIUNA,2025/Ago,333.0
352470,JAGUARIUNA,2025/Set,319.0
352470,JAGUARIUNA,2025/Out,330.0
352470,JAGUARIUNA,2025/Nov,331.0
352470,JAGUARIUNA,2025/Dez,288.0
352470,JAGUARIUNA,2026/Jan,367.0
352470,JAGUARIUNA,2026/Fev,318.0
352470,JAGUARIUNA,2026/Mar,334.0
352470,JAGUARIUNA,2026/Abr,293.0
352470,JAGUARIUNA,2026/Mai,299.0
352470,JAGUARIUNA,2026/Jun,323.0
352480,JALES,2025/Jul,801.0
352480,JALES,2025/Ago,704.0
352480,JALES,2025/Set,719.0
352480,JALES,2025/Out,735.0
352480,JALES,2025/Nov,579.0
352480,JALES,2025/Dez,806.0
352480,JALES,2026/Jan,715.0
352480,JALES,2026/Fev,747.0
352480,JALES,2026/Mar,790.0
352480,JALES,2026/Abr,677.0
352480,JALES,2026/Mai,691.0
352480,JALES,2026/Jun,747.0
352520,JARINU,2025/Jul,56.0
352520,JARINU,2025/Ago,59.0
352520,JARINU,2025/Set,55.0
352520,JARINU,2025/Out,49.0
352520,JARINU,2025/Nov,43.0
352520,JARINU,2025/Dez,51.0
352520,JARINU,2026/Jan,41.0
352520,JARINU,2026/Fev,38.0
352520,JARINU,2026/Mar,30.0
352520,JARINU,2026/Abr,44.0
352520,JARINU,2026/Mai,40.0
352520,JARINU,2026/Jun,59.0
352530,JAU,2025/Jul,2299.0
352530,JAU,2025/Ago,2167.0
352530,JAU,2025/Set,2361.0
352530,JAU,2025/Out,2481.0
352530,JAU,2025/Nov,2222.0
352530,JAU,2025/Dez,2190.0
352530,JAU,2026/Jan,1820.0
352530,JAU,2026/Fev,1975.0
352530,JAU,2026/Mar,2746.0
352530,JAU,2026/Abr,2383.0
352530,JAU,2026/Mai,2279.0
352530,JAU,2026/Jun,2319.0
352550,JOANOPOLIS,2025/Jul,12.0
352550,JOANOPOLIS,2025/Ago,14.0
352550,JOANOPOLIS,2025/Set,16.0
352550,JOANOPOLIS,2025/Out,16.0
352550,JOANOPOLIS,2025/Nov,23.0
352550,JOANOPOLIS,2025/Dez,23.0
352550,JOANOPOLIS,2026/Jan,29.0
352550,JOANOPOLIS,2026/Fev,21.0
352550,JOANOPOLIS,2026/Mar,18.0
352550,JOANOPOLIS,2026/Abr,21.0
352550,JOANOPOLIS,2026/Mai,23.0
352570,JOSE BONIFACIO,2025/Jul,184.0
352570,JOSE BONIFACIO,2025/Ago,191.0
352570,JOSE BONIFACIO,2025/Set,193.0
352570,JOSE BONIFACIO,2025/Out,201.0
352570,JOSE BONIFACIO,2025/Nov,200.0
352570,JOSE BONIFACIO,2025/Dez,195.0
352570,JOSE BONIFACIO,2026/Jan,199.0
352570,JOSE BONIFACIO,2026/Fev,222.0
352570,JOSE BONIFACIO,2026/Mar,209.0
352570,JOSE BONIFACIO,2026/Abr,237.0
352570,JOSE BONIFACIO,2026/Mai,235.0
352570,JOSE BONIFACIO,2026/Jun,205.0
352590,JUNDIAI,2025/Jul,3689.0
352590,JUNDIAI,2025/Ago,3430.0
352590,JUNDIAI,2025/Set,3582.0
352590,JUNDIAI,2025/Out,3468.0
352590,JUNDIAI,2025/Nov,3151.0
352590,JUNDIAI,2025/Dez,2887.0
352590,JUNDIAI,2026/Jan,4121.0
352590,JUNDIAI,2026/Fev,4145.0
352590,JUNDIAI,2026/Mar,3978.0
352590,JUNDIAI,2026/Abr,3794.0
352590,JUNDIAI,2026/Mai,4048.0
352590,JUNDIAI,2026/Jun,3698.0
352600,JUNQUEIROPOLIS,2025/Jul,98.0
352600,JUNQUEIROPOLIS,2025/Ago,101.0
352600,JUNQUEIROPOLIS,2025/Set,119.0
352600,JUNQUEIROPOLIS,2025/Out,116.0
352600,JUNQUEIROPOLIS,2025/Nov,84.0
352600,JUNQUEIROPOLIS,2025/Dez,102.0
352600,JUNQUEIROPOLIS,2026/Jan,85.0
352600,JUNQUEIROPOLIS,2026/Fev,84.0
