codigo,municipio,periodo,valor_total
351670,GARCA,2026/Mai,428662.44
351670,GARCA,2026/Jun,528192.61
351690,GENERAL SALGADO,2025/Jul,23959.91
351690,GENERAL SALGADO,2025/Ago,26977.2
351690,GENERAL SALGADO,2025/Set,16035.83
351690,GENERAL SALGADO,2025/Out,17225.21
351690,GENERAL SALGADO,2025/Nov,16406.25
351690,GENERAL SALGADO,2025/Dez,20547.15
351690,GENERAL SALGADO,2026/Jan,20556.68
351690,GENERAL SALGADO,2026/Fev,23779.89
351690,GENERAL SALGADO,2026/Mar,16967.34
351690,GENERAL SALGADO,2026/Abr,13751.36
351690,GENERAL SALGADO,2026/Mai,22381.39
351690,GENERAL SALGADO,2026/Jun,20675.62
351700,GETULINA,2025/Jul,14964.65
351700,GETULINA,2025/Ago,13112.69
351700,GETULINA,2025/Set,15332.14
351700,GETULINA,2025/Out,13171.74
351700,GETULINA,2025/Nov,10891.47
351700,GETULINA,2025/Dez,7775.09
351700,GETULINA,2026/Jan,9883.21
351700,GETULINA,2026/Fev,9697.25
351700,GETULINA,2026/Mar,8899.83
351700,GETULINA,2026/Abr,8163.56
351700,GETULINA,2026/Mai,7540.85
351700,GETULINA,2026/Jun,6028.07
351740,GUAIRA,2025/Jul,445553.55
351740,GUAIRA,2025/Ago,468803.37
351740,GUAIRA,2025/Set,510151.29
351740,GUAIRA,2025/Out,411778.58
351740,GUAIRA,2025/Nov,488985.73
351740,GUAIRA,2025/Dez,442591.97
351740,GUAIRA,2026/Jan,383754.32
351740,GUAIRA,2026/Fev,317968.96
351740,GUAIRA,2026/Mar,493742.95
351740,GUAIRA,2026/Abr,457403.13
351740,GUAIRA,2026/Mai,474891.84
351740,GUAIRA,2026/Jun,575823.77
351760,GUAPIARA,2025/Jul,10361.03
351760,GUAPIARA,2025/Ago,10397.31
351760,GUAPIARA,2025/Set,9226.44
351760,GUAPIARA,2025/Out,10994.13
351760,GUAPIARA,2025/Nov,13829.02
351760,GUAPIARA,2025/Dez,6727.45
351760,GUAPIARA,2026/Jan,9814.49
351760,GUAPIARA,2026/Fev,12310.53
351760,GUAPIARA,2026/Mar,9257.43
351760,GUAPIARA,2026/Abr,5200.86
351760,GUAPIARA,2026/Mai,7701.1
351760,GUAPIARA,2026/Jun,8821.0
351770,GUARA,2025/Jul,48505.65
351770,GUARA,2025/Ago,33898.92
351770,GUARA,2025/Set,37723.66
351770,GUARA,2025/Out,41729.71
351770,GUARA,2025/Nov,32758.9
351770,GUARA,2025/Dez,45461.3
351770,GUARA,2026/Jan,23294.29
351770,GUARA,2026/Fev,23923.13
351770,GUARA,2026/Mar,20226.4
351770,GUARA,2026/Abr,27430.44
351770,GUARA,2026/Mai,24462.12
351770,GUARA,2026/Jun,37872.53
351780,GUARACAI,2025/Jul,26357.83
351780,GUARACAI,2025/Ago,19091.73
351780,GUARACAI,2025/Set,23820.89
351780,GUARACAI,2025/Out,23443.8
351780,GUARACAI,2025/Nov,22117.32
351780,GUARACAI,2025/Dez,20062.1
351780,GUARACAI,2026/Jan,10500.72
351780,GUARACAI,2026/Fev,22700.02
351780,GUARACAI,2026/Mar,22384.21
351780,GUARACAI,2026/Abr,30326.97
351780,GUARACAI,2026/Mai,20887.65
351780,GUARACAI,2026/Jun,23875.61
351820,GUARARAPES,2025/Jul,68537.1
351820,GUARARAPES,2025/Ago,70936.01
351820,GUARARAPES,2025/Set,65008.8
351820,GUARARAPES,2025/Out,81375.53
351820,GUARARAPES,2025/Nov,61139.02
351820,GUARARAPES,2025/Dez,72443.54
351820,GUARARAPES,2026/Jan,80920.05
351820,GUARARAPES,2026/Fev,55467.83
351820,GUARARAPES,2026/Mar,65947.21
351820,GUARARAPES,2026/Abr,54800.78
351820,GUARARAPES,2026/Mai,62701.59
351820,GUARARAPES,2026/Jun,76148.7
351830,GUARAREMA,2025/Jul,46316.45
351830,GUARAREMA,2025/Ago,59459.64
351830,GUARAREMA,2025/Set,54464.25
351830,GUARAREMA,2025/Out,44713.35
351830,GUARAREMA,2025/Nov,40074.46
351830,GUARAREMA,2025/Dez,46953.8
351830,GUARAREMA,2026/Jan,48370.69
351830,GUARAREMA,2026/Fev,40914.92
351830,GUARAREMA,2026/Mar,48653.0
351830,GUARAREMA,2026/Abr,54827.53
351830,GUARAREMA,2026/Mai,58255.57
351830,GUARAREMA,2026/Jun,49046.06
351840,GUARATINGUETA,2025/Jul,1145465.82
351840,GUARATINGUETA,2025/Ago,928680.2
351840,GUARATINGUETA,2025/Set,934571.59
351840,GUARATINGUETA,2025/Out,1061989.21
351840,GUARATINGUETA,2025/Nov,1003040.36
351840,GUARATINGUETA,2025/Dez,918773.55
351840,GUARATINGUETA,2026/Jan,1284088.3
351840,GUARATINGUETA,2026/Fev,2301980.99
351840,GUARATINGUETA,2026/Mar,1553669.02
351840,GUARATINGUETA,2026/Abr,1821682.22
351840,GUARATINGUETA,2026/Mai,2144775.3
351840,GUARATINGUETA,2026/Jun,2237148.27
351860,GUARIBA,2025/Jul,63768.88
351860,GUARIBA,2025/Ago,49976.25
351860,GUARIBA,2025/Set,52751.7
351860,GUARIBA,2025/Out,65963.97
351860,GUARIBA,2025/Nov,61342.04
351860,GUARIBA,2025/Dez,58745.47
351860,GUARIBA,2026/Jan,53017.27
351860,GUARIBA,2026/Fev,41351.16
351860,GUARIBA,2026/Mar,64753.04
351860,GUARIBA,2026/Abr,58489.38
351860,GUARIBA,2026/Mai,73469.75
351860,GUARIBA,2026/Jun,66206.93
351870,GUARUJA,2025/Jul,2363856.94
351870,GUARUJA,2025/Ago,2529676.13
351870,GUARUJA,2025/Set,2333786.13
351870,GUARUJA,2025/Out,2582931.99
351870,GUARUJA,2025/Nov,2004153.77
351870,GUARUJA,2025/Dez,2544849.32
351870,GUARUJA,2026/Jan,2404329.92
351870,GUARUJA,2026/Fev,2215033.52
351870,GUARUJA,2026/Mar,2273775.02
351870,GUARUJA,2026/Abr,2389381.16
351870,GUARUJA,2026/Mai,2146729.65
351870,GUARUJA,2026/Jun,2407194.33
351880,GUARULHOS,2025/Jul,8455631.97
351880,GUARULHOS,2025/Ago,7537167.25
351880,GUARULHOS,2025/Set,8259596.72
351880,GUARULHOS,2025/Out,9223667.5
351880,GUARULHOS,2025/Nov,7518890.41
351880,GUARULHOS,2025/Dez,7737836.84
351880,GUARULHOS,2026/Jan,8117010.64
351880,GUARULHOS,2026/Fev,7148672.25
351880,GUARULHOS,2026/Mar,8825186.74
351880,GUARULHOS,2026/Abr,7798422.39
351880,GUARULHOS,2026/Mai,8864451.48
351880,GUARULHOS,2026/Jun,7902716.82
351900,HERCULANDIA,2025/Jul,27263.19
351900,HERCULANDIA,2025/Ago,31060.43
351900,HERCULANDIA,2025/Set,13082.61
351900,HERCULANDIA,2025/Out,23844.88
351900,HERCULANDIA,2025/Nov,13888.14
351900,HERCULANDIA,2025/Dez,20931.33
351900,HERCULANDIA,2026/Jan,27926.07
351900,HERCULANDIA,2026/Fev,25308.31
351900,HERCULANDIA,2026/Mar,22245.58
351900,HERCULANDIA,2026/Abr,22294.3
351900,HERCULANDIA,2026/Mai,32266.11
351900,HERCULANDIA,2026/Jun,20965.98
351907,HORTOLANDIA,2025/Jul,325227.74
351907,HORTOLANDIA,2025/Ago,531222.02
351907,HORTOLANDIA,2025/Set,404017.29
351907,HORTOLANDIA,2025/Out,538039.69
351907,HORTOLANDIA,2025/Nov,443367.31
351907,HORTOLANDIA,2025/Dez,420063.71
351907,HORTOLANDIA,2026/Jan,653953.01
351907,HORTOLANDIA,2026/Fev,448906.48
351907,HORTOLANDIA,2026/Mar,508546.36
351907,HORTOLANDIA,2026/Abr,412530.54
351907,HORTOLANDIA,2026/Mai,414833.12
351907,HORTOLANDIA,2026/Jun,374619.31
351910,IACANGA,2025/Jul,18247.53
351910,IACANGA,2025/Ago,16727.73
351910,IACANGA,2025/Set,22221.52
351910,IACANGA,2025/Out,11919.12
351910,IACANGA,2025/Nov,14714.82
351910,IACANGA,2025/Dez,9295.72
351910,IACANGA,2026/Jan,13364.2
351910,IACANGA,2026/Fev,19567.38
351910,IACANGA,2026/Mar,17484.75
351910,IACANGA,2026/Abr,19779.06
351910,IACANGA,2026/Mai,16690.7
351910,IACANGA,2026/Jun,12300.96
351930,IBATE,2025/Jul,46635.49
351930,IBATE,2025/Ago,59430.56
351930,IBATE,2025/Set,83469.64
351930,IBATE,2025/Out,39657.29
351930,IBATE,2025/Nov,51468.11
351930,IBATE,2025/Dez,41645.11
351930,IBATE,2026/Jan,52150.1
351930,IBATE,2026/Fev,42759.62
351930,IBATE,2026/Mar,48427.53
351930,IBATE,2026/Abr,80881.28
351930,IBATE,2026/Mai,92113.02
351930,IBATE,2026/Jun,84714.64
351940,IBIRA,2025/Jul,14283.21
351940,IBIRA,2025/Ago,17051.29
351940,IBIRA,2025/Set,18990.24
351940,IBIRA,2025/Out,13014.24
351940,IBIRA,2025/Nov,18372.39
351940,IBIRA,2025/Dez,14475.74
351940,IBIRA,2026/Jan,16472.98
351940,IBIRA,2026/Fev,15701.43
351940,IBIRA,2026/Mar,14859.19
351940,IBIRA,2026/Abr,12959.84
351940,IBIRA,2026/Mai,22041.95
351940,IBIRA,2026/Jun,16825.3
351960,IBITINGA,2025/Jul,487819.11
351960,IBITINGA,2025/Ago,515573.33
351960,IBITINGA,2025/Set,485314.11
351960,IBITINGA,2025/Out,517833.66
351960,IBITINGA,2025/Nov,567491.36
351960,IBITINGA,2025/Dez,481575.42
351960,IBITINGA,2026/Jan,470663.31
351960,IBITINGA,2026/Fev,536876.26
351960,IBITINGA,2026/Mar,555299.79
351960,IBITINGA,2026/Abr,610500.83
351960,IBITINGA,2026/Mai,624802.93
351960,IBITINGA,2026/Jun,618713.39
351970,IBIUNA,2025/Jul,174722.29
351970,IBIUNA,2025/Ago,203095.67
351970,IBIUNA,2025/Set,203172.58
351970,IBIUNA,2025/Out,202326.75
351970,IBIUNA,2025/Nov,179010.22
351970,IBIUNA,2025/Dez,147692.06
351970,IBIUNA,2026/Jan,184416.96
351970,IBIUNA,2026/Fev,175860.41
351970,IBIUNA,2026/Mar,221921.68
351970,IBIUNA,2026/Abr,198909.26
351970,IBIUNA,2026/Mai,183774.46
351970,IBIUNA,2026/Jun,195303.46
351990,IEPE,2025/Jul,33496.25
351990,IEPE,2025/Ago,27267.84
351990,IEPE,2025/Set,22359.71
351990,IEPE,2025/Out,19418.19
351990,IEPE,2025/Nov,17887.02
351990,IEPE,2025/Dez,22113.53
351990,IEPE,2026/Jan,18187.91
351990,IEPE,2026/Fev,17298.51
351990,IEPE,2026/Mar,16908.46
351990,IEPE,2026/Abr,24871.18
351990,IEPE,2026/Mai,18509.01
351990,IEPE,2026/Jun,22630.86
352010,IGARAPAVA,2025/Jul,85332.18
352010,IGARAPAVA,2025/Ago,96120.79
352010,IGARAPAVA,2025/Set,79508.75
352010,IGARAPAVA,2025/Out,74866.82
352010,IGARAPAVA,2025/Nov,59722.22
352010,IGARAPAVA,2025/Dez,62599.99
352010,IGARAPAVA,2026/Jan,47552.3
352010,IGARAPAVA,2026/Fev,60317.8
352010,IGARAPAVA,2026/Mar,74868.43
352010,IGARAPAVA,2026/Abr,83747.45
352010,IGARAPAVA,2026/Mai,88760.78
352010,IGARAPAVA,2026/Jun,81021.02
352040,ILHABELA,2025/Jul,240547.64
352040,ILHABELA,2025/Ago,215016.69
352040,ILHABELA,2025/Set,220391.94
352040,ILHABELA,2025/Out,184802.25
352040,ILHABELA,2025/Nov,149250.33
352040,ILHABELA,2025/Dez,191040.41
352040,ILHABELA,2026/Jan,229185.55
352040,ILHABELA,2026/Fev,171259.25
352040,ILHABELA,2026/Mar,152905.33
352040,ILHABELA,2026/Abr,136323.7
352040,ILHABELA,2026/Mai,145684.09
352040,ILHABELA,2026/Jun,154253.46
352044,ILHA SOLTEIRA,2025/Jul,306269.78
352044,ILHA SOLTEIRA,2025/Ago,264529.57
352044,ILHA SOLTEIRA,2025/Set,285602.5
352044,ILHA SOLTEIRA,2025/Out,306344.38
352044,ILHA SOLTEIRA,2025/Nov,216904.5
352044,ILHA SOLTEIRA,2025/Dez,273456.87
352044,ILHA SOLTEIRA,2026/Jan,246872.13
352044,ILHA SOLTEIRA,2026/Fev,297622.26
352044,ILHA SOLTEIRA,2026/Mar,273606.61
352044,ILHA SOLTEIRA,2026/Abr,337556.58
352044,ILHA SOLTEIRA,2026/Mai,283284.5
352044,ILHA SOLTEIRA,2026/Jun,322271.9
352050,INDAIATUBA,2025/Jul,2448177.77
352050,INDAIATUBA,2025/Ago,2222024.42
352050,INDAIATUBA,2025/Set,2241719.71
352050,INDAIATUBA,2025/Out,2273446.24
352050,INDAIATUBA,2025/Nov,2397110.75
352050,INDAIATUBA,2025/Dez,2084408.07
352050,INDAIATUBA,2026/Jan,2424305.59
352050,INDAIATUBA,2026/Fev,2110566.46
352050,INDAIATUBA,2026/Mar,2395589.6
352050,INDAIATUBA,2026/Abr,2369010.3
352050,INDAIATUBA,2026/Mai,2681792.63
352050,INDAIATUBA,2026/Jun,2027440.0
352070,INDIAPORA,2025/Jul,15705.57
352070,INDIAPORA,2025/Ago,9846.46
352070,INDIAPORA,2025/Set,9305.86
352070,INDIAPORA,2025/Out,16768.26
352070,INDIAPORA,2025/Nov,9862.65
352070,INDIAPORA,2025/Dez,11441.02
352070,INDIAPORA,2026/Jan,7339.97
352070,INDIAPORA,2026/Fev,9334.58
352070,INDIAPORA,2026/Mar,18123.03
352070,INDIAPORA,2026/Abr,10107.31
352070,INDIAPORA,2026/Mai,16331.69
352070,INDIAPORA,2026/Jun,11794.61
352090,IPAUSSU,2025/Jul,28187.8
352090,IPAUSSU,2025/Ago,48808.25
352090,IPAUSSU,2025/Set,49493.63
352090,IPAUSSU,2025/Out,28717.92
352090,IPAUSSU,2025/Nov,20669.86
352090,IPAUSSU,2025/Dez,33433.09
352090,IPAUSSU,2026/Jan,30454.68
352090,IPAUSSU,2026/Fev,32098.19
352090,IPAUSSU,2026/Mar,50171.03
352090,IPAUSSU,2026/Abr,35306.85
352090,IPAUSSU,2026/Mai,27789.2
352090,IPAUSSU,2026/Jun,44114.57
352130,IPUA,2025/Jul,49393.15
352130,IPUA,2025/Ago,47272.86
352130,IPUA,2025/Set,48856.41
352130,IPUA,2025/Out,40089.58
352130,IPUA,2025/Nov,44061.76
352130,IPUA,2025/Dez,45702.34
352130,IPUA,2026/Jan,48856.42
352130,IPUA,2026/Fev,41472.73
352130,IPUA,2026/Mar,55935.28
352130,IPUA,2026/Abr,45162.78
352130,IPUA,2026/Mai,38582.77
352130,IPUA,2026/Jun,39281.24
352170,ITABERA,2025/Jul,46396.05
352170,ITABERA,2025/Ago,40859.67
352170,ITABERA,2025/Set,48408.4
352170,ITABERA,2025/Out,64440.24
352170,ITABERA,2025/Nov,53929.58
352170,ITABERA,2025/Dez,45056.0
352170,ITABERA,2026/Jan,50331.48
352170,ITABERA,2026/Fev,45149.28
352170,ITABERA,2026/Mar,50758.55
352170,ITABERA,2026/Abr,38972.66
352170,ITABERA,2026/Mai,61429.45
352180,ITAI,2025/Jul,36558.17
352180,ITAI,2025/Ago,28849.77
352180,ITAI,2025/Set,37639.08
352180,ITAI,2025/Out,31041.8
352180,ITAI,2025/Nov,28298.04
352180,ITAI,2025/Dez,41520.04
352180,ITAI,2026/Jan,30225.46
352180,ITAI,2026/Fev,23927.43
352180,ITAI,2026/Mar,33416.59
352180,ITAI,2026/Abr,31621.25
352180,ITAI,2026/Mai,41514.17
352180,ITAI,2026/Jun,32094.44
352190,ITAJOBI,2025/Jul,29545.81
352190,ITAJOBI,2025/Ago,33394.3
352190,ITAJOBI,2025/Set,26391.29
352190,ITAJOBI,2025/Out,16042.28
352190,ITAJOBI,2025/Nov,16121.01
352190,ITAJOBI,2025/Dez,14192.95
352190,ITAJOBI,2026/Jan,12349.58
352190,ITAJOBI,2026/Fev,14123.4
352190,ITAJOBI,2026/Mar,25282.73
352190,ITAJOBI,2026/Abr,21206.07
352190,ITAJOBI,2026/Mai,24452.65
352190,ITAJOBI,2026/Jun,25647.45
352210,ITANHAEM,2025/Jul,1059648.75
352210,ITANHAEM,2025/Ago,1520359.75
352210,ITANHAEM,2025/Set,1410368.21
352210,ITANHAEM,2025/Out,1249254.64
352210,ITANHAEM,2025/Nov,1211562.38
352210,ITANHAEM,2025/Dez,1305090.04
352210,ITANHAEM,2026/Jan,1212769.27
352210,ITANHAEM,2026/Fev,1266711.93
352210,ITANHAEM,2026/Mar,1340180.96
352210,ITANHAEM,2026/Abr,1348659.96
352210,ITANHAEM,2026/Mai,1265292.81
352210,ITANHAEM,2026/Jun,1355092.16
352220,ITAPECERICA DA SERRA,2025/Jul,1808814.97
352220,ITAPECERICA DA SERRA,2025/Ago,646951.92
352220,ITAPECERICA DA SERRA,2025/Set,1475917.54
352220,ITAPECERICA DA SERRA,2025/Out,2877590.96
352220,ITAPECERICA DA SERRA,2025/Nov,1800558.21
352220,ITAPECERICA DA SERRA,2025/Dez,1666073.67
352220,ITAPECERICA DA SERRA,2026/Jan,1478274.02
352220,ITAPECERICA DA SERRA,2026/Fev,1518263.95
352220,ITAPECERICA DA SERRA,2026/Mar,1806409.98
352220,ITAPECERICA DA SERRA,2026/Abr,1393834.55
352220,ITAPECERICA DA SERRA,2026/Mai,1656170.1
352220,ITAPECERICA DA SERRA,2026/Jun,1471740.57
352230,ITAPETININGA,2025/Jul,1027228.71
352230,ITAPETININGA,2025/Ago,1030892.95
352230,ITAPETININGA,2025/Set,943156.4
352230,ITAPETININGA,2025/Out,928368.9
352230,ITAPETININGA,2025/Nov,823364.82
352230,ITAPETININGA,2025/Dez,886543.83
352230,ITAPETININGA,2026/Jan,1006573.52
352230,ITAPETININGA,2026/Fev,984812.22
352230,ITAPETININGA,2026/Mar,1094437.68
352230,ITAPETININGA,2026/Abr,1069181.82
352230,ITAPETININGA,2026/Mai,1116434.69
352230,ITAPETININGA,2026/Jun,1112493.46
352240,ITAPEVA,2025/Jul,1279957.04
352240,ITAPEVA,2025/Ago,1297305.27
352240,ITAPEVA,2025/Set,1324701.97
352240,ITAPEVA,2025/Out,1317821.5
352240,ITAPEVA,2025/Nov,1329360.05
352240,ITAPEVA,2025/Dez,1224447.23
352240,ITAPEVA,2026/Jan,1394547.1
352240,ITAPEVA,2026/Fev,1360935.57
352240,ITAPEVA,2026/Mar,1316996.48
352240,ITAPEVA,2026/Abr,1294580.94
352240,ITAPEVA,2026/Mai,1415160.99
352240,ITAPEVA,2026/Jun,1389072.83
352250,ITAPEVI,2025/Jul,1543950.52
352250,ITAPEVI,2025/Ago,1447148.48
352250,ITAPEVI,2025/Set,1215427.89
352250,ITAPEVI,2025/Out,1356570.15
352250,ITAPEVI,2025/Nov,1114405.5
352250,ITAPEVI,2025/Dez,1137051.92
352250,ITAPEVI,2026/Jan,1423494.38
352250,ITAPEVI,2026/Fev,1090404.67
352250,ITAPEVI,2026/Mar,1232663.13
352250,ITAPEVI,2026/Abr,1258667.78
352250,ITAPEVI,2026/Mai,1321192.19
352250,ITAPEVI,2026/Jun,1363284.99
352260,ITAPIRA,2025/Jul,1165436.07
352260,ITAPIRA,2025/Ago,1187860.6
352260,ITAPIRA,2025/Set,1123078.28
352260,ITAPIRA,2025/Out,1102287.71
352260,ITAPIRA,2025/Nov,1069776.65
352260,ITAPIRA,2025/Dez,1357299.95
352260,ITAPIRA,2026/Jan,1135647.84
352260,ITAPIRA,2026/Fev,1047917.6
352260,ITAPIRA,2026/Mar,1030438.01
352260,ITAPIRA,2026/Abr,899634.51
352260,ITAPIRA,2026/Mai,1084835.49
352260,ITAPIRA,2026/Jun,978853.46
352270,ITAPOLIS,2025/Jul,353659.02
352270,ITAPOLIS,2025/Ago,314777.45
352270,ITAPOLIS,2025/Set,353783.29
352270,ITAPOLIS,2025/Out,330507.65
352270,ITAPOLIS,2025/Nov,342517.05
352270,ITAPOLIS,2025/Dez,289153.88
352270,ITAPOLIS,2026/Jan,287473.98
352270,ITAPOLIS,2026/Fev,318667.5
352270,ITAPOLIS,2026/Mar,391571.54
352270,ITAPOLIS,2026/Abr,396566.19
352270,ITAPOLIS,2026/Mai,404475.75
352270,ITAPOLIS,2026/Jun,397451.53
352280,ITAPORANGA,2025/Jul,45091.55
352280,ITAPORANGA,2025/Ago,35240.19
352280,ITAPORANGA,2025/Set,40117.2
352280,ITAPORANGA,2025/Out,35800.71
352280,ITAPORANGA,2025/Nov,37439.94
352280,ITAPORANGA,2025/Dez,40244.01
352280,ITAPORANGA,2026/Jan,36509.0
352280,ITAPORANGA,2026/Fev,33418.89
352280,ITAPORANGA,2026/Mar,37859.66
352280,ITAPORANGA,2026/Abr,30489.93
352280,ITAPORANGA,2026/Mai,37173.54
352280,ITAPORANGA,2026/Jun,40459.24
352290,ITAPUI,2025/Jul,4064.97
352310,ITAQUAQUECETUBA,2025/Jul,1576242.08
352310,ITAQUAQUECETUBA,2025/Ago,1367467.28
352310,ITAQUAQUECETUBA,2025/Set,1480742.18
352310,ITAQUAQUECETUBA,2025/Out,1455947.6
352310,ITAQUAQUECETUBA,2025/Nov,1438847.13
352310,ITAQUAQUECETUBA,2025/Dez,1299207.96
352310,ITAQUAQUECETUBA,2026/Jan,1322737.58
352310,ITAQUAQUECETUBA,2026/Fev,1532656.27
352310,ITAQUAQUECETUBA,2026/Mar,1707954.02
352310,ITAQUAQUECETUBA,2026/Abr,1389039.8
352310,ITAQUAQUECETUBA,2026/Mai,1594413.26
352310,ITAQUAQUECETUBA,2026/Jun,1592266.61
352320,ITARARE,2025/Jul,257516.23
352320,ITARARE,2025/Ago,262762.77
352320,ITARARE,2025/Set,247389.87
352320,ITARARE,2025/Out,228990.09
352320,ITARARE,2025/Nov,233061.11
352320,ITARARE,2025/Dez,263260.56
352320,ITARARE,2026/Jan,257509.09
352320,ITARARE,2026/Fev,227208.49
352320,ITARARE,2026/Mar,271421.63
352320,ITARARE,2026/Abr,234025.35
352320,ITARARE,2026/Mai,226311.56
352320,ITARARE,2026/Jun,230987.4
352340,ITATIBA,2025/Jul,713076.29
352340,ITATIBA,2025/Ago,860897.47
352340,ITATIBA,2025/Set,702904.23
352340,ITATIBA,2025/Out,871922.26
352340,ITATIBA,2025/Nov,839689.51
352340,ITATIBA,2025/Dez,1038405.86
352340,ITATIBA,2026/Jan,889390.07
352340,ITATIBA,2026/Fev,905631.1
352340,ITATIBA,2026/Mar,753924.32
352340,ITATIBA,2026/Abr,914969.29
352340,ITATIBA,2026/Mai,985291.54
352340,ITATIBA,2026/Jun,739375.84
352350,ITATINGA,2025/Jul,11921.55
352350,ITATINGA,2025/Ago,12227.26
352350,ITATINGA,2025/Set,9287.89
352350,ITATINGA,2025/Out,11281.78
352350,ITATINGA,2025/Nov,7159.4
352350,ITATINGA,2025/Dez,8068.54
352350,ITATINGA,2026/Jan,12675.65
352350,ITATINGA,2026/Fev,6169.64
352350,ITATINGA,2026/Mar,9400.89
352350,ITATINGA,2026/Abr,11080.66
352350,ITATINGA,2026/Mai,13181.4
352350,ITATINGA,2026/Jun,8725.06
352360,ITIRAPINA,2025/Jul,6918.51
352360,ITIRAPINA,2025/Ago,4989.4
352360,ITIRAPINA,2025/Set,5711.38
352360,ITIRAPINA,2025/Out,5176.01
352360,ITIRAPINA,2025/Nov,4468.02
352360,ITIRAPINA,2025/Dez,2960.56
352360,ITIRAPINA,2026/Jan,1427.41
352360,ITIRAPINA,2026/Fev,2659.51
352360,ITIRAPINA,2026/Mar,3222.69
352360,ITIRAPINA,2026/Abr,9281.12
352360,ITIRAPINA,2026/Mai,4700.65
352360,ITIRAPINA,2026/Jun,7526.78
352390,ITU,2025/Jul,1507774.13
352390,ITU,2025/Ago,1578917.42
352390,ITU,2025/Set,1380537.79
352390,ITU,2025/Out,1299313.65
352390,ITU,2025/Nov,1342864.99
352390,ITU,2025/Dez,1475819.88
352390,ITU,2026/Jan,1479183.71
352390,ITU,2026/Fev,1273626.11
352390,ITU,2026/Mar,1405088.06
352390,ITU,2026/Abr,1527661.24
352390,ITU,2026/Mai,1554065.24
352390,ITU,2026/Jun,1590458.14
352400,ITUPEVA,2025/Jul,83926.54
352400,ITUPEVA,2025/Ago,72636.32
352400,ITUPEVA,2025/Set,77968.2
352400,ITUPEVA,2025/Out,71285.04
352400,ITUPEVA,2025/Nov,79079.8
352400,ITUPEVA,2025/Dez,44313.63
352400,ITUPEVA,2026/Jan,106288.82
352400,ITUPEVA,2026/Fev,69037.62
352400,ITUPEVA,2026/Mar,71485.38
352400,ITUPEVA,2026/Abr,67601.72
352400,ITUPEVA,2026/Mai,82037.53
352400,ITUPEVA,2026/Jun,76337.61
352410,ITUVERAVA,2025/Jul,595501.96
352410,ITUVERAVA,2025/Ago,661058.53
352410,ITUVERAVA,2025/Set,533325.74
352410,ITUVERAVA,2025/Out,481950.48
352410,ITUVERAVA,2025/Nov,480484.9
352410,ITUVERAVA,2025/Dez,605210.38
352410,ITUVERAVA,2026/Jan,374495.15
352410,ITUVERAVA,2026/Fev,298051.66
352410,ITUVERAVA,2026/Mar,392516.68
352410,ITUVERAVA,2026/Abr,542149.37
352410,ITUVERAVA,2026/Mai,609455.52
352410,ITUVERAVA,2026/Jun,500390.31
352420,JABORANDI,2025/Jul,900.54
352420,JABORANDI,2025/Ago,682.31
352420,JABORANDI,2025/Set,3492.02
352420,JABORANDI,2025/Out,3399.77
352420,JABORANDI,2025/Nov,373.33
352420,JABORANDI,2025/Dez,3213.38
352420,JABORANDI,2026/Jan,1809.83
352420,JABORANDI,2026/Fev,1988.54
352420,JABORANDI,2026/Mar,3048.23
352420,JABORANDI,2026/Abr,858.78
352420,JABORANDI,2026/Mai,2289.11
352420,JABORANDI,2026/Jun,1483.85
352430,JABOTICABAL,2025/Jul,183875.72
352430,JABOTICABAL,2025/Ago,129367.78
352430,JABOTICABAL,2025/Set,200888.84
352430,JABOTICABAL,2025/Out,183942.4
352430,JABOTICABAL,2025/Nov,194359.51
352430,JABOTICABAL,2025/Dez,158541.54
352430,JABOTICABAL,2026/Jan,167775.75
352430,JABOTICABAL,2026/Fev,165902.18
352430,JABOTICABAL,2026/Mar,220505.14
352430,JABOTICABAL,2026/Abr,184912.01
352430,JABOTICABAL,2026/Mai,214365.33
352430,JABOTICABAL,2026/Jun,161190.61
352440,JACAREI,2025/Jul,2113831.47
352440,JACAREI,2025/Ago,2318400.88
352440,JACAREI,2025/Set,1951142.38
352440,JACAREI,2025/Out,2207356.61
352440,JACAREI,2025/Nov,1851526.95
352440,JACAREI,2025/Dez,1725606.61
352440,JACAREI,2026/Jan,1845119.76
352440,JACAREI,2026/Fev,1893541.74
352440,JACAREI,2026/Mar,1866436.81
352440,JACAREI,2026/Abr,1969957.03
352440,JACAREI,2026/Mai,2110188.02
352440,JACAREI,2026/Jun,2127853.6
352450,JACI,2025/Jul,412168.09
352450,JACI,2025/Ago,413495.83
352450,JACI,2025/Set,396687.94
352450,JACI,2025/Out,413847.68
352450,JACI,2025/Nov,392114.66
352450,JACI,2025/Dez,411660.95
352450,JACI,2026/Jan,412565.05
352450,JACI,2026/Fev,391679.14
352450,JACI,2026/Mar,421158.69
352450,JACI,2026/Abr,398767.65
352450,JACI,2026/Mai,425090.03
352450,JACI,2026/Jun,413607.07
352470,JAGUARIUNA,2025/Jul,521882.45
352470,JAGUARIUNA,2025/Ago,340294.76
352470,JAGUARIUNA,2025/Set,310940.67
352470,JAGUARIUNA,2025/Out,526121.92
352470,JAGUARIUNA,2025/Nov,431348.11
352470,JAGUARIUNA,2025/Dez,269717.27
352470,JAGUARIUNA,2026/Jan,451845.62
352470,JAGUARIUNA,2026/Fev,398701.77
352470,JAGUARIUNA,2026/Mar,341110.35
