codigo,municipio,periodo,valor_total
353475,OUROESTE,2026/Jan,13984.29
353475,OUROESTE,2026/Fev,23271.84
353475,OUROESTE,2026/Mar,27815.66
353475,OUROESTE,2026/Abr,24326.06
353475,OUROESTE,2026/Mai,24690.32
353475,OUROESTE,2026/Jun,31621.2
353520,PALMEIRA D'OESTE,2025/Jul,17568.78
353520,PALMEIRA D'OESTE,2025/Ago,19255.91
353520,PALMEIRA D'OESTE,2025/Set,26078.74
353520,PALMEIRA D'OESTE,2025/Out,24399.98
353520,PALMEIRA D'OESTE,2025/Nov,21295.74
353520,PALMEIRA D'OESTE,2025/Dez,13648.45
353520,PALMEIRA D'OESTE,2026/Jan,14269.07
353520,PALMEIRA D'OESTE,2026/Fev,17569.86
353520,PALMEIRA D'OESTE,2026/Mar,19783.46
353520,PALMEIRA D'OESTE,2026/Abr,21745.5
353520,PALMEIRA D'OESTE,2026/Mai,13429.43
353520,PALMEIRA D'OESTE,2026/Jun,18140.09
353530,PALMITAL,2025/Jul,129709.78
353530,PALMITAL,2025/Ago,121901.74
353530,PALMITAL,2025/Set,117649.36
353530,PALMITAL,2025/Out,114583.62
353530,PALMITAL,2025/Nov,163894.56
353530,PALMITAL,2025/Dez,121236.1
353530,PALMITAL,2026/Jan,127625.33
353530,PALMITAL,2026/Fev,133768.84
353530,PALMITAL,2026/Mar,185072.15
353530,PALMITAL,2026/Abr,236945.24
353530,PALMITAL,2026/Mai,118661.01
353530,PALMITAL,2026/Jun,128349.76
353550,PARAGUACU PAULISTA,2025/Jul,618685.59
353550,PARAGUACU PAULISTA,2025/Ago,601030.53
353550,PARAGUACU PAULISTA,2025/Set,560002.75
353550,PARAGUACU PAULISTA,2025/Out,619764.85
353550,PARAGUACU PAULISTA,2025/Nov,495450.76
353550,PARAGUACU PAULISTA,2025/Dez,575901.88
353550,PARAGUACU PAULISTA,2026/Jan,642716.17
353550,PARAGUACU PAULISTA,2026/Fev,506881.74
353550,PARAGUACU PAULISTA,2026/Mar,666107.29
353550,PARAGUACU PAULISTA,2026/Abr,519823.27
353550,PARAGUACU PAULISTA,2026/Mai,568659.48
353550,PARAGUACU PAULISTA,2026/Jun,592536.43
353580,PARANAPANEMA,2025/Jul,33544.36
353580,PARANAPANEMA,2025/Ago,29241.24
353580,PARANAPANEMA,2025/Set,29437.85
353580,PARANAPANEMA,2025/Out,26501.44
353580,PARANAPANEMA,2025/Nov,24820.19
353580,PARANAPANEMA,2025/Dez,22066.93
353580,PARANAPANEMA,2026/Jan,30149.95
353580,PARANAPANEMA,2026/Fev,15288.51
353580,PARANAPANEMA,2026/Mar,24963.74
353580,PARANAPANEMA,2026/Abr,26946.61
353580,PARANAPANEMA,2026/Mai,30083.56
353580,PARANAPANEMA,2026/Jun,26916.64
353600,PARAPUA,2025/Out,16114.68
353600,PARAPUA,2025/Nov,6267.67
353600,PARAPUA,2025/Dez,15759.35
353600,PARAPUA,2026/Jan,10180.79
353600,PARAPUA,2026/Fev,8433.15
353620,PARIQUERA-ACU,2025/Jul,1136613.53
353620,PARIQUERA-ACU,2025/Ago,1151610.09
353620,PARIQUERA-ACU,2025/Set,991855.35
353620,PARIQUERA-ACU,2025/Out,1131388.24
353620,PARIQUERA-ACU,2025/Nov,978771.15
353620,PARIQUERA-ACU,2025/Dez,956601.21
353620,PARIQUERA-ACU,2026/Jan,1014042.9
353620,PARIQUERA-ACU,2026/Fev,999522.91
353620,PARIQUERA-ACU,2026/Mar,1097058.63
353620,PARIQUERA-ACU,2026/Abr,863290.45
353620,PARIQUERA-ACU,2026/Mai,1022782.03
353620,PARIQUERA-ACU,2026/Jun,1001964.32
353630,PATROCINIO PAULISTA,2025/Jul,39072.06
353630,PATROCINIO PAULISTA,2025/Ago,41472.64
353630,PATROCINIO PAULISTA,2025/Set,48532.82
353630,PATROCINIO PAULISTA,2025/Out,58017.25
353630,PATROCINIO PAULISTA,2025/Nov,37733.21
353630,PATROCINIO PAULISTA,2025/Dez,31538.69
353630,PATROCINIO PAULISTA,2026/Jan,31776.96
353630,PATROCINIO PAULISTA,2026/Fev,37591.94
353630,PATROCINIO PAULISTA,2026/Mar,47823.62
353630,PATROCINIO PAULISTA,2026/Abr,53308.98
353630,PATROCINIO PAULISTA,2026/Mai,54201.99
353630,PATROCINIO PAULISTA,2026/Jun,47103.78
353650,PAULINIA,2025/Jul,267914.88
353650,PAULINIA,2025/Ago,370917.19
353650,PAULINIA,2025/Set,511574.11
353650,PAULINIA,2025/Out,335502.04
353650,PAULINIA,2025/Nov,655131.67
353650,PAULINIA,2025/Dez,807291.53
353650,PAULINIA,2026/Jan,650012.7
353650,PAULINIA,2026/Fev,887037.3
353650,PAULINIA,2026/Mar,493392.43
353660,PAULO DE FARIA,2025/Jul,3000.38
353660,PAULO DE FARIA,2025/Ago,5202.4
353660,PAULO DE FARIA,2025/Set,5077.38
353660,PAULO DE FARIA,2025/Out,1553.76
353660,PAULO DE FARIA,2025/Nov,3770.36
353660,PAULO DE FARIA,2025/Dez,6430.42
353660,PAULO DE FARIA,2026/Jan,1903.04
353660,PAULO DE FARIA,2026/Fev,5674.67
353660,PAULO DE FARIA,2026/Mar,5721.79
353660,PAULO DE FARIA,2026/Abr,4887.27
353660,PAULO DE FARIA,2026/Mai,4319.56
353660,PAULO DE FARIA,2026/Jun,4290.72
353670,PEDERNEIRAS,2025/Jul,233199.67
353670,PEDERNEIRAS,2025/Ago,205245.47
353670,PEDERNEIRAS,2025/Set,216841.54
353670,PEDERNEIRAS,2025/Out,99500.86
353670,PEDERNEIRAS,2025/Nov,107685.38
353670,PEDERNEIRAS,2025/Dez,81031.48
353670,PEDERNEIRAS,2026/Jan,186716.49
353670,PEDERNEIRAS,2026/Fev,309167.99
353670,PEDERNEIRAS,2026/Mar,222405.16
353670,PEDERNEIRAS,2026/Abr,162948.43
353670,PEDERNEIRAS,2026/Mai,184972.11
353670,PEDERNEIRAS,2026/Jun,172927.93
353700,PEDREGULHO,2025/Jul,45315.41
353700,PEDREGULHO,2025/Ago,41524.64
353700,PEDREGULHO,2025/Set,48425.85
353700,PEDREGULHO,2025/Out,38966.61
353700,PEDREGULHO,2025/Nov,40132.78
353700,PEDREGULHO,2025/Dez,34053.2
353700,PEDREGULHO,2026/Jan,38814.25
353700,PEDREGULHO,2026/Fev,46688.85
353700,PEDREGULHO,2026/Mar,35903.07
353700,PEDREGULHO,2026/Abr,34659.14
353700,PEDREGULHO,2026/Mai,31554.49
353700,PEDREGULHO,2026/Jun,34900.34
353710,PEDREIRA,2025/Jul,52740.33
353710,PEDREIRA,2025/Ago,62081.09
353710,PEDREIRA,2025/Set,69338.82
353710,PEDREIRA,2025/Out,69216.67
353710,PEDREIRA,2025/Nov,63873.48
353710,PEDREIRA,2025/Dez,60732.02
353710,PEDREIRA,2026/Jan,62163.95
353710,PEDREIRA,2026/Fev,48119.84
353710,PEDREIRA,2026/Mar,72608.66
353710,PEDREIRA,2026/Abr,99431.13
353710,PEDREIRA,2026/Mai,141926.47
353710,PEDREIRA,2026/Jun,193974.6
353730,PENAPOLIS,2025/Jul,634642.44
353730,PENAPOLIS,2025/Ago,625710.39
353730,PENAPOLIS,2025/Set,550505.43
353730,PENAPOLIS,2025/Out,541395.3
353730,PENAPOLIS,2025/Nov,511325.37
353730,PENAPOLIS,2025/Dez,576521.33
353730,PENAPOLIS,2026/Jan,468549.32
353730,PENAPOLIS,2026/Fev,519441.7
353730,PENAPOLIS,2026/Mar,496413.94
353730,PENAPOLIS,2026/Abr,504528.07
353730,PENAPOLIS,2026/Mai,527986.54
353730,PENAPOLIS,2026/Jun,544577.52
353740,PEREIRA BARRETO,2025/Jul,27716.52
353740,PEREIRA BARRETO,2025/Ago,28124.8
353740,PEREIRA BARRETO,2025/Set,29525.75
353740,PEREIRA BARRETO,2025/Out,28343.72
353740,PEREIRA BARRETO,2025/Nov,37416.95
353740,PEREIRA BARRETO,2025/Dez,65753.25
353740,PEREIRA BARRETO,2026/Jan,29216.76
353740,PEREIRA BARRETO,2026/Fev,34284.64
353740,PEREIRA BARRETO,2026/Mar,62539.42
353740,PEREIRA BARRETO,2026/Abr,43363.43
353740,PEREIRA BARRETO,2026/Mai,29839.02
353780,PIEDADE,2025/Jul,105891.98
353780,PIEDADE,2025/Ago,123469.71
353780,PIEDADE,2025/Set,122862.59
353780,PIEDADE,2025/Out,110307.54
353780,PIEDADE,2025/Nov,110532.12
353780,PIEDADE,2025/Dez,113846.69
353780,PIEDADE,2026/Jan,125742.45
353780,PIEDADE,2026/Fev,151580.67
353780,PIEDADE,2026/Mar,163401.61
353780,PIEDADE,2026/Abr,119338.61
353780,PIEDADE,2026/Mai,142452.54
353780,PIEDADE,2026/Jun,158451.15
353790,PILAR DO SUL,2025/Jul,41306.87
353790,PILAR DO SUL,2025/Ago,45388.61
353790,PILAR DO SUL,2025/Set,49518.21
353790,PILAR DO SUL,2025/Out,35500.59
353790,PILAR DO SUL,2025/Nov,35673.62
353790,PILAR DO SUL,2025/Dez,33962.98
353790,PILAR DO SUL,2026/Jan,30228.44
353790,PILAR DO SUL,2026/Fev,39054.89
353790,PILAR DO SUL,2026/Mar,40732.82
353790,PILAR DO SUL,2026/Abr,47322.15
353790,PILAR DO SUL,2026/Mai,31649.72
353790,PILAR DO SUL,2026/Jun,45443.95
353800,PINDAMONHANGABA,2025/Jul,665263.64
353800,PINDAMONHANGABA,2025/Ago,499909.38
353800,PINDAMONHANGABA,2025/Set,682652.31
353800,PINDAMONHANGABA,2025/Out,805697.86
353800,PINDAMONHANGABA,2025/Nov,668182.8
353800,PINDAMONHANGABA,2025/Dez,691717.33
353800,PINDAMONHANGABA,2026/Jan,1272213.71
353800,PINDAMONHANGABA,2026/Fev,1017123.03
353800,PINDAMONHANGABA,2026/Mar,1573877.0
353800,PINDAMONHANGABA,2026/Abr,907548.38
353800,PINDAMONHANGABA,2026/Mai,921166.41
353800,PINDAMONHANGABA,2026/Jun,994156.27
353860,PIRACAIA,2025/Jul,15640.9
353860,PIRACAIA,2025/Ago,12718.63
353860,PIRACAIA,2025/Set,12176.22
353860,PIRACAIA,2025/Out,12921.14
353860,PIRACAIA,2025/Nov,10385.51
353860,PIRACAIA,2025/Dez,16198.25
353860,PIRACAIA,2026/Jan,16524.89
353860,PIRACAIA,2026/Fev,13173.83
353860,PIRACAIA,2026/Mar,16028.74
353860,PIRACAIA,2026/Abr,13743.78
353860,PIRACAIA,2026/Mai,19170.62
353860,PIRACAIA,2026/Jun,18650.96
353870,PIRACICABA,2025/Jul,6590168.02
353870,PIRACICABA,2025/Ago,6847088.89
353870,PIRACICABA,2025/Set,6846577.95
353870,PIRACICABA,2025/Out,7104829.61
353870,PIRACICABA,2025/Nov,6137293.63
353870,PIRACICABA,2025/Dez,5838888.37
353870,PIRACICABA,2026/Jan,5857110.76
353870,PIRACICABA,2026/Fev,6102754.94
353870,PIRACICABA,2026/Mar,7148775.41
353870,PIRACICABA,2026/Abr,6166981.37
353870,PIRACICABA,2026/Mai,6102346.05
353870,PIRACICABA,2026/Jun,7087802.41
353880,PIRAJU,2025/Jul,95680.8
353880,PIRAJU,2025/Ago,88540.4
353880,PIRAJU,2025/Set,76410.33
353880,PIRAJU,2025/Out,70973.66
353880,PIRAJU,2025/Nov,64032.73
353880,PIRAJU,2025/Dez,93360.88
353880,PIRAJU,2026/Jan,63851.53
353880,PIRAJU,2026/Fev,58935.98
353880,PIRAJU,2026/Mar,52547.56
353880,PIRAJU,2026/Abr,71703.71
353880,PIRAJU,2026/Mai,85134.86
353880,PIRAJU,2026/Jun,76504.0
353890,PIRAJUI,2025/Jul,173270.72
353890,PIRAJUI,2025/Ago,169434.6
353890,PIRAJUI,2025/Set,153607.49
353890,PIRAJUI,2025/Out,144057.32
353890,PIRAJUI,2025/Nov,151030.23
353890,PIRAJUI,2025/Dez,146163.13
353890,PIRAJUI,2026/Jan,155794.17
353890,PIRAJUI,2026/Fev,152151.78
353890,PIRAJUI,2026/Mar,162564.67
353890,PIRAJUI,2026/Abr,157843.46
353890,PIRAJUI,2026/Mai,158857.2
353890,PIRAJUI,2026/Jun,150654.32
353900,PIRANGI,2025/Jul,85972.51
353900,PIRANGI,2025/Ago,118861.06
353900,PIRANGI,2025/Set,92933.84
353900,PIRANGI,2025/Out,163311.8
353900,PIRANGI,2025/Nov,240869.11
353900,PIRANGI,2025/Dez,124159.59
353900,PIRANGI,2026/Jan,192127.26
353900,PIRANGI,2026/Fev,294587.09
353900,PIRANGI,2026/Mar,160018.18
353900,PIRANGI,2026/Abr,182624.14
353900,PIRANGI,2026/Mai,206690.4
353900,PIRANGI,2026/Jun,227738.49
353930,PIRASSUNUNGA,2025/Jul,298448.69
353930,PIRASSUNUNGA,2025/Ago,297754.23
353930,PIRASSUNUNGA,2025/Set,309081.7
353930,PIRASSUNUNGA,2025/Out,255631.12
353930,PIRASSUNUNGA,2025/Nov,270380.94
353930,PIRASSUNUNGA,2025/Dez,294163.18
353930,PIRASSUNUNGA,2026/Jan,316738.13
353930,PIRASSUNUNGA,2026/Fev,242060.24
353930,PIRASSUNUNGA,2026/Mar,392219.05
353930,PIRASSUNUNGA,2026/Abr,291700.36
353930,PIRASSUNUNGA,2026/Mai,190060.47
353930,PIRASSUNUNGA,2026/Jun,301512.8
353940,PIRATININGA,2025/Jul,10466.5
353940,PIRATININGA,2025/Ago,6673.21
353940,PIRATININGA,2025/Set,4541.02
353940,PIRATININGA,2025/Out,6962.31
353940,PIRATININGA,2025/Nov,8189.41
353940,PIRATININGA,2025/Dez,8459.93
353940,PIRATININGA,2026/Jan,8144.58
353940,PIRATININGA,2026/Fev,5357.35
353940,PIRATININGA,2026/Mar,9508.87
353940,PIRATININGA,2026/Abr,7033.56
353940,PIRATININGA,2026/Mai,7235.84
353940,PIRATININGA,2026/Jun,10782.12
353950,PITANGUEIRAS,2025/Jul,86447.87
353950,PITANGUEIRAS,2025/Ago,89817.34
353950,PITANGUEIRAS,2025/Set,106504.06
353950,PITANGUEIRAS,2025/Out,92552.19
353950,PITANGUEIRAS,2025/Nov,51460.0
353950,PITANGUEIRAS,2025/Dez,48872.78
353950,PITANGUEIRAS,2026/Jan,45620.95
353950,PITANGUEIRAS,2026/Fev,51268.04
353950,PITANGUEIRAS,2026/Mar,64756.61
353950,PITANGUEIRAS,2026/Abr,59298.07
353950,PITANGUEIRAS,2026/Mai,60897.29
353950,PITANGUEIRAS,2026/Jun,48143.96
354000,POMPEIA,2025/Jul,33892.38
354000,POMPEIA,2025/Ago,31541.81
354000,POMPEIA,2025/Set,37113.23
354000,POMPEIA,2025/Out,30109.98
354000,POMPEIA,2025/Nov,40779.89
354000,POMPEIA,2025/Dez,11011.68
354000,POMPEIA,2026/Jan,30365.22
354000,POMPEIA,2026/Fev,31489.8
354000,POMPEIA,2026/Mar,32997.06
354000,POMPEIA,2026/Abr,22436.0
354000,POMPEIA,2026/Mai,32501.01
354000,POMPEIA,2026/Jun,34014.46
354020,PONTAL,2025/Jul,66494.51
354020,PONTAL,2025/Ago,55028.56
354020,PONTAL,2025/Set,45908.06
354020,PONTAL,2025/Out,36279.66
354020,PONTAL,2025/Nov,115852.55
354020,PONTAL,2025/Dez,65327.96
354020,PONTAL,2026/Jan,54308.53
354020,PONTAL,2026/Fev,69995.74
354020,PONTAL,2026/Mar,91512.24
354020,PONTAL,2026/Abr,82054.61
354020,PONTAL,2026/Mai,45428.29
354020,PONTAL,2026/Jun,39311.39
354040,POPULINA,2025/Jul,8076.41
354040,POPULINA,2025/Ago,5221.35
354040,POPULINA,2025/Set,3641.56
354040,POPULINA,2025/Out,4014.89
354040,POPULINA,2025/Nov,3554.5
354040,POPULINA,2025/Dez,3335.95
354040,POPULINA,2026/Jan,5909.99
354040,POPULINA,2026/Fev,6209.12
354040,POPULINA,2026/Mar,3404.54
354040,POPULINA,2026/Abr,3493.6
354040,POPULINA,2026/Mai,2611.64
354040,POPULINA,2026/Jun,5061.18
354060,PORTO FELIZ,2025/Jul,432858.02
354060,PORTO FELIZ,2025/Ago,381162.06
354060,PORTO FELIZ,2025/Set,325790.0
354060,PORTO FELIZ,2025/Out,306657.78
354060,PORTO FELIZ,2025/Nov,262687.94
354060,PORTO FELIZ,2025/Dez,263772.11
354060,PORTO FELIZ,2026/Jan,314953.0
354060,PORTO FELIZ,2026/Fev,283918.7
354060,PORTO FELIZ,2026/Mar,318764.04
354060,PORTO FELIZ,2026/Abr,233062.52
354060,PORTO FELIZ,2026/Mai,273623.5
354060,PORTO FELIZ,2026/Jun,237163.3
354070,PORTO FERREIRA,2025/Jul,219823.9
354070,PORTO FERREIRA,2025/Ago,256838.27
354070,PORTO FERREIRA,2025/Set,227171.77
354070,PORTO FERREIRA,2025/Out,242272.02
354070,PORTO FERREIRA,2025/Nov,207487.56
354070,PORTO FERREIRA,2025/Dez,159216.52
354070,PORTO FERREIRA,2026/Jan,193295.83
354070,PORTO FERREIRA,2026/Fev,186698.73
354070,PORTO FERREIRA,2026/Mar,199548.27
354070,PORTO FERREIRA,2026/Abr,202290.02
354070,PORTO FERREIRA,2026/Mai,184589.65
354070,PORTO FERREIRA,2026/Jun,208170.8
354080,POTIRENDABA,2025/Jul,27398.69
354080,POTIRENDABA,2025/Ago,40054.23
354080,POTIRENDABA,2025/Set,28503.64
354080,POTIRENDABA,2025/Out,22907.41
354080,POTIRENDABA,2025/Nov,17686.76
354080,POTIRENDABA,2025/Dez,19185.32
354080,POTIRENDABA,2026/Jan,22508.55
354080,POTIRENDABA,2026/Fev,19804.04
354080,POTIRENDABA,2026/Mar,28389.28
354080,POTIRENDABA,2026/Abr,27900.97
354080,POTIRENDABA,2026/Mai,35666.07
354080,POTIRENDABA,2026/Jun,39773.88
354100,PRAIA GRANDE,2025/Jul,891711.05
354100,PRAIA GRANDE,2025/Ago,879012.58
354100,PRAIA GRANDE,2025/Set,1125949.46
354100,PRAIA GRANDE,2025/Out,1500952.58
354100,PRAIA GRANDE,2025/Nov,1441700.99
354100,PRAIA GRANDE,2025/Dez,1274519.82
354100,PRAIA GRANDE,2026/Jan,1442941.11
354100,PRAIA GRANDE,2026/Fev,1227956.68
354100,PRAIA GRANDE,2026/Mar,1528016.04
354100,PRAIA GRANDE,2026/Abr,1519121.79
354100,PRAIA GRANDE,2026/Mai,1526190.8
354100,PRAIA GRANDE,2026/Jun,1458025.77
354120,PRESIDENTE BERNARDES,2025/Jul,46966.6
354120,PRESIDENTE BERNARDES,2025/Ago,32978.53
354120,PRESIDENTE BERNARDES,2025/Set,38795.99
354120,PRESIDENTE BERNARDES,2025/Out,37216.56
354120,PRESIDENTE BERNARDES,2025/Nov,35115.26
354120,PRESIDENTE BERNARDES,2025/Dez,41989.2
354120,PRESIDENTE BERNARDES,2026/Jan,36103.67
354120,PRESIDENTE BERNARDES,2026/Fev,34755.34
354120,PRESIDENTE BERNARDES,2026/Mar,33703.78
354120,PRESIDENTE BERNARDES,2026/Abr,31604.84
354120,PRESIDENTE BERNARDES,2026/Mai,46326.18
354120,PRESIDENTE BERNARDES,2026/Jun,48251.51
354130,PRESIDENTE EPITACIO,2025/Jul,179609.32
354130,PRESIDENTE EPITACIO,2025/Ago,141651.04
354130,PRESIDENTE EPITACIO,2025/Set,128237.31
354130,PRESIDENTE EPITACIO,2025/Out,143057.6
354130,PRESIDENTE EPITACIO,2025/Nov,156834.47
354130,PRESIDENTE EPITACIO,2025/Dez,185430.71
354130,PRESIDENTE EPITACIO,2026/Jan,108211.4
354130,PRESIDENTE EPITACIO,2026/Fev,85233.3
354130,PRESIDENTE EPITACIO,2026/Mar,115322.88
354130,PRESIDENTE EPITACIO,2026/Abr,121348.91
354130,PRESIDENTE EPITACIO,2026/Mai,130188.98
354130,PRESIDENTE EPITACIO,2026/Jun,100691.03
354140,PRESIDENTE PRUDENTE,2025/Jul,7202310.66
354140,PRESIDENTE PRUDENTE,2025/Ago,7850979.25
354140,PRESIDENTE PRUDENTE,2025/Set,7994061.33
354140,PRESIDENTE PRUDENTE,2025/Out,7912934.14
354140,PRESIDENTE PRUDENTE,2025/Nov,7331232.09
354140,PRESIDENTE PRUDENTE,2025/Dez,7434464.23
354140,PRESIDENTE PRUDENTE,2026/Jan,7301726.62
354140,PRESIDENTE PRUDENTE,2026/Fev,6820288.93
354140,PRESIDENTE PRUDENTE,2026/Mar,7933996.67
354140,PRESIDENTE PRUDENTE,2026/Abr,7047354.51
354140,PRESIDENTE PRUDENTE,2026/Mai,7999821.64
354140,PRESIDENTE PRUDENTE,2026/Jun,7692089.7
354150,PRESIDENTE VENCESLAU,2025/Jul,244294.37
354150,PRESIDENTE VENCESLAU,2025/Ago,216694.75
354150,PRESIDENTE VENCESLAU,2025/Set,222870.74
354150,PRESIDENTE VENCESLAU,2025/Out,192048.7
354150,PRESIDENTE VENCESLAU,2025/Nov,267800.59
354150,PRESIDENTE VENCESLAU,2025/Dez,282289.29
354150,PRESIDENTE VENCESLAU,2026/Jan,175308.9
354150,PRESIDENTE VENCESLAU,2026/Fev,254177.1
354150,PRESIDENTE VENCESLAU,2026/Mar,219279.01
354150,PRESIDENTE VENCESLAU,2026/Abr,146767.28
354150,PRESIDENTE VENCESLAU,2026/Mai,185574.5
354150,PRESIDENTE VENCESLAU,2026/Jun,262495.98
354160,PROMISSAO,2025/Jul,313124.7
354160,PROMISSAO,2025/Ago,485836.8
354160,PROMISSAO,2025/Set,368977.18
354160,PROMISSAO,2025/Out,338535.08
354160,PROMISSAO,2025/Nov,443587.99
354160,PROMISSAO,2025/Dez,340385.52
354160,PROMISSAO,2026/Jan,380564.79
354160,PROMISSAO,2026/Fev,321254.3
354160,PROMISSAO,2026/Mar,460634.17
354160,PROMISSAO,2026/Abr,363112.77
354160,PROMISSAO,2026/Mai,390194.88
354160,PROMISSAO,2026/Jun,376317.51
354190,QUELUZ,2025/Jul,4402.35
354190,QUELUZ,2025/Ago,9325.55
354190,QUELUZ,2025/Set,9221.13
354190,QUELUZ,2025/Out,4897.23
354190,QUELUZ,2025/Nov,4412.79
354190,QUELUZ,2025/Dez,5808.41
354190,QUELUZ,2026/Jan,8297.77
354190,QUELUZ,2026/Fev,7050.77
354190,QUELUZ,2026/Mar,9731.51
354190,QUELUZ,2026/Abr,11626.39
354220,RANCHARIA,2025/Jul,407622.73
354220,RANCHARIA,2025/Ago,438882.09
354220,RANCHARIA,2025/Set,452732.64
354220,RANCHARIA,2025/Out,427107.67
354220,RANCHARIA,2025/Nov,392316.82
354220,RANCHARIA,2025/Dez,336313.08
354220,RANCHARIA,2026/Jan,422851.08
354220,RANCHARIA,2026/Fev,409063.33
354220,RANCHARIA,2026/Mar,456976.37
354220,RANCHARIA,2026/Abr,428530.94
354220,RANCHARIA,2026/Mai,427842.63
354220,RANCHARIA,2026/Jun,432561.79
354240,REGENTE FEIJO,2025/Jul,27669.35
354240,REGENTE FEIJO,2025/Ago,22593.42
354240,REGENTE FEIJO,2025/Set,25725.99
354240,REGENTE FEIJO,2025/Out,38412.69
354240,REGENTE FEIJO,2025/Nov,20279.82
354240,REGENTE FEIJO,2025/Dez,10472.78
354240,REGENTE FEIJO,2026/Jan,32213.07
354240,REGENTE FEIJO,2026/Fev,40246.57
354240,REGENTE FEIJO,2026/Mar,29098.07
354240,REGENTE FEIJO,2026/Abr,26508.46
354240,REGENTE FEIJO,2026/Mai,28454.44
354240,REGENTE FEIJO,2026/Jun,31459.73
354260,REGISTRO,2025/Jul,1019683.75
354260,REGISTRO,2025/Ago,884553.98
354260,REGISTRO,2025/Set,905564.84
354260,REGISTRO,2025/Out,954748.45
354260,REGISTRO,2025/Nov,737035.89
354260,REGISTRO,2025/Dez,608563.33
354260,REGISTRO,2026/Jan,729917.01
354260,REGISTRO,2026/Fev,655084.31
354260,REGISTRO,2026/Mar,962186.22
354260,REGISTRO,2026/Abr,1006920.86
354260,REGISTRO,2026/Mai,938779.83
354260,REGISTRO,2026/Jun,902901.63
354290,RIBEIRAO BONITO,2025/Jul,21634.92
354290,RIBEIRAO BONITO,2025/Ago,17571.52
354290,RIBEIRAO BONITO,2025/Set,22598.42
354290,RIBEIRAO BONITO,2025/Out,35247.4
354290,RIBEIRAO BONITO,2025/Nov,53083.17
354290,RIBEIRAO BONITO,2025/Dez,33790.87
354290,RIBEIRAO BONITO,2026/Jan,40758.73
354290,RIBEIRAO BONITO,2026/Fev,46683.63
354290,RIBEIRAO BONITO,2026/Mar,45477.43
354290,RIBEIRAO BONITO,2026/Abr,54671.22
354290,RIBEIRAO BONITO,2026/Mai,26581.49
354290,RIBEIRAO BONITO,2026/Jun,25087.15
354300,RIBEIRAO BRANCO,2025/Jul,49706.14
354300,RIBEIRAO BRANCO,2025/Ago,8064.04
354300,RIBEIRAO BRANCO,2025/Set,7048.48
354300,RIBEIRAO BRANCO,2025/Out,1739.09
354300,RIBEIRAO BRANCO,2025/Nov,14978.68
354300,RIBEIRAO BRANCO,2025/Dez,11054.81
354300,RIBEIRAO BRANCO,2026/Jan,6644.51
354300,RIBEIRAO BRANCO,2026/Fev,11126.06
354300,RIBEIRAO BRANCO,2026/Mar,13680.16
354300,RIBEIRAO BRANCO,2026/Abr,10291.23
354300,RIBEIRAO BRANCO,2026/Mai,16934.21
354300,RIBEIRAO BRANCO,2026/Jun,12391.39
354330,RIBEIRAO PIRES,2025/Jul,99991.43
354330,RIBEIRAO PIRES,2025/Ago,109748.07
354330,RIBEIRAO PIRES,2025/Set,115093.71
354330,RIBEIRAO PIRES,2025/Out,107879.54
354330,RIBEIRAO PIRES,2025/Nov,108172.5
354330,RIBEIRAO PIRES,2025/Dez,98067.8
354330,RIBEIRAO PIRES,2026/Jan,103173.16
354330,RIBEIRAO PIRES,2026/Fev,99223.67
354330,RIBEIRAO PIRES,2026/Mar,106636.75
354330,RIBEIRAO PIRES,2026/Abr,108839.9
354330,RIBEIRAO PIRES,2026/Mai,97344.92
354330,RIBEIRAO PIRES,2026/Jun,99131.42
354340,RIBEIRAO PRETO,2025/Jul,17993626.68
354340,RIBEIRAO PRETO,2025/Ago,20763189.79
354340,RIBEIRAO PRETO,2025/Set,18489046.84
354340,RIBEIRAO PRETO,2025/Out,20533746.83
354340,RIBEIRAO PRETO,2025/Nov,20424108.35
354340,RIBEIRAO PRETO,2025/Dez,17476536.06
354340,RIBEIRAO PRETO,2026/Jan,18467388.16
354340,RIBEIRAO PRETO,2026/Fev,16200798.07
354340,RIBEIRAO PRETO,2026/Mar,18648151.66
354340,RIBEIRAO PRETO,2026/Abr,18462863.58
354340,RIBEIRAO PRETO,2026/Mai,17977486.56
354340,RIBEIRAO PRETO,2026/Jun,17998410.88
354380,RINOPOLIS,2025/Jul,10405.96
354380,RINOPOLIS,2025/Ago,11982.2
354380,RINOPOLIS,2025/Set,13388.58
354380,RINOPOLIS,2025/Out,9263.46
354380,RINOPOLIS,2025/Nov,7784.65
354380,RINOPOLIS,2025/Dez,10179.14
354380,RINOPOLIS,2026/Jan,10636.11
354380,RINOPOLIS,2026/Fev,7309.97
354380,RINOPOLIS,2026/Mar,8925.22
354380,RINOPOLIS,2026/Abr,7186.41
354380,RINOPOLIS,2026/Mai,9404.33
354380,RINOPOLIS,2026/Jun,8359.96
354390,RIO CLARO,2025/Jul,1682895.64
354390,RIO CLARO,2025/Ago,1890308.85
354390,RIO CLARO,2025/Set,1824768.45
354390,RIO CLARO,2025/Out,1675679.82
354390,RIO CLARO,2025/Nov,1597895.61
354390,RIO CLARO,2025/Dez,1735098.22
354390,RIO CLARO,2026/Jan,1366343.31
354390,RIO CLARO,2026/Fev,1418448.9
354390,RIO CLARO,2026/Mar,1646321.04
354390,RIO CLARO,2026/Abr,1586214.75
354390,RIO CLARO,2026/Mai,1979500.36
