codigo,municipio,capitulo_cid10,internacoes
352900,MARILIA,Cap 05,1392.0
352900,MARILIA,Cap 06,473.0
352900,MARILIA,Cap 07,443.0
352900,MARILIA,Cap 08,76.0
352900,MARILIA,Cap 09,3943.0
352900,MARILIA,Cap 10,3129.0
352900,MARILIA,Cap 11,3213.0
352900,MARILIA,Cap 12,594.0
352900,MARILIA,Cap 13,1120.0
352900,MARILIA,Cap 14,2671.0
352900,MARILIA,Cap 15,2714.0
352900,MARILIA,Cap 16,763.0
352900,MARILIA,Cap 17,251.0
352900,MARILIA,Cap 18,636.0
352900,MARILIA,Cap 19,3114.0
352900,MARILIA,Cap 21,679.0
352920,MARTINOPOLIS,Cap 01,312.0
352920,MARTINOPOLIS,Cap 02,17.0
352920,MARTINOPOLIS,Cap 03,21.0
352920,MARTINOPOLIS,Cap 04,32.0
352920,MARTINOPOLIS,Cap 05,105.0
352920,MARTINOPOLIS,Cap 06,51.0
352920,MARTINOPOLIS,Cap 07,10.0
352920,MARTINOPOLIS,Cap 08,13.0
352920,MARTINOPOLIS,Cap 09,231.0
352920,MARTINOPOLIS,Cap 10,293.0
352920,MARTINOPOLIS,Cap 11,629.0
352920,MARTINOPOLIS,Cap 12,59.0
352920,MARTINOPOLIS,Cap 13,51.0
352920,MARTINOPOLIS,Cap 14,224.0
352920,MARTINOPOLIS,Cap 15,208.0
352920,MARTINOPOLIS,Cap 16,12.0
352920,MARTINOPOLIS,Cap 18,83.0
352920,MARTINOPOLIS,Cap 19,275.0
352920,MARTINOPOLIS,Cap 21,421.0
352930,MATAO,Cap 01,287.0
352930,MATAO,Cap 02,60.0
352930,MATAO,Cap 03,71.0
352930,MATAO,Cap 04,86.0
352930,MATAO,Cap 05,177.0
352930,MATAO,Cap 06,166.0
352930,MATAO,Cap 07,3.0
352930,MATAO,Cap 08,10.0
352930,MATAO,Cap 09,1320.0
352930,MATAO,Cap 10,462.0
352930,MATAO,Cap 11,628.0
352930,MATAO,Cap 12,108.0
352930,MATAO,Cap 13,492.0
352930,MATAO,Cap 14,474.0
352930,MATAO,Cap 15,1028.0
352930,MATAO,Cap 16,163.0
352930,MATAO,Cap 17,14.0
352930,MATAO,Cap 18,121.0
352930,MATAO,Cap 19,750.0
352930,MATAO,Cap 21,100.0
352940,MAUA,Cap 01,487.0
352940,MAUA,Cap 02,280.0
352940,MAUA,Cap 03,93.0
352940,MAUA,Cap 04,323.0
352940,MAUA,Cap 05,457.0
352940,MAUA,Cap 06,222.0
352940,MAUA,Cap 07,3.0
352940,MAUA,Cap 08,21.0
352940,MAUA,Cap 09,1420.0
352940,MAUA,Cap 10,974.0
352940,MAUA,Cap 11,1854.0
352940,MAUA,Cap 12,362.0
352940,MAUA,Cap 13,113.0
352940,MAUA,Cap 14,839.0
352940,MAUA,Cap 15,2445.0
352940,MAUA,Cap 16,390.0
352940,MAUA,Cap 17,25.0
352940,MAUA,Cap 18,137.0
352940,MAUA,Cap 19,2625.0
352940,MAUA,Cap 21,827.0
352970,MIGUELOPOLIS,Cap 01,182.0
352970,MIGUELOPOLIS,Cap 02,10.0
352970,MIGUELOPOLIS,Cap 03,26.0
352970,MIGUELOPOLIS,Cap 04,12.0
352970,MIGUELOPOLIS,Cap 05,30.0
352970,MIGUELOPOLIS,Cap 06,8.0
352970,MIGUELOPOLIS,Cap 07,3.0
352970,MIGUELOPOLIS,Cap 08,3.0
352970,MIGUELOPOLIS,Cap 09,82.0
352970,MIGUELOPOLIS,Cap 10,146.0
352970,MIGUELOPOLIS,Cap 11,106.0
352970,MIGUELOPOLIS,Cap 12,23.0
352970,MIGUELOPOLIS,Cap 13,26.0
352970,MIGUELOPOLIS,Cap 14,125.0
352970,MIGUELOPOLIS,Cap 15,76.0
352970,MIGUELOPOLIS,Cap 16,3.0
352970,MIGUELOPOLIS,Cap 18,69.0
352970,MIGUELOPOLIS,Cap 19,71.0
352970,MIGUELOPOLIS,Cap 21,40.0
353010,MIRANDOPOLIS,Cap 01,142.0
353010,MIRANDOPOLIS,Cap 02,145.0
353010,MIRANDOPOLIS,Cap 03,77.0
353010,MIRANDOPOLIS,Cap 04,48.0
353010,MIRANDOPOLIS,Cap 05,30.0
353010,MIRANDOPOLIS,Cap 06,43.0
353010,MIRANDOPOLIS,Cap 08,14.0
353010,MIRANDOPOLIS,Cap 09,212.0
353010,MIRANDOPOLIS,Cap 10,672.0
353010,MIRANDOPOLIS,Cap 11,544.0
353010,MIRANDOPOLIS,Cap 12,123.0
353010,MIRANDOPOLIS,Cap 13,41.0
353010,MIRANDOPOLIS,Cap 14,261.0
353010,MIRANDOPOLIS,Cap 15,387.0
353010,MIRANDOPOLIS,Cap 16,42.0
353010,MIRANDOPOLIS,Cap 17,6.0
353010,MIRANDOPOLIS,Cap 18,108.0
353010,MIRANDOPOLIS,Cap 19,535.0
353010,MIRANDOPOLIS,Cap 21,75.0
353030,MIRASSOL,Cap 01,35.0
353030,MIRASSOL,Cap 02,26.0
353030,MIRASSOL,Cap 03,3.0
353030,MIRASSOL,Cap 04,10.0
353030,MIRASSOL,Cap 06,3.0
353030,MIRASSOL,Cap 09,62.0
353030,MIRASSOL,Cap 10,100.0
353030,MIRASSOL,Cap 11,53.0
353030,MIRASSOL,Cap 12,57.0
353030,MIRASSOL,Cap 13,2.0
353030,MIRASSOL,Cap 14,75.0
353030,MIRASSOL,Cap 15,116.0
353030,MIRASSOL,Cap 17,2.0
353030,MIRASSOL,Cap 18,6.0
353030,MIRASSOL,Cap 19,4.0
353030,MIRASSOL,Cap 21,56.0
353050,MOCOCA,Cap 01,267.0
353050,MOCOCA,Cap 02,172.0
353050,MOCOCA,Cap 03,77.0
353050,MOCOCA,Cap 04,124.0
353050,MOCOCA,Cap 05,159.0
353050,MOCOCA,Cap 06,40.0
353050,MOCOCA,Cap 07,10.0
353050,MOCOCA,Cap 08,8.0
353050,MOCOCA,Cap 09,533.0
353050,MOCOCA,Cap 10,414.0
353050,MOCOCA,Cap 11,496.0
353050,MOCOCA,Cap 12,72.0
353050,MOCOCA,Cap 13,75.0
353050,MOCOCA,Cap 14,427.0
353050,MOCOCA,Cap 15,1052.0
353050,MOCOCA,Cap 16,33.0
353050,MOCOCA,Cap 17,8.0
353050,MOCOCA,Cap 18,230.0
353050,MOCOCA,Cap 19,755.0
353050,MOCOCA,Cap 21,88.0
353060,MOGI DAS CRUZES,Cap 01,1113.0
353060,MOGI DAS CRUZES,Cap 02,3467.0
353060,MOGI DAS CRUZES,Cap 03,206.0
353060,MOGI DAS CRUZES,Cap 04,435.0
353060,MOGI DAS CRUZES,Cap 05,906.0
353060,MOGI DAS CRUZES,Cap 06,800.0
353060,MOGI DAS CRUZES,Cap 07,386.0
353060,MOGI DAS CRUZES,Cap 08,85.0
353060,MOGI DAS CRUZES,Cap 09,4617.0
353060,MOGI DAS CRUZES,Cap 10,3457.0
353060,MOGI DAS CRUZES,Cap 11,3777.0
353060,MOGI DAS CRUZES,Cap 12,537.0
353060,MOGI DAS CRUZES,Cap 13,301.0
353060,MOGI DAS CRUZES,Cap 14,2290.0
353060,MOGI DAS CRUZES,Cap 15,4431.0
353060,MOGI DAS CRUZES,Cap 16,460.0
353060,MOGI DAS CRUZES,Cap 17,102.0
353060,MOGI DAS CRUZES,Cap 18,1238.0
353060,MOGI DAS CRUZES,Cap 19,6261.0
353060,MOGI DAS CRUZES,Cap 21,1250.0
353070,MOGI GUACU,Cap 01,535.0
353070,MOGI GUACU,Cap 02,1147.0
353070,MOGI GUACU,Cap 03,115.0
353070,MOGI GUACU,Cap 04,141.0
353070,MOGI GUACU,Cap 05,6.0
353070,MOGI GUACU,Cap 06,196.0
353070,MOGI GUACU,Cap 07,2.0
353070,MOGI GUACU,Cap 08,7.0
353070,MOGI GUACU,Cap 09,1085.0
353070,MOGI GUACU,Cap 10,632.0
353070,MOGI GUACU,Cap 11,1065.0
353070,MOGI GUACU,Cap 12,150.0
353070,MOGI GUACU,Cap 13,321.0
353070,MOGI GUACU,Cap 14,751.0
353070,MOGI GUACU,Cap 15,1518.0
353070,MOGI GUACU,Cap 16,379.0
353070,MOGI GUACU,Cap 17,22.0
353070,MOGI GUACU,Cap 18,177.0
353070,MOGI GUACU,Cap 19,1387.0
353070,MOGI GUACU,Cap 21,137.0
353080,MOGI MIRIM,Cap 01,154.0
353080,MOGI MIRIM,Cap 02,185.0
353080,MOGI MIRIM,Cap 03,15.0
353080,MOGI MIRIM,Cap 04,99.0
353080,MOGI MIRIM,Cap 05,69.0
353080,MOGI MIRIM,Cap 06,107.0
353080,MOGI MIRIM,Cap 07,623.0
353080,MOGI MIRIM,Cap 09,416.0
353080,MOGI MIRIM,Cap 10,485.0
353080,MOGI MIRIM,Cap 11,708.0
353080,MOGI MIRIM,Cap 12,91.0
353080,MOGI MIRIM,Cap 13,135.0
353080,MOGI MIRIM,Cap 14,462.0
353080,MOGI MIRIM,Cap 15,593.0
353080,MOGI MIRIM,Cap 16,150.0
353080,MOGI MIRIM,Cap 17,6.0
353080,MOGI MIRIM,Cap 18,114.0
353080,MOGI MIRIM,Cap 19,611.0
353080,MOGI MIRIM,Cap 21,238.0
353110,MONGAGUA,Cap 01,52.0
353110,MONGAGUA,Cap 02,21.0
353110,MONGAGUA,Cap 03,23.0
353110,MONGAGUA,Cap 04,63.0
353110,MONGAGUA,Cap 05,14.0
353110,MONGAGUA,Cap 06,10.0
353110,MONGAGUA,Cap 07,14.0
353110,MONGAGUA,Cap 08,19.0
353110,MONGAGUA,Cap 09,59.0
353110,MONGAGUA,Cap 10,236.0
353110,MONGAGUA,Cap 11,54.0
353110,MONGAGUA,Cap 12,78.0
353110,MONGAGUA,Cap 13,99.0
353110,MONGAGUA,Cap 14,61.0
353110,MONGAGUA,Cap 15,34.0
353110,MONGAGUA,Cap 16,9.0
353110,MONGAGUA,Cap 17,1.0
353110,MONGAGUA,Cap 18,92.0
353110,MONGAGUA,Cap 19,1.0
353130,MONTE ALTO,Cap 01,194.0
353130,MONTE ALTO,Cap 02,41.0
353130,MONTE ALTO,Cap 03,27.0
353130,MONTE ALTO,Cap 04,56.0
353130,MONTE ALTO,Cap 05,4.0
353130,MONTE ALTO,Cap 06,53.0
353130,MONTE ALTO,Cap 07,203.0
353130,MONTE ALTO,Cap 08,3.0
353130,MONTE ALTO,Cap 09,286.0
353130,MONTE ALTO,Cap 10,345.0
353130,MONTE ALTO,Cap 11,374.0
353130,MONTE ALTO,Cap 12,41.0
353130,MONTE ALTO,Cap 13,32.0
353130,MONTE ALTO,Cap 14,259.0
353130,MONTE ALTO,Cap 15,260.0
353130,MONTE ALTO,Cap 16,18.0
353130,MONTE ALTO,Cap 17,9.0
353130,MONTE ALTO,Cap 18,13.0
353130,MONTE ALTO,Cap 19,262.0
353130,MONTE ALTO,Cap 21,63.0
353140,MONTE APRAZIVEL,Cap 01,402.0
353140,MONTE APRAZIVEL,Cap 02,144.0
353140,MONTE APRAZIVEL,Cap 03,17.0
353140,MONTE APRAZIVEL,Cap 04,398.0
353140,MONTE APRAZIVEL,Cap 06,34.0
353140,MONTE APRAZIVEL,Cap 09,493.0
353140,MONTE APRAZIVEL,Cap 10,569.0
353140,MONTE APRAZIVEL,Cap 11,422.0
353140,MONTE APRAZIVEL,Cap 12,25.0
353140,MONTE APRAZIVEL,Cap 13,374.0
353140,MONTE APRAZIVEL,Cap 14,425.0
353140,MONTE APRAZIVEL,Cap 18,2.0
353140,MONTE APRAZIVEL,Cap 19,10.0
353140,MONTE APRAZIVEL,Cap 21,42.0
353150,MONTE AZUL PAULISTA,Cap 01,71.0
353150,MONTE AZUL PAULISTA,Cap 02,34.0
353150,MONTE AZUL PAULISTA,Cap 03,14.0
353150,MONTE AZUL PAULISTA,Cap 04,34.0
353150,MONTE AZUL PAULISTA,Cap 06,12.0
353150,MONTE AZUL PAULISTA,Cap 07,402.0
353150,MONTE AZUL PAULISTA,Cap 09,54.0
353150,MONTE AZUL PAULISTA,Cap 10,266.0
353150,MONTE AZUL PAULISTA,Cap 11,128.0
353150,MONTE AZUL PAULISTA,Cap 12,16.0
353150,MONTE AZUL PAULISTA,Cap 13,18.0
353150,MONTE AZUL PAULISTA,Cap 14,207.0
353150,MONTE AZUL PAULISTA,Cap 15,316.0
353150,MONTE AZUL PAULISTA,Cap 16,4.0
353150,MONTE AZUL PAULISTA,Cap 18,7.0
353150,MONTE AZUL PAULISTA,Cap 19,7.0
353150,MONTE AZUL PAULISTA,Cap 21,68.0
353180,MONTE MOR,Cap 01,35.0
353180,MONTE MOR,Cap 02,11.0
353180,MONTE MOR,Cap 03,11.0
353180,MONTE MOR,Cap 04,22.0
353180,MONTE MOR,Cap 05,62.0
353180,MONTE MOR,Cap 06,13.0
353180,MONTE MOR,Cap 07,1.0
353180,MONTE MOR,Cap 09,75.0
353180,MONTE MOR,Cap 10,105.0
353180,MONTE MOR,Cap 11,27.0
353180,MONTE MOR,Cap 12,8.0
353180,MONTE MOR,Cap 13,4.0
353180,MONTE MOR,Cap 14,57.0
353180,MONTE MOR,Cap 15,505.0
353180,MONTE MOR,Cap 16,2.0
353180,MONTE MOR,Cap 17,1.0
353180,MONTE MOR,Cap 18,19.0
353180,MONTE MOR,Cap 19,53.0
353180,MONTE MOR,Cap 21,79.0
353190,MORRO AGUDO,Cap 01,62.0
353190,MORRO AGUDO,Cap 02,26.0
353190,MORRO AGUDO,Cap 03,22.0
353190,MORRO AGUDO,Cap 04,45.0
353190,MORRO AGUDO,Cap 05,78.0
353190,MORRO AGUDO,Cap 06,45.0
353190,MORRO AGUDO,Cap 07,9.0
353190,MORRO AGUDO,Cap 08,4.0
353190,MORRO AGUDO,Cap 09,166.0
353190,MORRO AGUDO,Cap 10,155.0
353190,MORRO AGUDO,Cap 11,235.0
353190,MORRO AGUDO,Cap 12,118.0
353190,MORRO AGUDO,Cap 13,93.0
353190,MORRO AGUDO,Cap 14,128.0
353190,MORRO AGUDO,Cap 15,204.0
353190,MORRO AGUDO,Cap 16,8.0
353190,MORRO AGUDO,Cap 17,3.0
353190,MORRO AGUDO,Cap 18,95.0
353190,MORRO AGUDO,Cap 19,163.0
353190,MORRO AGUDO,Cap 21,120.0
353200,MORUNGABA,Cap 01,2.0
353200,MORUNGABA,Cap 02,1.0
353200,MORUNGABA,Cap 03,6.0
353200,MORUNGABA,Cap 04,14.0
353200,MORUNGABA,Cap 06,1.0
353200,MORUNGABA,Cap 09,30.0
353200,MORUNGABA,Cap 10,99.0
353200,MORUNGABA,Cap 11,16.0
353200,MORUNGABA,Cap 12,5.0
353200,MORUNGABA,Cap 13,1.0
353200,MORUNGABA,Cap 14,36.0
353200,MORUNGABA,Cap 19,19.0
353240,NAZARE PAULISTA,Cap 01,34.0
353240,NAZARE PAULISTA,Cap 02,9.0
353240,NAZARE PAULISTA,Cap 03,12.0
353240,NAZARE PAULISTA,Cap 04,27.0
353240,NAZARE PAULISTA,Cap 06,2.0
353240,NAZARE PAULISTA,Cap 08,1.0
353240,NAZARE PAULISTA,Cap 09,49.0
353240,NAZARE PAULISTA,Cap 10,65.0
353240,NAZARE PAULISTA,Cap 11,27.0
353240,NAZARE PAULISTA,Cap 12,28.0
353240,NAZARE PAULISTA,Cap 13,4.0
353240,NAZARE PAULISTA,Cap 14,50.0
353240,NAZARE PAULISTA,Cap 15,6.0
353240,NAZARE PAULISTA,Cap 18,11.0
353240,NAZARE PAULISTA,Cap 19,5.0
353240,NAZARE PAULISTA,Cap 21,2.0
353250,NEVES PAULISTA,Cap 01,7.0
353250,NEVES PAULISTA,Cap 02,2.0
353250,NEVES PAULISTA,Cap 03,2.0
353250,NEVES PAULISTA,Cap 04,12.0
353250,NEVES PAULISTA,Cap 06,1.0
353250,NEVES PAULISTA,Cap 09,3.0
353250,NEVES PAULISTA,Cap 10,13.0
353250,NEVES PAULISTA,Cap 12,3.0
353250,NEVES PAULISTA,Cap 14,9.0
353250,NEVES PAULISTA,Cap 18,1.0
353250,NEVES PAULISTA,Cap 19,1.0
353260,NHANDEARA,Cap 01,80.0
353260,NHANDEARA,Cap 02,206.0
353260,NHANDEARA,Cap 03,8.0
353260,NHANDEARA,Cap 04,45.0
353260,NHANDEARA,Cap 06,34.0
353260,NHANDEARA,Cap 09,640.0
353260,NHANDEARA,Cap 10,813.0
353260,NHANDEARA,Cap 11,340.0
353260,NHANDEARA,Cap 12,188.0
353260,NHANDEARA,Cap 13,45.0
353260,NHANDEARA,Cap 14,208.0
353260,NHANDEARA,Cap 15,8.0
353260,NHANDEARA,Cap 16,3.0
353260,NHANDEARA,Cap 17,3.0
353260,NHANDEARA,Cap 18,72.0
353260,NHANDEARA,Cap 19,95.0
353260,NHANDEARA,Cap 21,1.0
353290,NOVA EUROPA,Cap 01,21.0
353290,NOVA EUROPA,Cap 02,15.0
353290,NOVA EUROPA,Cap 03,11.0
353290,NOVA EUROPA,Cap 04,9.0
353290,NOVA EUROPA,Cap 05,11.0
353290,NOVA EUROPA,Cap 06,9.0
353290,NOVA EUROPA,Cap 08,6.0
353290,NOVA EUROPA,Cap 09,66.0
353290,NOVA EUROPA,Cap 10,42.0
353290,NOVA EUROPA,Cap 11,54.0
353290,NOVA EUROPA,Cap 12,15.0
353290,NOVA EUROPA,Cap 13,10.0
353290,NOVA EUROPA,Cap 14,36.0
353290,NOVA EUROPA,Cap 15,1.0
353290,NOVA EUROPA,Cap 16,1.0
353290,NOVA EUROPA,Cap 17,2.0
353290,NOVA EUROPA,Cap 18,18.0
353290,NOVA EUROPA,Cap 19,2.0
353290,NOVA EUROPA,Cap 21,7.0
353300,NOVA GRANADA,Cap 01,321.0
353300,NOVA GRANADA,Cap 02,33.0
353300,NOVA GRANADA,Cap 03,25.0
353300,NOVA GRANADA,Cap 04,242.0
353300,NOVA GRANADA,Cap 05,3.0
353300,NOVA GRANADA,Cap 06,5.0
353300,NOVA GRANADA,Cap 08,14.0
353300,NOVA GRANADA,Cap 09,48.0
353300,NOVA GRANADA,Cap 10,623.0
353300,NOVA GRANADA,Cap 11,117.0
353300,NOVA GRANADA,Cap 12,74.0
353300,NOVA GRANADA,Cap 13,37.0
353300,NOVA GRANADA,Cap 14,329.0
353300,NOVA GRANADA,Cap 15,38.0
353300,NOVA GRANADA,Cap 16,2.0
353300,NOVA GRANADA,Cap 18,30.0
353300,NOVA GRANADA,Cap 19,24.0
353300,NOVA GRANADA,Cap 21,1.0
353340,NOVA ODESSA,Cap 01,36.0
353340,NOVA ODESSA,Cap 02,27.0
353340,NOVA ODESSA,Cap 03,13.0
353340,NOVA ODESSA,Cap 04,46.0
353340,NOVA ODESSA,Cap 05,34.0
353340,NOVA ODESSA,Cap 06,18.0
353340,NOVA ODESSA,Cap 07,2.0
353340,NOVA ODESSA,Cap 08,5.0
353340,NOVA ODESSA,Cap 09,144.0
353340,NOVA ODESSA,Cap 10,230.0
353340,NOVA ODESSA,Cap 11,184.0
353340,NOVA ODESSA,Cap 12,34.0
353340,NOVA ODESSA,Cap 13,30.0
353340,NOVA ODESSA,Cap 14,177.0
353340,NOVA ODESSA,Cap 15,294.0
353340,NOVA ODESSA,Cap 16,12.0
353340,NOVA ODESSA,Cap 17,1.0
353340,NOVA ODESSA,Cap 18,24.0
353340,NOVA ODESSA,Cap 19,216.0
353340,NOVA ODESSA,Cap 21,97.0
353350,NOVO HORIZONTE,Cap 01,82.0
353350,NOVO HORIZONTE,Cap 02,39.0
353350,NOVO HORIZONTE,Cap 03,37.0
353350,NOVO HORIZONTE,Cap 04,45.0
353350,NOVO HORIZONTE,Cap 06,54.0
353350,NOVO HORIZONTE,Cap 08,1.0
353350,NOVO HORIZONTE,Cap 09,142.0
353350,NOVO HORIZONTE,Cap 10,368.0
353350,NOVO HORIZONTE,Cap 11,398.0
353350,NOVO HORIZONTE,Cap 12,46.0
353350,NOVO HORIZONTE,Cap 13,88.0
353350,NOVO HORIZONTE,Cap 14,432.0
353350,NOVO HORIZONTE,Cap 15,270.0
353350,NOVO HORIZONTE,Cap 16,19.0
353350,NOVO HORIZONTE,Cap 18,34.0
353350,NOVO HORIZONTE,Cap 19,263.0
353350,NOVO HORIZONTE,Cap 21,29.0
353390,OLIMPIA,Cap 01,129.0
353390,OLIMPIA,Cap 02,35.0
353390,OLIMPIA,Cap 03,58.0
353390,OLIMPIA,Cap 04,82.0
353390,OLIMPIA,Cap 05,6.0
353390,OLIMPIA,Cap 06,71.0
353390,OLIMPIA,Cap 07,6.0
353390,OLIMPIA,Cap 08,8.0
353390,OLIMPIA,Cap 09,478.0
353390,OLIMPIA,Cap 10,729.0
353390,OLIMPIA,Cap 11,428.0
353390,OLIMPIA,Cap 12,103.0
353390,OLIMPIA,Cap 13,56.0
353390,OLIMPIA,Cap 14,407.0
353390,OLIMPIA,Cap 15,454.0
353390,OLIMPIA,Cap 16,18.0
353390,OLIMPIA,Cap 17,3.0
353390,OLIMPIA,Cap 18,125.0
353390,OLIMPIA,Cap 19,475.0
353390,OLIMPIA,Cap 21,47.0
353430,ORLANDIA,Cap 01,113.0
353430,ORLANDIA,Cap 02,49.0
353430,ORLANDIA,Cap 03,26.0
353430,ORLANDIA,Cap 04,103.0
353430,ORLANDIA,Cap 05,101.0
353430,ORLANDIA,Cap 06,60.0
353430,ORLANDIA,Cap 08,6.0
353430,ORLANDIA,Cap 09,253.0
353430,ORLANDIA,Cap 10,319.0
353430,ORLANDIA,Cap 11,198.0
353430,ORLANDIA,Cap 12,14.0
353430,ORLANDIA,Cap 13,58.0
353430,ORLANDIA,Cap 14,463.0
353430,ORLANDIA,Cap 15,535.0
353430,ORLANDIA,Cap 16,19.0
353430,ORLANDIA,Cap 17,4.0
353430,ORLANDIA,Cap 18,110.0
353430,ORLANDIA,Cap 19,301.0
353430,ORLANDIA,Cap 21,23.0
353440,OSASCO,Cap 01,1186.0
353440,OSASCO,Cap 02,973.0
353440,OSASCO,Cap 03,282.0
353440,OSASCO,Cap 04,560.0
353440,OSASCO,Cap 05,326.0
353440,OSASCO,Cap 06,536.0
353440,OSASCO,Cap 07,7.0
353440,OSASCO,Cap 08,68.0
353440,OSASCO,Cap 09,2613.0
353440,OSASCO,Cap 10,2435.0
353440,OSASCO,Cap 11,3256.0
353440,OSASCO,Cap 12,498.0
353440,OSASCO,Cap 13,333.0
353440,OSASCO,Cap 14,1844.0
353440,OSASCO,Cap 15,3892.0
353440,OSASCO,Cap 16,1404.0
353440,OSASCO,Cap 17,112.0
353440,OSASCO,Cap 18,1119.0
353440,OSASCO,Cap 19,4226.0
353440,OSASCO,Cap 21,1530.0
353460,OSVALDO CRUZ,Cap 01,380.0
353460,OSVALDO CRUZ,Cap 02,5.0
353460,OSVALDO CRUZ,Cap 03,58.0
353460,OSVALDO CRUZ,Cap 04,59.0
353460,OSVALDO CRUZ,Cap 05,14.0
353460,OSVALDO CRUZ,Cap 06,57.0
353460,OSVALDO CRUZ,Cap 08,7.0
353460,OSVALDO CRUZ,Cap 09,305.0
353460,OSVALDO CRUZ,Cap 10,269.0
353460,OSVALDO CRUZ,Cap 11,311.0
353460,OSVALDO CRUZ,Cap 12,47.0
353460,OSVALDO CRUZ,Cap 13,16.0
353460,OSVALDO CRUZ,Cap 14,152.0
353460,OSVALDO CRUZ,Cap 15,257.0
353460,OSVALDO CRUZ,Cap 16,33.0
353460,OSVALDO CRUZ,Cap 18,63.0
353460,OSVALDO CRUZ,Cap 19,537.0
353460,OSVALDO CRUZ,Cap 21,49.0
353470,OURINHOS,Cap 01,307.0
353470,OURINHOS,Cap 02,815.0
353470,OURINHOS,Cap 03,118.0
353470,OURINHOS,Cap 04,223.0
353470,OURINHOS,Cap 05,19.0
353470,OURINHOS,Cap 06,337.0
353470,OURINHOS,Cap 07,9.0
353470,OURINHOS,Cap 08,22.0
353470,OURINHOS,Cap 09,1649.0
353470,OURINHOS,Cap 10,676.0
353470,OURINHOS,Cap 11,1278.0
353470,OURINHOS,Cap 12,126.0
353470,OURINHOS,Cap 13,165.0
353470,OURINHOS,Cap 14,1066.0
353470,OURINHOS,Cap 15,1602.0
353470,OURINHOS,Cap 16,350.0
353470,OURINHOS,Cap 17,13.0
353470,OURINHOS,Cap 18,7.0
353470,OURINHOS,Cap 19,1496.0
353470,OURINHOS,Cap 21,280.0
353475,OUROESTE,Cap 01,28.0
353475,OUROESTE,Cap 02,11.0
353475,OUROESTE,Cap 03,15.0
353475,OUROESTE,Cap 04,12.0
353475,OUROESTE,Cap 05,2.0
353475,OUROESTE,Cap 06,8.0
353475,OUROESTE,Cap 08,1.0
353475,OUROESTE,Cap 09,38.0
353475,OUROESTE,Cap 10,125.0
353475,OUROESTE,Cap 11,70.0
353475,OUROESTE,Cap 12,32.0
353475,OUROESTE,Cap 13,38.0
353475,OUROESTE,Cap 14,138.0
353475,OUROESTE,Cap 15,39.0
353475,OUROESTE,Cap 16,1.0
353475,OUROESTE,Cap 18,1.0
353475,OUROESTE,Cap 19,15.0
353520,PALMEIRA D'OESTE,Cap 01,68.0
353520,PALMEIRA D'OESTE,Cap 02,2.0
353520,PALMEIRA D'OESTE,Cap 03,19.0
353520,PALMEIRA D'OESTE,Cap 04,72.0
353520,PALMEIRA D'OESTE,Cap 06,7.0
353520,PALMEIRA D'OESTE,Cap 09,63.0
353520,PALMEIRA D'OESTE,Cap 10,180.0
353520,PALMEIRA D'OESTE,Cap 11,61.0
353520,PALMEIRA D'OESTE,Cap 12,18.0
353520,PALMEIRA D'OESTE,Cap 13,77.0
353520,PALMEIRA D'OESTE,Cap 14,144.0
353520,PALMEIRA D'OESTE,Cap 15,1.0
353520,PALMEIRA D'OESTE,Cap 19,2.0
353530,PALMITAL,Cap 01,57.0
353530,PALMITAL,Cap 02,2.0
353530,PALMITAL,Cap 03,43.0
353530,PALMITAL,Cap 04,206.0
353530,PALMITAL,Cap 05,1.0
353530,PALMITAL,Cap 06,49.0
353530,PALMITAL,Cap 08,4.0
353530,PALMITAL,Cap 09,390.0
353530,PALMITAL,Cap 10,330.0
353530,PALMITAL,Cap 11,367.0
353530,PALMITAL,Cap 12,33.0
353530,PALMITAL,Cap 13,24.0
353530,PALMITAL,Cap 14,268.0
353530,PALMITAL,Cap 15,194.0
353530,PALMITAL,Cap 16,18.0
353530,PALMITAL,Cap 17,20.0
353530,PALMITAL,Cap 18,31.0
353530,PALMITAL,Cap 19,158.0
353530,PALMITAL,Cap 21,156.0
353550,PARAGUACU PAULISTA,Cap 01,127.0
353550,PARAGUACU PAULISTA,Cap 02,168.0
353550,PARAGUACU PAULISTA,Cap 03,52.0
353550,PARAGUACU PAULISTA,Cap 04,93.0
353550,PARAGUACU PAULISTA,Cap 05,136.0
353550,PARAGUACU PAULISTA,Cap 06,81.0
353550,PARAGUACU PAULISTA,Cap 07,819.0
353550,PARAGUACU PAULISTA,Cap 08,1.0
353550,PARAGUACU PAULISTA,Cap 09,506.0
353550,PARAGUACU PAULISTA,Cap 10,527.0
353550,PARAGUACU PAULISTA,Cap 11,451.0
353550,PARAGUACU PAULISTA,Cap 12,344.0
353550,PARAGUACU PAULISTA,Cap 13,122.0
353550,PARAGUACU PAULISTA,Cap 14,473.0
353550,PARAGUACU PAULISTA,Cap 15,652.0
353550,PARAGUACU PAULISTA,Cap 16,39.0
353550,PARAGUACU PAULISTA,Cap 17,4.0
353550,PARAGUACU PAULISTA,Cap 18,160.0
353550,PARAGUACU PAULISTA,Cap 19,492.0
353550,PARAGUACU PAULISTA,Cap 21,79.0
353580,PARANAPANEMA,Cap 01,17.0
353580,PARANAPANEMA,Cap 02,7.0
353580,PARANAPANEMA,Cap 03,42.0
353580,PARANAPANEMA,Cap 04,17.0
353580,PARANAPANEMA,Cap 05,23.0
353580,PARANAPANEMA,Cap 06,35.0
353580,PARANAPANEMA,Cap 09,35.0
